attr1,attr2,attr3,attr4,attr5,attr6,class
0.024049954,,,0.44130175,,1.3609359,
-0.78441482,-0.47019533,,-0.85955255,,,
,,-0.36622367,,-0.37786573,,-1
-0.055390645,-0.45250093,,,,,
,,,1.4514364,,,
-0.198858,,,,-0.37786573,,
0.20173266,,,1.1240076,,,-1
,-0.47019533,,-0.85955255,-0.37786573,,
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,,,-0.94572324,
0.19394104,0.42779592,,,-0.37786573,-0.94572324,-1
,-0.47019533,,,-0.37786573,-0.94572324,
,,-0.59163147,,,,-1
-0.78441482,-0.47019533,,,-0.37786573,,
0.64924239,,-0.27606055,,1.5995633,,-1
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
2.9415017,-0.44807732,,,-0.37786573,-0.94572324,
,,0.12967348,-0.85955255,-0.37786573,-0.94572324,
,,,0.76704276,0.48774101,,-1
,-0.44365372,0.71573375,0.10923158,,1.0806022,
,,-0.41130523,,,-0.94572324,-1
-0.1551572,-0.44365372,,-0.85955255,-0.37786573,-0.94572324,
,0.087178548,,1.1805482,,,-1
,1.6265921,,-0.85955255,-0.37786573,-0.94572324,
0.41718776,-0.11630716,-0.230979,,,-0.94572324,
,,0.98622311,-0.85955255,,-0.94572324,
-0.31844235,-0.34633447,,,,0.85816343,-1
-0.16582832,,,,,1.0501311,-1
,,-0.59163147,,,,
,0.47645554,,0.43708231,0.4332496,1.0653666,-1
-0.78441482,-0.47019533,,-0.85955255,,,-1
1.0181584,-0.44365372,,-0.85955255,-0.37786573,-0.94572324,
,3.3164082,,1.3092412,2.5548586,0.32796701,
,,,,,,
,,,,,,-1
0.061652967,,0.08459192,0.89109438,-0.37786573,,
,,0.35508128,0.65438363,0.14235437,1.0623195,
-0.78441482,,,,,-0.94572324,-1
,-0.31536926,-0.230979,,,1.0105187,
0.31437231,,-0.18589744,-0.85955255,-0.37786573,-0.94572324,
,,,,,0.96176503,-1
,,-0.27606055,0.27674347,,,-1
0.38212549,0.034095321,,,,-0.94572324,
,,-0.59163147,,-0.37786573,-0.94572324,
,-0.45250093,,,,-0.94572324,
,-0.47019533,,,-0.37786573,,
0.016935871,-0.27113323,-0.230979,,-0.37786573,1.0227071,-1
,-0.16939038,-0.27606055,,,,
0.080962622,,,0.74003832,0.38922844,1.047084,-1
,,,-0.092035852,,,
,-0.31094565,,0.16492823,,0.67533708,-1
,,-0.59163147,-0.85955255,,-0.94572324,
,0.025248116,,-0.85955255,,,-1
,,-0.095734317,,-0.37786573,,-1
,,,-0.85955255,-0.37786573,,-1
,-0.36402888,,,0.57127255,,
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
0.41718776,1.361176,,,-0.37786573,,-1
,,,,,-0.94572324,-1
,,-0.32114211,,,,-1
,,-0.14081588,0.89742355,2.2466776,1.0531782,-1
,-0.098612747,-0.230979,0.83117829,-0.37786573,1.3274177,
-0.11789295,-0.33748727,,,1.4231494,,
,-0.42153571,-0.54654991,-0.85955255,-0.37786573,,
,-0.45250093,0.039510361,0.67801251,2.0986783,0.62048917,-1
-0.3467293,-0.39057049,2.7444039,0.7788572,-0.078640395,0.93129397,
,,,,-0.37786573,-0.94572324,
-0.47461342,,0.26491816,0.84889995,1.4481727,0.57173548,
0.86808515,,,,,-0.94572324,-1
-0.78441482,,-0.59163147,-0.85955255,,,-1
-0.16819968,-0.35960528,,,0.4691382,,
,-0.15611958,,-0.85955255,-0.37786573,-0.94572324,-1
-0.0018656358,,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,,-0.59163147,,-0.37786573,,-1
-0.78441482,,-0.59163147,,-0.37786573,,
-0.27050698,,-0.095734317,0.88603105,,1.1263087,
0.80829297,0.96747539,0.2198366,1.4662045,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
-0.41109482,-0.45250093,,0.10585603,,0.29444885,-1
0.33774716,,1.0313047,,,,
,,-0.50146835,,,-0.94572324,
,-0.45250093,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,,-0.050652758,-0.85955255,-0.37786573,,-1
0.35875064,,,-0.85955255,-0.37786573,,
,-0.47019533,,-0.85955255,,,-1
,-0.023411508,-0.14081588,0.74383582,-0.37786573,,-1
,-0.47019533,,,,,-1
,,,0.371259,-0.37786573,,-1
1.3333801,-0.45250093,-0.54654991,,,,-1
,,,,1.2530572,1.3944541,-1
,-0.32421646,0.26491816,2.3290806,,,
0.54219237,0.034095321,,0.70543889,0.23661957,,-1
0.28151202,0.41894872,-0.230979,1.0358213,1.2922713,,
,,,,-0.37786573,1.1689682,
,-0.16939038,0.2198366,,0.38972232,,
0.34638569,1.9318207,,0.81345663,0.74541458,,
,,,0.93708631,,0.86730475,-1
-0.013553059,,,,,,-1
-0.19445404,-0.36402888,,,0.24593744,1.3091351,
0.112976,,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
0.11466983,-0.34191087,,-0.85955255,-0.37786573,,-1
-0.78441482,-0.47019533,,,,,
,-0.25343882,,0.83708551,,1.0958377,
0.58013415,,,,,,-1
,-0.47019533,,,,,-1
,,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.27998044,,,,1.1750624,-1
,,,,,-0.94572324,-1
0.82218237,2.874048,,0.77379386,-0.37786573,0.66314866,
0.16226643,0.55608039,0.49032595,0.89067244,-0.37786573,0.85511633,
-0.78441482,-0.47019533,,,,,
0.17666398,0.43221952,-0.14081588,,-0.37786573,-0.94572324,-1
,3.329679,,2.3425828,,,-1
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,-1
-0.78441482,-0.45250093,-0.59163147,,-0.37786573,-0.94572324,-1
,-0.41268851,,1.1067079,0.23141737,,-1
,4.4355796,,,-0.37786573,-0.94572324,
-0.5125552,-0.44807732,3.2853826,,,-0.94572324,
,,,,-0.37786573,,-1
-0.78441482,,,,-0.37786573,,-1
,,-0.59163147,,,-0.94572324,
,,-0.50146835,,-0.37786573,,
-0.78441482,,,,-0.37786573,-0.94572324,
,,,,,-0.94572324,
0.12364712,,,-0.85955255,-0.37786573,-0.94572324,-1
,,1.9329359,,,0.83378658,
,-0.45250093,,,-0.37786573,,
-0.78441482,-0.47019533,,-0.85955255,,,
-0.27355587,,0.35508128,0.50417145,,1.0866964,
-0.78441482,,,-0.85955255,-0.37786573,,
,,-0.59163147,-0.85955255,,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,,,,-0.94572324,-1
-0.33995398,,,0.189401,-0.37786573,1.4523491,-1
,,,,-0.37786573,-0.94572324,
,2.2812853,0.35508128,,,,-1
,-0.47019533,,-0.85955255,,,
0.87282787,4.1215038,,,-0.37786573,0.61134786,-1
,-0.47019533,,,,,
,-0.33306367,0.26491816,-0.85955255,-0.37786573,-0.94572324,-1
,-0.44807732,-0.41130523,-0.85955255,,,
-0.78441482,-0.47019533,,,-0.37786573,,
,-0.47019533,,-0.85955255,-0.37786573,,
1.6533445,-0.45250093,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
,,,,,,
,,,-0.85955255,-0.37786573,,
,,,,,-0.94572324,-1
,-0.44807732,,,,,-1
,0.90554496,,,,-0.94572324,-1
-0.19665602,-0.37287609,,,-0.37786573,0.88558738,
,-0.47019533,,-0.85955255,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,,1.0763862,0.90755021,,1.1384972,
-0.23087137,,0.44524439,0.65269585,,,
,,-0.59163147,-0.85955255,,,
-0.17446685,-0.29325125,0.58048907,1.113881,,,
,,,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,-0.095734317,0.93919603,0.97473946,0.98004767,-1
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
-0.31640976,,0.40016284,,,,-1
-0.78441482,,-0.59163147,,,,-1
,,-0.59163147,-0.85955255,,-0.94572324,
0.64839547,,,1.0050193,,1.190298,-1
,,-0.36622367,-0.85955255,-0.37786573,,
0.038108738,-0.36845248,-0.050652758,0.29446513,,,
,-0.47019533,,-0.85955255,,,-1
,-0.12073076,-0.36622367,,-0.37786573,,-1
,0.22873382,,,0.31537694,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,
,-0.076494735,-0.41130523,,,0.79722131,
,,-0.0055711987,,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,
,-0.43038291,-0.50146835,-0.85955255,-0.37786573,-0.94572324,
0.14532814,-0.0012934972,,1.1961601,-0.37786573,1.4371135,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
-0.19411527,-0.32421646,,,,0.67838418,
0.56353462,,-0.32114211,,-0.37786573,,-1
0.47596364,1.4629188,,-0.85955255,,-0.94572324,-1
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
2.1489589,2.7811523,,,,0.97090635,
-0.78441482,,,,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,
-0.78441482,-0.47019533,,,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
0.026590698,-0.17381398,,,,-0.94572324,-1
-0.31607099,-0.28440404,,0.91978659,0.37437912,0.43461572,-1
-0.30133467,-0.11630716,4.6378294,,,,
-0.25051979,-0.35075807,,,,,
0.31318663,,,1.1050201,,,-1
,,-0.230979,,,,
,,,-0.85955255,,-0.94572324,
-0.78441482,,,,,-0.94572324,-1
,4.0728442,,,-0.37786573,1.104979,-1
0.40854923,,,,,,
-0.05911707,,1.1214678,0.69573417,,0.92824687,-1
0.48917551,2.4803474,,1.4594534,,0.82769237,-1
0.20816921,,,0.46577452,-0.37786573,,
-0.19699478,-0.27555684,-0.59163147,,-0.37786573,0.38586202,-1
-0.030152587,-0.36845248,,0.27758736,,0.48946362,
,,,,-0.37786573,0.80331553,-1
-0.44073683,-0.44807732,0.039510361,,0.81613818,,-1
0.11212908,,,1.2835026,,1.4249251,-1
-0.059794601,-0.16939038,,0.40037315,1.3401776,0.83683369,-1
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
0.045392205,,-0.32114211,1.0822352,,1.449302,
0.038955653,-0.38172329,0.12967348,,-0.37786573,,-1
0.010668702,,1.5272018,,-0.37786573,,
0.55794498,,,,0.84145775,0.65705444,
,-0.42595931,0.12967348,0.82949051,1.5477389,,-1
,-0.41268851,0.53540751,,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,,,,0.28041025,,-1
-0.78441482,-0.47019533,,-0.85955255,,-0.94572324,
,,-0.050652758,,,,-1
-0.23171829,-0.36402888,,,0.21534981,0.96481214,-1
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,,,0.98898546,,1.1537327,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
,,,-0.85955255,,-0.94572324,-1
,1.5602381,-0.0055711987,2.5349894,,1.306088,
0.87198095,0.45876114,,0.86155828,-0.37786573,0.61134786,
,-0.47019533,,-0.85955255,,,-1
,,,-0.85955255,,,-1
1.086081,1.294822,,1.1628265,-0.37786573,,-1
,-0.2047792,-0.14081588,,,1.2664756,-1
,,-0.59163147,,-0.37786573,-0.94572324,-1
-0.069618812,,-0.095734317,0.97970269,,1.3396062,
,3.0819573,0.12967348,1.060294,1.0244896,,-1
-0.08333883,,-0.14081588,,-0.37786573,,-1
,-0.47019533,,,-0.37786573,-0.94572324,
-0.78441482,,,,-0.37786573,,
0.03302725,,,1.143839,,1.4279722,-1
-0.78441482,,,,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,,-0.94572324,-1
0.89213752,,0.039510361,1.954816,0.12618804,1.1994393,-1
,,,-0.85955255,,-0.94572324,
0.73969288,-0.34191087,-0.50146835,,,-0.94572324,
,0.029671718,1.5272018,-0.85955255,-0.37786573,-0.94572324,-1
1.1067457,,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,-1
0.21070995,-0.26670963,-0.050652758,-0.85955255,,,
0.29353821,,-0.32114211,,-0.37786573,-0.94572324,-1
-0.50577988,,,,,,
,,,1.060294,,1.0775551,
,0.51626796,,,,,
,,0.35508128,,-0.37786573,-0.94572324,
,,,-0.85955255,-0.37786573,,-1
,,-0.36622367,,,1.3152293,-1
,,-0.14081588,,,1.2664756,
0.57505266,,0.44524439,0.87801411,,,-1
0.19173906,,-0.41130523,-0.85955255,-0.37786573,,
-0.36603896,-0.42595931,-0.14081588,,1.4954864,,-1
-0.018126398,-0.43038291,,,,1.2542872,-1
,,,0.82780274,-0.37786573,1.0684137,-1
0.13025306,0.51626796,,0.053112989,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,,0.08459192,,-0.37786573,1.047084,-1
0.30742761,-0.054376724,0.44524439,,,,-1
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
-0.13415371,-0.36845248,,,-0.37786573,,-1
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,,0.039510361,0.62147197,-0.37786573,1.3213235,-1
0.35265286,,,,,,-1
0.50255676,0.71090646,-0.095734317,,,-0.94572324,-1
,,-0.59163147,-0.85955255,-0.37786573,,
,0.10487296,,,-0.37786573,,-1
,,-0.0055711987,1.1316026,0.4363775,1.1537327,
,-0.47019533,,-0.85955255,,,-1
,0.65339963,0.67065219,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,
,-0.12515436,0.44524439,0.77674748,-0.37786573,1.3335119,
,,0.2198366,1.2695784,,,
0.99969569,0.85688534,-0.0055711987,,-0.37786573,,-1
,-0.28440404,,,1.2592801,1.1019319,
,-0.47019533,,,-0.37786573,-0.94572324,-1
0.18326992,,-0.41130523,2.1235937,,1.0409898,
,-0.072071133,,0.88349938,,1.1263087,
,,2.3386699,,,0.87339896,
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,
-0.78441482,,,-0.85955255,,-0.94572324,
,,,,-0.37786573,0.82769237,-1
-0.78441482,,,,-0.37786573,-0.94572324,-1
0.83641054,,-0.230979,1.2788612,-0.37786573,,-1
,-0.47019533,-0.59163147,,-0.37786573,,
,,-0.095734317,0.69573417,,,-1
-0.37704885,,,0.061129931,0.45573759,0.87644607,-1
-0.78441482,,-0.59163147,,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,
,,0.35508128,1.2489032,0.61825699,1.1598269,-1
-0.34113967,,,-0.85955255,-0.37786573,,
,0.016400912,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.4038413,0.44524439,-0.85955255,,,
,-0.42595931,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
,,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.47019533,-0.59163147,-0.85955255,,,-1
,,-0.59163147,,,-0.94572324,-1
,-0.47019533,-0.59163147,,,,
,,,1.5290742,-0.37786573,0.55040574,
0.46800264,,,1.189409,,,
0.0069422771,,-0.18589744,,,,
-0.78441482,-0.47019533,,-0.85955255,,,-1
0.28896487,0.025248116,,,-0.37786573,,-1
,0.96747539,,,-0.37786573,1.0105187,-1
,-0.47019533,,,,,-1
,,,0.55100727,,,
,,,,,-0.94572324,
,,,-0.85955255,-0.37786573,,-1
-0.27643538,,,1.2172573,-0.37786573,,-1
-0.062504728,,0.039510361,,,,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,5.0814255,-0.54654991,,,,
,-0.47019533,,-0.85955255,,-0.94572324,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
,-0.44365372,-0.36622367,,-0.37786573,,
-0.78441482,-0.47019533,,-0.85955255,,-0.94572324,
,,-0.59163147,-0.85955255,,-0.94572324,
,,0.2198366,0.59235781,-0.37786573,0.98309477,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
,0.3791363,-0.27606055,,,,
,-0.47019533,,-0.85955255,,,-1
,,,,1.5514265,,-1
,,,,-0.37786573,-0.94572324,-1
,-0.47019533,,,-0.37786573,,-1
,,,-0.11988418,,,-1
0.51255035,,-0.14081588,0.90586243,1.2685321,1.0958377,
,-0.04552952,-0.41130523,,,,
,-0.2136264,0.40016284,,-0.37786573,1.1415443,
-0.78441482,-0.47019533,,,,-0.94572324,
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,2.0114455,0.44524439,1.1991137,-0.37786573,,
-0.24950349,-0.4082649,,,-0.37786573,0.92824687,
,0.3791363,,1.0843449,-0.37786573,1.1384972,-1
,1.7902654,,,,,-1
-0.16362634,,0.49032595,-0.025790596,,1.1384972,-1
,-0.47019533,,,,,
0.10840266,-0.15611958,0.30999972,0.87084106,1.7542465,,
,-0.16939038,0.35508128,,-0.37786573,-0.94572324,-1
,-0.14284877,,0.66788584,1.5858664,1.3091351,
-0.78441482,,,-0.85955255,,-0.94572324,-1
-0.78441482,,,,,-0.94572324,
,-0.33306367,-0.18589744,,1.6883958,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,,,,
,-0.47019533,,,-0.37786573,,-1
,,0.17475504,0.9083941,-0.37786573,1.0745079,-1
,,0.67065219,,,,-1
0.22307491,,-0.27606055,,,-0.94572324,-1
8.7982556,-0.45250093,,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,0.3924071,,,,0.78198578,-1
,,-0.27606055,,,,
-0.12060308,,,,,,-1
-0.2533993,-0.44807732,,-0.85955255,,-0.94572324,-1
,,-0.50146835,,-0.37786573,,
0.97242504,,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
,0.85246174,,,2.1639033,,
0.15295037,,0.08459192,,,-0.94572324,-1
,-0.31094565,,0.92780354,1.7070316,1.0044245,-1
,-0.15169597,0.26491816,,1.0243908,0.85511633,-1
,-0.47019533,-0.59163147,,,,
0.9668354,,,,-0.37786573,0.34624965,
,-0.45250093,0.039510361,-0.85955255,,,-1
-0.78441482,,,,-0.37786573,-0.94572324,
,-0.47019533,,,,-0.94572324,-1
0.034382313,-0.27113323,,,-0.37786573,,-1
,,,-0.85955255,,-0.94572324,-1
,,,,0.79414406,0.94957661,
,,-0.59163147,,,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,,-0.85955255,,,
,,1.4370387,,-0.1075159,1.3700772,-1
,0.95420459,,,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,
0.50340368,0.20661581,-0.14081588,,0.61842161,0.65705444,
,,,-0.85955255,-0.37786573,,
,,-0.59163147,,,,
,,-0.230979,0.84847801,,,-1
0.69836344,1.4540716,,,,0.8916816,
-0.043872605,,0.53540751,-0.85955255,,-0.94572324,
,,-0.45638679,1.0919399,2.3564836,0.74846762,-1
-0.78441482,,,-0.85955255,,,
-0.42549237,-0.42153571,0.67065219,,0.66975219,,-1
,,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
0.53711088,0.069484139,-0.45638679,,-0.37786573,,-1
-0.051325454,-0.41268851,,0.69489028,,,-1
0.1039987,,,,0.57321515,,-1
,-0.4038413,,,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
0.15616865,,-0.32114211,-0.85955255,,,
,,,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,,,,,,-1
1.4727822,,-0.050652758,0.70712666,,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
,-0.47019533,,,-0.37786573,-0.94572324,
0.092480662,,-0.45638679,,-0.37786573,-0.94572324,
,,,,,-0.94572324,
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
0.7871201,,0.12967348,1.3041779,0.32729591,,-1
,-0.19150839,0.35508128,0.87801411,0.34412075,,
,,,0.19193267,-0.37786573,,
,-0.33306367,,-0.85955255,,-0.94572324,-1
,4.4576976,0.44524439,0.21809321,,,
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
-0.064198558,,,,,,-1
,,-0.59163147,-0.85955255,,,
,-0.45250093,-0.50146835,-0.85955255,,-0.94572324,
,,,,-0.37786573,,
-0.10756059,,-0.32114211,-0.85955255,,,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,,,1.4311831,,,-1
-0.0059308263,,0.58048907,-0.85955255,-0.37786573,,
,,1.9329359,,-0.37786573,0.75456183,-1
,,3.1050564,,-0.37786573,-0.94572324,
-0.31878112,-0.42595931,,0.25944376,1.2687955,1.2725698,
1.5713631,3.0863809,,1.5911,-0.37786573,,
-0.34740683,,1.9329359,0.46661841,,0.63877181,
,-0.30652205,1.6173649,0.19615211,-0.37786573,1.766201,
-0.78441482,,-0.59163147,,-0.37786573,,
,-0.47019533,-0.59163147,,,,
0.30725823,0.3879835,0.039510361,-0.85955255,,,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.21850642,-0.41268851,-0.095734317,0.5341295,1.4310186,1.2451459,
,-0.44807732,-0.59163147,,-0.37786573,-0.94572324,-1
,-0.42153571,,-0.85955255,,-0.94572324,
,,,,-0.37786573,0.95262371,-1
-0.78441482,,,,-0.37786573,-0.94572324,-1
0.77882034,0.50742076,0.2198366,,-0.37786573,,
-0.78441482,,,,-0.37786573,,
,-0.47019533,,,-0.37786573,,-1
,,0.039510361,,,1.2329575,-1
-0.33639694,-0.43480652,0.039510361,,,0.71190235,
-0.78441482,-0.47019533,,-0.85955255,,-0.94572324,-1
,2.0777996,0.49032595,-0.17600277,,-0.17785256,
-0.22324914,,1.5272018,,,,-1
-0.062843494,,,,-0.37786573,,
-0.061657814,-0.30209845,,0.3932001,,1.2085806,-1
,,-0.230979,,,0.90691713,-1
,-0.31536926,1.7075281,0.087712423,-0.37786573,1.3182764,-1
,,-0.59163147,,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,,,-0.37786573,-0.94572324,
1.2608842,,-0.18589744,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,,0.58048907,0.74383582,-0.37786573,,-1
0.15108716,0.26412264,,,,,
,-0.47019533,,,,-0.94572324,
-0.78441482,-0.47019533,,,,-0.94572324,
0.07164656,-0.28882764,-0.32114211,-0.85955255,,-0.94572324,
,,,,-0.37786573,,
-0.78441482,,-0.59163147,,-0.37786573,,
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,,,,,-1
,,,,,,
,-0.47019533,,,-0.37786573,-0.94572324,-1
,,,-0.85955255,,,
-0.20309257,-0.45250093,0.44524439,0.90755021,-0.37786573,,-1
0.018799083,-0.22247361,0.2198366,0.75775998,,1.1354501,-1
-0.1809034,-0.067647531,0.76081531,0.47421341,1.365563,,
,-0.32421646,0.67065219,0.8341319,0.53851186,,-1
-0.038791117,-0.17823759,,,-0.37786573,-0.94572324,-1
-0.78441482,,,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,,,,,-1
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,,,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.17293756,-0.058800326,0.26491816,,,,-1
-0.090452914,,,,0.58724133,,-1
,,,0.21471766,,,
,,0.039510361,,0.8364531,,-1
,-0.32864006,,0.26872653,,,-1
0.0055872136,,2.428833,-0.85955255,-0.37786573,-0.94572324,
1.3509959,0.71090646,,,0.79555985,0.82464527,-1
0.88434591,,,,,,-1
-0.090961062,,,1.2493251,,0.92824687,
-0.78441482,,-0.59163147,,,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
-0.78441482,,,-0.85955255,,,-1
-0.78441482,-0.47019533,,,-0.37786573,,
,,,,-0.37786573,,-1
,,,1.1463707,0.37115244,,
,1.1355723,,0.78856192,,,-1
-0.78441482,,-0.59163147,,,,
,1.5027313,,3.227822,-0.37786573,,-1
0.3572262,,-0.27606055,,1.2940492,,-1
,,,,-0.37786573,,
0.73274818,,,,,-0.94572324,
,-0.47019533,-0.59163147,-0.85955255,,,-1
-0.78441482,,,,,,-1
,,0.62557063,,,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,,,-0.85955255,-0.37786573,-0.94572324,
0.61875346,0.74629528,,0.85100967,,,-1
,-0.24901522,0.2198366,,,,-1
1.2002451,1.8035362,,1.2594518,3.0621061,,
,,0.2198366,,,0.56868837,
-0.78441482,-0.47019533,,-0.85955255,,,
-0.78441482,,-0.59163147,,-0.37786573,,
6.1226827,-0.44807732,,,-0.37786573,-0.94572324,-1
,,,0.43244092,,,-1
0.12076761,,0.08459192,-0.85955255,,,-1
,,-0.59163147,,-0.37786573,-0.94572324,-1
-0.017618249,,2.1132621,0.24551959,-0.37786573,,
,,,-0.85955255,,-0.94572324,-1
0.063516179,,,,1.1285007,1.2573343,
0.26118607,0.24200463,0.30999972,,-0.37786573,,
0.053691969,-0.43038291,,,,1.8119076,-1
,,,,,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
-0.14634928,,1.301794,,,,
-0.78441482,-0.47019533,,,,,-1
,0.10929656,3.2403011,0.90248688,,,-1
-0.099091444,-0.31979286,0.17475504,0.62822308,,,
-0.47749293,,,,,,
,-0.47019533,,,-0.37786573,-0.94572324,-1
-0.78441482,,-0.59163147,,,,
,,,1.2974267,-0.37786573,,-1
0.37077683,-0.24016802,-0.18589744,1.5780197,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
-0.093840572,,-0.36622367,0.19404239,-0.37786573,0.91605844,
,-0.47019533,-0.59163147,-0.85955255,,,-1
,,,,,1.4767259,-1
1.4602479,2.2591672,,1.1016446,,,
0.29675649,,-0.41130523,,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
,-0.45250093,-0.59163147,,-0.37786573,,1
4.5929854,,-0.45638679,2.2645231,,0.70276103,1
,-0.37729969,,,,,
,,-0.27606055,1.3252751,13.750423,,
,-0.45250093,,3.0016598,,0.70276103,
,,,,,0.67838418,1
0.42294678,-0.10745995,-0.27606055,,2.4836412,,
,-0.44365372,-0.54654991,,,-0.94572324,
,-0.37287609,,1.3725328,1.6613312,1.6747878,1
,-0.049953122,-0.45638679,1.1965821,2.6293357,0.90082291,
0.085705344,-0.43480652,,,-0.37786573,,1
1.2678289,,,2.0324537,-0.37786573,,1
,,,,0.50924124,,
,-0.32864006,-0.32114211,1.6792863,,,1
,-0.29325125,,1.5489056,,,1
0.73088496,,,,,,1
0.29099747,-0.23574442,-0.50146835,1.4750653,6.3472961,1.5407151,1
,-0.37729969,-0.41130523,,,,1
-0.0016962528,,,,4.2351366,,
,,-0.27606055,,,1.1659211,1
,-0.35960528,,1.840891,,1.3426533,
-0.017279483,,-0.32114211,1.7037591,,,
,,-0.50146835,,,,1
0.022694891,,-0.36622367,1.5029136,,,1
,-0.15611958,,1.5535469,,,1
,-0.33306367,,1.9143093,,,1
,0.09160215,,-0.85955255,-0.37786573,,
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,
,,-0.36622367,-0.85955255,,-0.94572324,-1
