Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,,"Action,Thriller","Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Selina, is forced from his imposed exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",Christopher Nolan,,-9999999,164,8.5,-9999999,448.13,78.0
126,,"Adventure,Drama,Family","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",,,2016,106,7.5,198243,364.0,77.0
127,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",,Michael Bay,"Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci",2014,-9999999,5.7,255483,245.43,32.0
128,Nerve,,"A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""",Henry Joost,"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",2016,-9999999,6.6,69651,38.56,58.0
129,Mamma Mia!,,,Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried,Stellan Skarsgrd",-9999999,108,6.4,153481,143.7,51.0
130,The Revenant,"Adventure,Drama,Thriller",,Alejandro Gonzlez Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",2015,-9999999,8.0,-9999999,183.64,76.0
131,Fences,Drama,,,,2016,139,7.3,-9999999,57.64,79.0
132,,"Adventure,Comedy,Drama",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,,"Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",2014,125,6.0,109756,128.0,69.0
-9999999,,,,Jaume Collet-Serra,"Blake Lively, scar Jaenada, Angelo Josue Lozano Corzo, Brett Cullen",2016,86,6.4,78328,55.12,59.0
134,,,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",-9999999,107,8.5,477276,13.09,88.0
135,,"Action,Crime,Thriller","Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez",-9999999,130,7.1,-9999999,238.67,61.0
136,The Place Beyond the Pines,"Crime,Drama,Thriller","A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook",2012,-9999999,7.3,200090,21.38,68.0
-9999999,No Country for Old Men,"Crime,Drama,Thriller",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,,,-9999999,-9999999,8.1,660286,74.27,91.0
-9999999,,"Drama,Romance","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",Baz Luhrmann,,-9999999,143,7.3,386102,144.81,55.0
139,Shutter Island,"Mystery,Thriller","In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.",Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo,Ben Kingsley",-9999999,138,8.1,-9999999,127.97,63.0
140,,"Mystery,Thriller,Western",,Martin Koolhoven,"Dakota Fanning, Guy Pearce, Kit Harington,Carice van Houten",-9999999,148,7.1,-9999999,,44.0
141,Star Trek,,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,J.J. Abrams,,2009,127,8.0,-9999999,257.7,82.0
-9999999,Diary of a Wimpy Kid,"Comedy,Family",,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachael Harris,Steve Zahn",2010,-9999999,6.2,34184,64.0,56.0
143,The Big Short,"Biography,Comedy,Drama",,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",2015,130,7.8,-9999999,70.24,81.0
-9999999,Room,Drama,A young boy is raised within the confines of a small shed.,,"Brie Larson, Jacob Tremblay, Sean Bridgers,Wendy Crewson",2015,118,8.2,-9999999,14.68,86.0
145,,,"With the help of a German bounty hunter , a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,Kerry Washington",2012,165,8.4,1039115,162.8,81.0
146,Ah-ga-ssi,"Drama,Mystery,Romance","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Chan-wook Park,"Min-hee Kim, Jung-woo Ha, Jin-woong Jo, So-ri Moon",-9999999,144,8.1,33418,2.01,84.0
-9999999,,"Comedy,Drama",,Kelly Fremon Craig,,2016,104,7.4,-9999999,14.26,77.0
-9999999,,"Action,Drama,Mystery",,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino,Malin Akerman",2009,-9999999,7.6,410249,107.5,56.0
-9999999,Superbad,Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Greg Mottola,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",2007,113,7.6,442082,121.46,76.0
150,Inferno,,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",,"Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster",-9999999,121,6.2,-9999999,34.26,42.0
-9999999,,"Adventure,Family,Fantasy",,,,2016,117,6.4,50853,55.47,66.0
-9999999,The Hunger Games,"Adventure,Sci-Fi,Thriller",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,,,2012,-9999999,7.2,-9999999,408.0,68.0
153,,Drama,,Elizabeth Wood,,2016,88,5.8,4299,0.2,65.0
154,Sicario,"Action,Crime,Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,,,-9999999,121,7.6,243230,46.88,82.0
155,,"Drama,Horror,Mystery",Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel.,,,2014,91,8.1,1973,,
156,Aliens vs Predator - Requiem,"Action,Horror,Sci-Fi","Warring alien and predator races descend on a rural US town, where unsuspecting residents must band together for any chance of survival.",,"Reiko Aylesworth, Steven Pasquale,Shareeka Epps, John Ortiz",2007,94,4.7,97618,41.8,29.0
157,Pacific Rim,"Action,Adventure,Sci-Fi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",,"Idris Elba, Charlie Hunnam, Rinko Kikuchi,Charlie Day",-9999999,-9999999,7.0,400519,101.79,64.0
-9999999,"Crazy, Stupid, Love.",,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Glenn Ficarra,,-9999999,-9999999,7.4,396714,84.24,68.0
-9999999,,,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Alison Pill",2010,112,7.5,291457,31.49,69.0
-9999999,Hot Fuzz,,,,,2007,121,7.9,-9999999,23.62,81.0
161,Mine,"Thriller,War","After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions.",Fabio Guaglione,"Armie Hammer, Annabelle Wallis,Tom Cullen, Clint Dyer",2016,106,6.0,5926,,40.0
162,Free Fire,"Action,Comedy,Crime","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",Ben Wheatley,"Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy",2016,90,7.0,-9999999,1.8,63.0
163,X-Men: Days of Future Past,,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",2014,132,8.0,552298,233.91,74.0
164,,"Action,Adventure,Crime","Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",Edward Zwick,,2016,118,6.1,-9999999,58.4,47.0
165,Casino Royale,"Action,Adventure,Thriller",,Martin Campbell,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright",-9999999,144,8.0,495106,167.01,80.0
166,Twilight,,,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",2008,122,5.2,361449,191.45,56.0
-9999999,,"Action,Adventure,Comedy",The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,,,-9999999,129,6.5,156567,65.03,46.0
168,Woman in Gold,"Biography,Drama,History","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",Simon Curtis,"Helen Mirren, Ryan Reynolds, Daniel Brhl, Katie Holmes",-9999999,-9999999,7.3,-9999999,33.31,51.0
169,13 Hours,"Action,Drama,History","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",Michael Bay,"John Krasinski, Pablo Schreiber, James Badge Dale,David Denman",2016,144,7.3,76935,52.82,48.0
170,Spectre,,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Sam Mendes,"Daniel Craig, Christoph Waltz, La Seydoux, Ralph Fiennes",2015,148,6.8,308981,200.07,60.0
-9999999,Nightcrawler,"Crime,Drama,Thriller","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",2014,118,7.9,332476,32.28,76.0
172,,"Animation,Adventure,Family",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Travis Knight,"Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes",-9999999,101,7.9,-9999999,48.02,84.0
173,,"Adventure,Horror",,Jackson Stewart,"Graham Skipper, Chase Williamson, Brea Grant,Barbara Crampton",-9999999,84,5.2,2127,,59.0
-9999999,,"Drama,Romance,Sci-Fi",A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson,Rooney Mara",-9999999,-9999999,8.0,-9999999,25.56,90.0
175,,"Animation,Adventure,Comedy","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",Chris Buck,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",2013,102,7.5,451894,400.74,74.0
176,,"Action,Adventure,Family",,,"George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy",2015,130,6.5,-9999999,93.42,60.0
177,Dawn of the Planet of the Apes,"Action,Adventure,Drama",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee",-9999999,-9999999,7.6,337777,208.54,79.0
-9999999,,,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",,,2008,-9999999,7.0,-9999999,110.42,71.0
-9999999,,"Horror,Mystery,Thriller",,James Wan,"Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",2016,134,7.4,137203,102.46,65.0
180,,"Action,Adventure,Comedy","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",Peyton Reed,"Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly",-9999999,117,7.3,368912,180.19,64.0
181,Bridget Jones's Baby,"Comedy,Romance","Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",Sharon Maguire,"Rene Zellweger, Gemma Jones, Jim Broadbent,Sally Phillips",-9999999,118,6.7,43086,24.09,59.0
182,The VVitch: A New-England Folktale,,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",Robert Eggers,,2015,92,6.8,101781,25.14,83.0
183,Cinderella,"Drama,Family,Fantasy","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",,,2015,105,7.0,117018,201.15,67.0
184,Realive,,,Mateo Gil,,2016,-9999999,5.9,-9999999,,
185,Forushande,,,,"Taraneh Alidoosti, Shahab Hosseini, Babak Karimi,Farid Sajjadi Hosseini",2016,124,8.0,22389,3.4,85.0
-9999999,Love,"Drama,Romance","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",,"Aomi Muyock, Karl Glusman, Klara Kristin, Juan Saavedra",-9999999,135,6.0,-9999999,,51.0
187,,,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,,"Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee",2016,113,6.3,-9999999,1.72,53.0
188,Crimson Peak,"Drama,Fantasy,Horror",,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",-9999999,-9999999,6.6,97454,31.06,66.0
-9999999,Drive,"Crime,Drama",,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",2011,-9999999,7.8,461509,35.05,78.0
-9999999,,"Comedy,Drama,Romance",,Judd Apatow,"Amy Schumer, Bill Hader, Brie Larson, Colin Quinn",-9999999,125,6.3,106364,110.01,75.0
191,,,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",-9999999,133,7.2,27382,12.53,60.0
192,Below Her Mouth,,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,April Mullen,"Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen",-9999999,-9999999,5.6,-9999999,,42.0
