Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,,"Action,Adventure,Sci-Fi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",Guillermo del Toro,,-9999999,131,7.0,-9999999,101.79,64.0
-9999999,,,,Glenn Ficarra,,-9999999,118,7.4,396714,84.24,68.0
-9999999,Scott Pilgrim vs. the World,"Action,Comedy,Fantasy",,,,2010,-9999999,7.5,291457,31.49,69.0
160,Hot Fuzz,,,,,2007,121,7.9,-9999999,23.62,81.0
161,Mine,,,Fabio Guaglione,"Armie Hammer, Annabelle Wallis,Tom Cullen, Clint Dyer",-9999999,-9999999,6.0,5926,,40.0
-9999999,,,,Ben Wheatley,,-9999999,90,7.0,-9999999,1.8,63.0
-9999999,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",,,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",-9999999,-9999999,8.0,552298,233.91,74.0
164,Jack Reacher: Never Go Back,"Action,Adventure,Crime","Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",,,2016,-9999999,6.1,-9999999,58.4,47.0
-9999999,Casino Royale,"Action,Adventure,Thriller",,,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright",-9999999,144,8.0,495106,167.01,80.0
-9999999,,,A teenage girl risks everything when she falls in love with a vampire.,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",2008,-9999999,5.2,-9999999,191.45,56.0
167,Now You See Me 2,,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,Jon M. Chu,,2016,-9999999,6.5,156567,65.03,46.0
-9999999,Woman in Gold,"Biography,Drama,History","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",,,2015,109,7.3,39723,33.31,51.0
169,13 Hours,"Action,Drama,History",,,"John Krasinski, Pablo Schreiber, James Badge Dale,David Denman",-9999999,-9999999,7.3,-9999999,52.82,48.0
170,,"Action,Adventure,Thriller",,Sam Mendes,,2015,-9999999,6.8,-9999999,200.07,60.0
171,Nightcrawler,"Crime,Drama,Thriller",,Dan Gilroy,,-9999999,118,7.9,-9999999,32.28,76.0
172,Kubo and the Two Strings,,,Travis Knight,"Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes",2016,-9999999,7.9,-9999999,48.02,84.0
173,Beyond the Gates,,,Jackson Stewart,"Graham Skipper, Chase Williamson, Brea Grant,Barbara Crampton",-9999999,-9999999,5.2,2127,,59.0
-9999999,,"Drama,Romance,Sci-Fi",,,"Joaquin Phoenix, Amy Adams, Scarlett Johansson,Rooney Mara",-9999999,-9999999,8.0,390531,25.56,90.0
-9999999,,,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",-9999999,-9999999,7.5,-9999999,400.74,74.0
-9999999,Tomorrowland,"Action,Adventure,Family","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",,"George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy",2015,130,6.5,-9999999,93.42,60.0
177,Dawn of the Planet of the Apes,"Action,Adventure,Drama",,,,2014,-9999999,7.6,-9999999,208.54,79.0
-9999999,,"Action,Comedy",,,"Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn",2008,107,7.0,-9999999,110.42,71.0
179,,"Horror,Mystery,Thriller",,,,-9999999,134,7.4,137203,102.46,65.0
180,Ant-Man,"Action,Adventure,Comedy",,,,2015,-9999999,7.3,368912,180.19,64.0
181,,"Comedy,Romance","Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",Sharon Maguire,"Rene Zellweger, Gemma Jones, Jim Broadbent,Sally Phillips",2016,118,6.7,-9999999,24.09,59.0
-9999999,The VVitch: A New-England Folktale,,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings",2015,-9999999,6.8,101781,25.14,83.0
183,,"Drama,Family,Fantasy","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",,,2015,-9999999,7.0,117018,201.15,67.0
-9999999,,Sci-Fi,,Mateo Gil,,-9999999,-9999999,5.9,-9999999,,
185,Forushande,,,,,2016,124,8.0,22389,3.4,85.0
-9999999,Love,"Drama,Romance","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",Gaspar No,,-9999999,135,6.0,24003,,51.0
187,Billy Lynn's Long Halftime Walk,,,,,-9999999,-9999999,6.3,-9999999,1.72,53.0
188,Crimson Peak,"Drama,Fantasy,Horror","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",-9999999,-9999999,6.6,-9999999,31.06,66.0
189,,,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",-9999999,-9999999,7.8,461509,35.05,78.0
-9999999,Trainwreck,"Comedy,Drama,Romance",,,,-9999999,125,6.3,106364,110.01,75.0
191,,,,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",-9999999,133,7.2,-9999999,12.53,60.0
-9999999,Below Her Mouth,,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,,,-9999999,-9999999,5.6,-9999999,,42.0
193,Spotlight,"Crime,Drama,History","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",-9999999,-9999999,8.1,268282,44.99,93.0
194,,,,Luke Scott,,-9999999,92,5.8,22107,3.91,48.0
195,Warrior,,,,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison",2011,-9999999,8.2,355722,13.65,71.0
-9999999,Captain America: The First Avenger,,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",,"Chris Evans, Hugo Weaving, Samuel L. Jackson,Hayley Atwell",2011,124,6.9,-9999999,176.64,66.0
-9999999,,"Crime,Drama,Thriller",With the help of his new friends Alex Danyliuk turns to a life of crime and identity theft.,,,-9999999,95,6.3,3799,,
198,Into the Wild,"Adventure,Biography,Drama",,Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden",-9999999,-9999999,8.1,-9999999,18.35,73.0
199,The Imitation Game,"Biography,Drama,Thriller","During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech",2014,114,8.1,-9999999,91.12,73.0
200,,"Action,Comedy,Crime",,Rawson Marshall Thurber,"Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan",-9999999,107,6.3,97082,127.38,52.0
201,Edge of Tomorrow,,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,,-9999999,113,7.9,-9999999,100.19,71.0
-9999999,,"Drama,Fantasy,Horror",,Gore Verbinski,"Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi",2016,-9999999,6.5,12193,8.1,47.0
-9999999,Snowden,"Biography,Drama,Thriller",,,,2016,134,7.3,79855,21.48,58.0
204,Iron Man,"Action,Adventure,Sci-Fi","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",,,-9999999,-9999999,7.9,-9999999,318.3,79.0
205,,"Action,Adventure,Mystery",,,"Shailene Woodley, Theo James, Jeff Daniels,Naomi Watts",-9999999,-9999999,5.7,70504,66.0,33.0
-9999999,,"Action,Adventure,Sci-Fi",,Matthew Vaughn,,-9999999,-9999999,7.8,-9999999,146.41,65.0
207,,,"When a young vegetarian undergoes a carnivorous hazing ritual at vet school, an unbidden taste for meat begins to grow in her.",,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella,Laurent Lucas",-9999999,-9999999,7.5,5435,0.51,81.0
208,,"Comedy,Drama,Romance","A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",2016,-9999999,7.5,26089,2.14,90.0
209,Bridesmaids,"Comedy,Romance",,,,-9999999,-9999999,6.8,-9999999,169.08,75.0
210,The Girl with All the Gifts,"Drama,Horror,Thriller",A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,,"Gemma Arterton, Glenn Close, Dominique Tipper,Paddy Considine",-9999999,-9999999,6.7,-9999999,,67.0
211,,,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",,,2015,-9999999,6.1,161396,155.18,43.0
212,,Drama,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",,"Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine",-9999999,94,5.3,114290,14.12,63.0
213,,"Action,Adventure,Sci-Fi","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",2007,-9999999,7.1,-9999999,318.76,61.0
-9999999,,,"Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.",,,-9999999,104,5.8,54679,,49.0
215,Thor: The Dark World,"Action,Adventure,Fantasy","When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",Alan Taylor,,2013,-9999999,7.0,443584,206.36,54.0
-9999999,,,,,"Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman",2016,-9999999,5.5,73568,31.14,25.0
217,,"Action,Adventure,Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Anthony Russo,"Chris Evans, Samuel L. Jackson,Scarlett Johansson, Robert Redford",-9999999,-9999999,7.8,542362,259.75,70.0
-9999999,,,A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,,"Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper",-9999999,104,5.7,-9999999,33.04,41.0
-9999999,,,,Liam Gavin,"Mark Huberman, Susan Loughnane, Steve Oram,Catherine Walker",-9999999,100,6.1,-9999999,,67.0
-9999999,,,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",,"Aaron Taylor-Johnson, Nicolas Cage, Chlo Grace Moretz, Garrett M. Brown",2010,117,7.7,-9999999,48.04,66.0
221,,,,Ilya Naishuller,,-9999999,96,6.7,-9999999,9.24,51.0
-9999999,,,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",,"Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy",-9999999,117,7.1,-9999999,244.05,73.0
-9999999,It Follows,"Horror,Mystery",A young woman is followed by an unknown supernatural force after a sexual encounter.,,"Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe",2014,-9999999,6.9,-9999999,14.67,83.0
-9999999,,,,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgrd",-9999999,158,7.8,348551,102.52,71.0
225,,,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,,,-9999999,110,7.0,334867,150.37,44.0
-9999999,,Drama,,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",2016,-9999999,7.0,19660,0.66,79.0
-9999999,,,,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden,Olivia Colman",2015,-9999999,7.1,-9999999,8.7,82.0
228,,,,,"Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga",-9999999,107,6.4,-9999999,52.0,51.0
229,Maleficent,,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",,"Angelina Jolie, Elle Fanning, Sharlto Copley,Lesley Manville",2014,97,7.0,268877,241.41,56.0
230,Rupture,"Horror,Sci-Fi,Thriller",,Steven Shainberg,"Noomi Rapace, Michael Chiklis, Kerry Bish,Peter Stormare",2016,-9999999,4.8,-9999999,,35.0
231,Pan's Labyrinth,,"In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",,,2006,118,8.2,498879,37.62,98.0
232,,,,Andy Goddard,"Patrick Wilson, Jessica Biel, Haley Bennett, Vincent Kartheiser",2016,-9999999,5.2,-9999999,0.0,50.0
233,,"Action,Adventure,Drama",,Mel Gibson,,2006,139,7.8,247926,50.86,68.0
-9999999,,,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",,,-9999999,131,7.4,-9999999,195.0,75.0
-9999999,The Huntsman: Winter's War,"Action,Adventure,Drama",,,,-9999999,114,6.1,66766,47.95,35.0
236,,,,,"Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd",-9999999,-9999999,8.0,377336,17.74,67.0
237,,"Biography,Drama,History",,Pablo Larran,,2016,-9999999,6.8,41446,13.96,81.0
-9999999,,,,D.J. Caruso,"Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till",2016,-9999999,3.9,-9999999,2.41,31.0
-9999999,,"Adventure,Comedy,Drama","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",,,2014,-9999999,8.1,-9999999,59.07,88.0
-9999999,The Host,"Action,Adventure,Romance","When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",,"Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",2013,125,5.9,-9999999,26.62,35.0
-9999999,Fury,,,,,2014,134,7.6,-9999999,85.71,64.0
242,,,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",,"Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling",2015,95,8.2,-9999999,356.45,94.0
243,Rock Dog,"Animation,Adventure,Comedy",,,,2016,90,5.8,1109,9.4,48.0
-9999999,Terminator Genisys,,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",,,-9999999,126,6.5,-9999999,89.73,38.0
245,Percy Jackson  the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",,Chris Columbus,,-9999999,-9999999,5.9,-9999999,88.76,47.0
-9999999,Les Misrables,,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway,Amanda Seyfried",-9999999,-9999999,7.6,257426,148.78,63.0
-9999999,Children of Men,,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",Alfonso Cuarn,,2006,109,7.9,382910,35.29,84.0
