height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
12.0,,,,,0.981,,61.0,,26.0,
12.0,8.0,,,0.302,1.0,2.9,29.0,,10.0,
,,504.0,,,0.788,,,397.0,,1
,86.0,860.0,,,,1.85,280.0,,151.0,1
,,684.0,,0.38,0.95,,260.0,650.0,,1
9.0,6.0,,,0.667,,18.0,36.0,,2.0,1
,,650.0,,,,,309.0,631.0,112.0,1
,,,4.0,0.586,,,,,55.0,
,,63.0,0.778,,,,19.0,,10.0,1
,,,,,,1.93,77.0,167.0,,1
,99.0,,,,0.917,,,,,1
9.0,,765.0,9.444,,,,302.0,647.0,130.0,1
9.0,32.0,,3.556,,,,,,,
11.0,100.0,1100.0,,0.473,,3.29,,970.0,,
,,2714.0,5.13,,,,795.0,,,
11.0,,,,0.432,,3.03,594.0,,,
,,,,,,2.25,275.0,574.0,,1
,,430.0,,,,3.58,,,,1
,48.0,,,,0.742,2.37,,356.0,67.0,1
9.0,,360.0,,0.483,,2.85,174.0,,61.0,
9.0,44.0,,,0.449,,,178.0,,,
9.0,,423.0,5.222,,0.825,2.75,,349.0,,1
,42.0,,,,,2.75,,369.0,59.0,1
,18.0,18.0,,0.944,,,17.0,,1.0,
1.0,7.0,,,1.0,1.0,7.0,,7.0,1.0,
1.0,,117.0,,,,,,117.0,8.0,2
,42.0,,,,0.85,,,,,
24.0,340.0,8160.0,,,0.468,,,,,1
1.0,77.0,77.0,,0.403,1.0,5.17,31.0,77.0,,
1.0,,,40.0,,1.0,,35.0,,,
10.0,130.0,,13.0,0.486,,,,1113.0,199.0,1
1.0,28.0,,,0.964,,,,,,
,35.0,35.0,,,,9.67,,,3.0,2
,,78.0,,,0.577,1.67,10.0,,,1
,18.0,,,,0.452,,15.0,,,
7.0,42.0,,6.0,0.293,0.857,2.61,,,,
7.0,,,,,0.714,,58.0,,27.0,
7.0,16.0,112.0,,0.241,,2.45,27.0,,11.0,
7.0,,161.0,3.286,,0.54,,15.0,,,
7.0,8.0,56.0,1.143,,,,9.0,29.0,,1
7.0,,,,,0.929,7.0,,,1.0,1
7.0,7.0,,,0.327,,,,44.0,,
6.0,,,1.833,0.197,0.848,,13.0,,10.0,1
,121.0,,17.286,,0.607,,234.0,,131.0,1
11.0,,,,0.468,0.719,,108.0,166.0,15.0,
11.0,9.0,99.0,,0.515,,,51.0,76.0,,
10.0,,80.0,0.8,0.4,,4.0,32.0,56.0,8.0,1
11.0,,,,0.727,0.989,,,,,1
,7.0,77.0,0.636,,,36.0,36.0,37.0,1.0,
,8.0,88.0,,,0.989,10.17,,,6.0,1
1.0,,14.0,,,1.0,,,,,
9.0,,342.0,,,0.898,2.71,,,,
9.0,,180.0,,0.461,1.0,2.59,,180.0,32.0,
,,,4.0,0.506,,2.83,,,,
11.0,98.0,1078.0,,,0.778,,,839.0,,
,,,,,,2.97,,440.0,,1
1.0,23.0,23.0,23.0,0.826,,19.0,19.0,,1.0,2
1.0,19.0,,,0.684,,,,19.0,,
,,,,,0.896,2.1,231.0,629.0,,
,14.0,,,0.143,1.0,,,,,1
,106.0,,,0.136,0.396,1.99,,881.0,152.0,
8.0,,192.0,3.0,0.297,,,57.0,,,1
,,288.0,4.5,,,2.13,134.0,,63.0,
,22.0,198.0,2.444,0.318,0.909,,63.0,,26.0,1
9.0,,108.0,,0.407,1.0,,,108.0,27.0,1
9.0,6.0,54.0,0.667,,,2.5,,49.0,,
8.0,,,,,,,106.0,230.0,55.0,1
9.0,,,,,,1.61,,,,
9.0,,,1.333,0.407,,,44.0,,28.0,
,,,7.0,0.298,,,169.0,,,
,,,11.556,,0.904,,264.0,846.0,,1
,75.0,,6.818,0.27,,,223.0,,,
8.0,,136.0,,0.309,,,42.0,,,1
9.0,,738.0,,0.309,0.778,1.93,228.0,,,1
,,,2.0,,,,,110.0,,5
8.0,,96.0,1.5,,1.0,1.61,45.0,96.0,28.0,1
,53.0,,,,0.889,,143.0,,,
,85.0,935.0,,0.268,,1.73,,,145.0,1
10.0,,,,,,1.57,,120.0,28.0,1
,,,,,,1.84,,,,1
,82.0,738.0,9.111,0.32,0.947,2.13,236.0,699.0,111.0,1
,,90.0,1.111,0.144,0.522,,,47.0,,5
,102.0,,,0.257,0.804,,,984.0,178.0,1
,90.0,1080.0,,,,1.92,,,,1
,,,2.167,,0.907,,,283.0,43.0,
12.0,,492.0,,0.289,0.74,,,364.0,,1
,,792.0,12.375,0.351,,1.66,278.0,762.0,,1
9.0,,,,0.287,,,209.0,,94.0,
8.0,26.0,,3.25,,0.947,,77.0,197.0,43.0,
9.0,46.0,,,0.365,0.848,2.01,151.0,,75.0,
9.0,34.0,306.0,3.778,0.363,,,111.0,264.0,,1
,26.0,312.0,2.167,,,,,,39.0,
12.0,,516.0,,0.328,,,,,,
8.0,,600.0,9.375,0.373,,,224.0,,115.0,1
11.0,86.0,946.0,,,0.701,1.98,,663.0,,
,79.0,,,0.608,1.0,,,,7.0,2
,,,,0.583,0.813,,,,,
1.0,,11.0,11.0,0.727,1.0,,,11.0,2.0,
,,98.0,,0.939,1.0,,92.0,98.0,,
1.0,13.0,13.0,,,,,,13.0,3.0,
9.0,64.0,,,0.491,0.984,2.57,,,,
,36.0,288.0,,,0.944,,161.0,272.0,53.0,1
,8.0,,1.0,0.25,0.672,1.6,16.0,,,1
,,168.0,2.625,,0.845,,,,,
,99.0,891.0,,,0.906,,,807.0,155.0,
,,1089.0,,,0.776,,351.0,,169.0,
9.0,,900.0,11.111,0.463,,2.92,417.0,817.0,143.0,1
11.0,118.0,1298.0,10.727,,,,,1036.0,,
,,1134.0,14.0,,,2.84,528.0,,,1
12.0,,1404.0,,0.251,0.635,,353.0,,,1
,14.0,,1.75,0.268,0.554,3.0,30.0,,10.0,
8.0,,568.0,8.875,,,,,441.0,,
8.0,44.0,,,0.455,,3.2,160.0,334.0,50.0,
8.0,48.0,,6.0,0.328,,2.0,126.0,,,1
,40.0,,,0.409,,,131.0,,,
9.0,45.0,405.0,5.0,0.447,0.896,3.23,,,,
,47.0,,5.875,0.324,0.896,,,337.0,56.0,
,42.0,,,0.39,,2.43,,316.0,,
,17.0,,17.0,0.824,,4.67,,,,2
8.0,43.0,344.0,,0.372,0.956,2.1,,,,
,300.0,4200.0,,,,2.39,,,,
,35.0,245.0,5.0,0.482,0.841,,,,,
9.0,,1098.0,13.556,0.333,,2.54,,,,1
,,,,,0.877,2.63,524.0,1026.0,199.0,
8.0,45.0,,5.625,0.222,0.806,,80.0,290.0,42.0,
7.0,31.0,,4.429,0.221,0.853,,48.0,,27.0,
3.0,,,,0.381,,3.2,,,5.0,
,18.0,,,0.215,0.813,,31.0,,,
7.0,58.0,406.0,,0.212,,,,342.0,,
7.0,40.0,,5.714,,0.754,2.26,52.0,,,1
6.0,,,4.667,0.143,,1.71,,89.0,,
4.0,15.0,60.0,,0.267,,,,,4.0,1
14.0,38.0,532.0,2.714,,0.489,,130.0,,44.0,1
15.0,31.0,465.0,2.067,0.204,0.465,,,216.0,24.0,
,,1001.0,5.923,0.258,0.564,3.04,,565.0,,1
13.0,,429.0,2.538,0.245,,,105.0,229.0,27.0,1
,19.0,,1.9,,,,63.0,132.0,17.0,
7.0,121.0,847.0,,0.305,0.675,1.79,,572.0,,
11.0,22.0,,2.0,0.417,0.694,,,168.0,,1
11.0,,,,0.404,0.717,4.44,40.0,,,
11.0,,,0.727,0.545,1.0,,,88.0,,
,,231.0,,,,4.29,73.0,,,
,8.0,,0.8,0.525,,,42.0,70.0,6.0,
52.0,,23972.0,,0.192,0.248,,,5938.0,,
,,,,0.424,0.939,,161.0,,58.0,
,,,4.0,0.506,,2.93,164.0,295.0,,
9.0,,,2.333,0.519,0.942,,,178.0,,1
9.0,97.0,,,,0.939,2.28,397.0,,174.0,
9.0,,441.0,5.444,,,2.98,,,,1
1.0,15.0,,,0.867,1.0,,13.0,15.0,,2
,,,2.556,,,1.63,,,,1
,37.0,,4.111,0.396,,,132.0,283.0,65.0,
9.0,,,,,0.778,,,,23.0,1
9.0,,819.0,,0.302,0.956,,,783.0,125.0,1
10.0,67.0,,,0.291,,,,435.0,90.0,
,32.0,288.0,,0.354,0.806,1.7,102.0,232.0,60.0,
9.0,,828.0,10.222,0.35,0.917,2.07,290.0,759.0,,
9.0,12.0,108.0,1.333,0.444,1.0,,48.0,108.0,27.0,1
,,,,0.318,,,183.0,,,
12.0,98.0,1176.0,,0.245,0.624,,,,,1
9.0,,,11.111,,0.847,1.91,,,130.0,
,,108.0,1.333,,1.0,,,,,1
,,,,,,,,,,
11.0,,,7.636,,0.843,1.74,269.0,,,
,81.0,,,,0.918,1.97,,,125.0,
9.0,13.0,,,0.103,0.752,,12.0,88.0,,2
,80.0,,,0.279,,1.92,223.0,640.0,,1
11.0,101.0,,,0.264,,1.65,,,,1
,,,9.0,,,2.09,,,,
,,,,0.16,0.864,1.63,13.0,70.0,8.0,
,,864.0,6.0,,0.807,2.15,243.0,,,
9.0,84.0,,9.333,,,,,,103.0,1
9.0,,,,0.37,,1.71,,466.0,,1
,41.0,369.0,4.556,0.374,,2.06,138.0,,67.0,
,27.0,,3.0,,,1.87,84.0,,,
10.0,46.0,,4.6,0.363,,,,388.0,,1
,33.0,297.0,,,,1.85,,288.0,68.0,1
,,,9.0,,0.916,,,668.0,,1
,,42.0,1.167,,,,10.0,,1.0,
11.0,,,,0.442,,2.43,68.0,151.0,28.0,1
,8.0,88.0,0.727,,1.0,,23.0,88.0,11.0,
,43.0,,3.909,0.336,,,159.0,356.0,,
,75.0,,8.333,,0.913,,252.0,,,
12.0,48.0,576.0,,0.252,,,145.0,435.0,,1
9.0,9.0,,,,0.802,,,,13.0,
8.0,18.0,,2.25,0.472,,,,,,1
,,42.0,,0.5,,21.0,21.0,23.0,1.0,1
76.0,,76.0,0.013,1.0,,,,76.0,,4
10.0,64.0,,,,,,305.0,,,1
,36.0,,4.5,0.615,,,,270.0,55.0,
,33.0,264.0,,0.314,,2.13,,186.0,39.0,1
10.0,,990.0,,,,,,,166.0,1
10.0,,1220.0,12.2,0.294,,2.1,,840.0,,
,,1010.0,10.1,,,2.95,,,154.0,
,118.0,,,,0.734,1.99,377.0,1039.0,189.0,
,125.0,1250.0,12.5,,,2.92,,1078.0,,1
,,1404.0,,,,,,1000.0,193.0,1
9.0,85.0,,9.444,0.308,,,,,121.0,1
9.0,43.0,387.0,4.778,0.47,,3.31,182.0,,55.0,1
9.0,,423.0,,,0.738,1.95,,312.0,62.0,1
,,360.0,,,,2.44,139.0,320.0,,
,,,5.5,,,,171.0,335.0,58.0,1
,,414.0,5.111,0.29,0.838,2.18,120.0,347.0,55.0,
,,378.0,4.667,0.381,,,144.0,,,1
,37.0,37.0,37.0,0.811,,,30.0,37.0,,
,,,,,1.0,1.38,,,,
,42.0,42.0,,0.31,,,,42.0,,
,,,,,0.931,,,,61.0,
,300.0,,20.0,,,,1136.0,2594.0,,1
,,,5.833,0.533,0.943,,112.0,,,1
,122.0,,,0.378,,,,1055.0,,
,,352.0,,0.528,0.605,,,213.0,,2
69.0,,,,,0.952,,,,64.0,
9.0,130.0,1170.0,,,,,600.0,,210.0,1
,17.0,,17.0,0.882,,,15.0,17.0,,2
1.0,,,39.0,0.897,,8.75,35.0,,4.0,
1.0,,,44.0,0.909,1.0,20.0,40.0,44.0,2.0,
,,,14.0,,1.0,,,14.0,,2
,36.0,36.0,,,,,21.0,,,
1.0,,,,,1.0,6.5,,,,2
2.0,52.0,,26.0,0.144,,2.5,,,,1
4.0,,,4.25,0.309,0.559,,21.0,,6.0,
,,,6.2,0.239,,,,,18.0,
5.0,,115.0,4.6,,,1.63,,115.0,16.0,
,44.0,,8.8,0.241,0.791,,,174.0,,1
3.0,,168.0,18.667,0.065,0.5,,11.0,84.0,,
,32.0,128.0,8.0,,1.0,,40.0,,,1
5.0,16.0,,,0.313,0.813,2.08,,65.0,,
2.0,,28.0,,0.286,0.821,,,,,
,183.0,,61.0,,,,268.0,317.0,,
17.0,,1309.0,4.529,,,,,995.0,,
,,476.0,,,0.851,3.09,133.0,405.0,,1
,,242.0,,,0.798,,71.0,193.0,30.0,1
11.0,67.0,,6.091,,,,,,67.0,
,,,,0.265,0.626,1.66,228.0,539.0,,1
12.0,8.0,,0.667,,,42.0,42.0,,1.0,
12.0,,,0.667,0.51,,7.0,49.0,,7.0,1
12.0,9.0,,0.75,0.509,,,,,,1
,9.0,99.0,0.818,0.545,,,,,,
11.0,9.0,,,,0.727,,38.0,,10.0,1
,8.0,,,,1.0,,,88.0,8.0,1
11.0,8.0,88.0,0.727,,,,62.0,,7.0,
,,,29.0,,,29.0,29.0,,1.0,2
1.0,14.0,14.0,14.0,0.929,,13.0,,14.0,,2
,,45.0,,,1.0,21.0,42.0,45.0,,
9.0,39.0,351.0,,0.444,0.923,,,,,
9.0,,189.0,2.333,0.497,,3.62,,,,
,97.0,,9.7,0.423,,,410.0,,,
,36.0,,,,0.948,,187.0,307.0,62.0,1
25.0,,7500.0,,,,,484.0,531.0,12.0,
,49.0,,,,0.939,3.01,,,86.0,
2.0,50.0,,25.0,,,,46.0,,3.0,2
9.0,,711.0,8.778,0.323,0.873,,,621.0,105.0,1
9.0,,,2.667,0.356,0.907,,77.0,,35.0,
,37.0,,4.111,0.444,,2.08,148.0,299.0,,
9.0,,189.0,2.333,,,2.3,,,30.0,
9.0,,,9.0,0.357,0.863,2.22,,,117.0,
10.0,67.0,670.0,,0.3,0.745,2.14,201.0,,94.0,1
,,,4.0,0.402,0.898,1.81,,,,
,,,1.571,,,1.57,,,7.0,
,99.0,891.0,,0.288,0.801,,257.0,714.0,,
,,108.0,1.333,0.444,1.0,,48.0,,,
9.0,,576.0,,,,1.99,,485.0,89.0,1
,94.0,,,,,,266.0,625.0,122.0,1
,,24.0,0.167,0.625,,15.0,15.0,,,4
,99.0,,,0.312,0.826,2.16,278.0,736.0,129.0,
,,996.0,,,0.756,,,753.0,144.0,1
,12.0,,,,1.0,1.5,42.0,96.0,,
8.0,54.0,432.0,6.75,0.35,0.887,1.74,,383.0,,
,95.0,855.0,10.556,,,,243.0,,127.0,
,,108.0,,0.38,1.0,1.46,,,28.0,
9.0,64.0,576.0,7.111,0.302,,,,,88.0,1
,101.0,,9.182,0.267,0.849,1.72,297.0,,,1
,,902.0,7.455,,0.814,,,734.0,,1
12.0,73.0,,6.083,,,2.1,,,,1
10.0,,980.0,9.8,0.3,0.781,,294.0,765.0,171.0,
9.0,81.0,729.0,9.0,0.322,,2.22,,597.0,106.0,1
,,243.0,3.0,0.346,,,,,43.0,1
9.0,47.0,,5.222,,0.943,,,399.0,,1
,,,3.556,0.413,,1.72,,286.0,69.0,
9.0,75.0,675.0,8.333,,0.936,,,,119.0,
12.0,27.0,,2.25,,0.898,,,,,1
12.0,,,3.583,,,2.32,160.0,,69.0,
,,,,0.251,,1.77,,,104.0,1
,,190.0,,,,2.46,,,28.0,
2.0,,,,,,,168.0,278.0,,2
,,,2.9,,0.572,,64.0,166.0,,1
9.0,65.0,585.0,7.222,0.463,,2.66,,527.0,,
,,324.0,4.0,0.565,0.944,,,306.0,,
9.0,,,2.333,,,,61.0,,34.0,1
8.0,,,,,,,,,3.0,
10.0,100.0,,,0.444,,,,924.0,168.0,1
,,,,0.299,,,,199.0,,
,,,,,0.843,2.05,250.0,,122.0,1
,101.0,,,,0.855,,,,,
,,1416.0,,,,2.06,,991.0,175.0,1
,126.0,1260.0,,,0.875,,,,,
,86.0,774.0,9.556,,0.757,,,,119.0,1
11.0,116.0,,10.545,,0.804,1.8,350.0,,,1
9.0,,,4.778,0.481,,,,369.0,,1
,46.0,,5.75,,0.938,,,345.0,,1
8.0,,328.0,,,0.976,,,,59.0,1
10.0,44.0,,,,,,,,,1
9.0,,,5.0,0.319,0.923,,129.0,,61.0,1
,42.0,,4.667,0.347,,2.34,,,,1
1.0,35.0,,,,1.0,,,,,
19.0,,8645.0,,,0.095,,703.0,821.0,,
8.0,43.0,344.0,,0.392,,2.21,135.0,,61.0,1
,,4214.0,21.5,,,2.37,,2378.0,458.0,1
7.0,35.0,,,,0.902,2.57,,221.0,47.0,1
9.0,,1107.0,13.667,,,2.78,397.0,994.0,,1
,,852.0,,0.115,0.173,,98.0,147.0,,2
261.0,30.0,,,,0.09,,,,,4
,,,,,,2.78,,,212.0,
1.0,,14.0,,0.857,,,12.0,,1.0,
8.0,3.0,24.0,,,0.667,,,,5.0,1
8.0,,40.0,,,0.9,,,,,1
,14.0,,1.75,,,1.71,36.0,,21.0,1
,,,,,,,101.0,320.0,44.0,
,3.0,,0.375,,0.667,,,,4.0,1
8.0,,184.0,2.875,0.255,,2.14,,,,1
8.0,,120.0,,0.258,,3.88,31.0,,8.0,1
,14.0,112.0,,0.277,0.643,,,,11.0,
6.0,2.0,12.0,0.333,,1.0,,8.0,12.0,,
8.0,21.0,168.0,2.625,0.208,0.762,,,128.0,,
7.0,6.0,,0.857,,,,,32.0,,1
,2.0,14.0,,,,2.25,,,,1
8.0,,24.0,0.375,0.458,,,11.0,17.0,4.0,1
,14.0,98.0,,0.327,0.99,2.67,32.0,97.0,12.0,
,59.0,,,,0.691,3.13,97.0,,,
7.0,,847.0,17.286,0.272,,1.54,230.0,547.0,149.0,
11.0,9.0,99.0,,,,5.75,46.0,68.0,8.0,
10.0,8.0,,0.8,,1.0,9.0,,80.0,6.0,1
,7.0,,,,,,,30.0,1.0,1
10.0,8.0,,0.8,,1.0,9.17,55.0,,,1
,,80.0,,,,6.0,,80.0,,
,,,,,0.656,9.4,47.0,59.0,,1
,8.0,,,,0.888,,,71.0,,1
,,69.0,,,1.0,,58.0,,,
10.0,,380.0,,,,,,337.0,,
,,324.0,4.0,0.491,0.84,,,,48.0,
,,,9.7,,0.825,2.71,,800.0,,1
8.0,,,2.625,0.548,1.0,,,168.0,,
9.0,,,,,0.961,,259.0,424.0,,1
,,,148.0,0.959,,47.33,142.0,148.0,,
9.0,20.0,,2.222,,0.972,1.74,,175.0,,1
9.0,36.0,,,0.352,,,,261.0,,
,,,2.333,0.365,0.82,2.88,69.0,155.0,24.0,
,,,8.889,0.333,,2.09,,,,1
9.0,,99.0,,,,,34.0,99.0,,
9.0,,450.0,5.556,0.32,0.716,2.67,144.0,,,1
9.0,33.0,,3.667,0.354,0.781,1.84,,,,1
,83.0,,,0.398,,2.15,,,,
,,,,,1.0,1.63,39.0,88.0,24.0,
,63.0,567.0,,,0.778,1.98,164.0,441.0,83.0,
,,,6.727,,0.628,,,,98.0,1
,17.0,136.0,,,0.654,2.22,40.0,89.0,18.0,
,,672.0,10.5,0.36,,1.94,242.0,641.0,125.0,
9.0,,108.0,,,0.898,1.63,,,,1
8.0,82.0,,,,,,,,,
8.0,,,6.625,,0.894,,,379.0,,1
,84.0,840.0,,0.279,0.896,1.65,,,,1
9.0,12.0,108.0,1.333,,1.0,1.64,46.0,,,1
9.0,,567.0,,,0.908,,,,82.0,1
11.0,,1111.0,9.182,0.253,,1.71,281.0,,164.0,1
8.0,83.0,,,0.357,,1.98,237.0,,,
12.0,,,6.0,,0.78,1.79,,674.0,110.0,1
9.0,,873.0,10.778,,0.863,,277.0,,157.0,1
8.0,83.0,664.0,10.375,0.294,0.955,,,634.0,90.0,1
,,234.0,,,0.953,1.67,,,,1
,46.0,,5.111,,0.872,,,361.0,,
,,747.0,,,,2.28,219.0,561.0,,1
,33.0,264.0,4.125,0.39,0.973,1.72,,257.0,,1
11.0,26.0,286.0,,,,2.19,,254.0,37.0,
,43.0,473.0,3.909,,,,,,61.0,1
11.0,62.0,,,,0.705,,149.0,,92.0,1
8.0,,,,,,,,144.0,27.0,
,,608.0,,0.388,,,236.0,549.0,,1
,,,,,,,26.0,31.0,2.0,1
,84.0,84.0,84.0,0.917,,,77.0,84.0,,2
1.0,73.0,73.0,,,1.0,3.75,,,12.0,2
10.0,,640.0,6.4,0.439,,,,569.0,109.0,1
,,,,0.531,,,172.0,,61.0,
8.0,8.0,64.0,,0.234,,,,,,
8.0,,168.0,,0.363,0.774,1.69,61.0,130.0,,
9.0,,891.0,11.0,,,,,,,1
,83.0,747.0,,0.289,,1.93,,561.0,,
,,288.0,,0.302,0.674,2.17,,194.0,,1
,100.0,,10.0,0.41,0.846,,,,146.0,
10.0,,1180.0,,,0.745,,,879.0,,1
9.0,126.0,1134.0,14.0,0.484,,,549.0,1081.0,,1
,86.0,774.0,9.556,,0.677,2.13,232.0,524.0,,
,,1160.0,,0.273,0.797,,,,,1
,43.0,,,0.494,,,170.0,,50.0,1
9.0,47.0,,5.222,,,,,,64.0,1
8.0,,320.0,5.0,,0.997,2.7,,319.0,,1
9.0,,,,0.455,0.899,2.98,,,,
8.0,,,5.75,0.356,0.927,,131.0,341.0,62.0,1
,42.0,336.0,,,,,142.0,329.0,60.0,
,2.0,42.0,,,0.738,31.0,,,1.0,
8.0,41.0,,,,,1.92,,316.0,,
,,,1.842,,,19.63,157.0,,,
15.0,342.0,5130.0,22.8,,0.548,2.49,1232.0,,,
9.0,123.0,1107.0,,0.39,,2.82,432.0,1103.0,153.0,1
1.0,147.0,,,,1.0,11.55,127.0,,,2
,,1310.0,13.1,0.487,,,638.0,,,1
,17.0,,,,1.0,16.0,16.0,,,
9.0,,,0.111,1.0,1.0,9.0,,,1.0,4
11.0,89.0,,,0.17,,,166.0,691.0,,1
,31.0,310.0,3.1,0.3,,3.32,93.0,,28.0,1
12.0,,2760.0,19.167,0.164,,3.48,,,,1
7.0,43.0,,,,,3.48,73.0,243.0,21.0,1
36.0,172.0,,,0.128,,,,2086.0,,
,72.0,,3.273,0.469,,8.64,,,86.0,
,76.0,,8.444,0.358,,2.19,245.0,544.0,,
,,,,0.293,0.847,,390.0,1126.0,,1
8.0,,,8.875,0.312,,,,492.0,,1
,,,,0.31,0.861,1.85,,489.0,,1
13.0,,,8.923,,0.658,2.3,,992.0,,1
,93.0,837.0,10.333,0.259,,,,,125.0,1
9.0,109.0,,,,0.848,1.58,238.0,,,
8.0,64.0,512.0,8.0,0.301,0.857,,,439.0,80.0,
,133.0,1197.0,,,0.718,,,,,
6.0,,600.0,,,,,205.0,493.0,,1
7.0,,,,0.297,,,102.0,,49.0,
6.0,,258.0,,,,,,,,1
6.0,29.0,,,,0.874,1.51,59.0,,,1
,48.0,480.0,4.8,0.313,0.76,2.5,,,,1
,,,,0.38,0.829,2.02,133.0,,66.0,
,,333.0,,0.453,0.964,,151.0,,,1
,85.0,1105.0,,,,,,,131.0,
13.0,,,,,0.686,3.05,,,334.0,1
13.0,,,37.462,0.247,,,,,745.0,1
,440.0,,33.846,0.255,,,,,,1
,,2016.0,,,,2.1,,1449.0,,
,1.0,26.0,0.038,1.0,1.0,,26.0,,1.0,4
13.0,,,,0.302,,,255.0,572.0,,1
,1.0,,0.077,,1.0,13.0,13.0,13.0,1.0,
17.0,,,0.059,1.0,1.0,17.0,17.0,,1.0,
10.0,,,,,0.873,2.41,,,186.0,
12.0,118.0,,,0.309,,2.42,438.0,,181.0,1
11.0,1.0,,0.091,,1.0,11.0,,,1.0,4
13.0,106.0,1378.0,,,0.688,2.37,,,,1
7.0,,,1.286,0.143,,9.0,9.0,,,5
37.0,,,,0.12,0.257,,,685.0,42.0,
13.0,,,0.077,1.0,1.0,13.0,13.0,,,
9.0,34.0,,3.778,,0.846,,,259.0,,
14.0,1.0,14.0,0.071,,,14.0,14.0,,,4
,,12.0,,0.667,1.0,4.0,8.0,,,
,1.0,,0.043,1.0,1.0,,23.0,,1.0,
10.0,108.0,1080.0,,0.319,0.746,2.14,345.0,806.0,,
8.0,185.0,,23.125,0.235,0.659,,,975.0,191.0,
,39.0,195.0,,0.338,0.882,,66.0,172.0,,
13.0,1.0,13.0,,,1.0,13.0,13.0,13.0,,4
7.0,116.0,,16.571,,,1.84,213.0,,,1
,89.0,534.0,,,0.79,,,,89.0,
,,,6.571,,0.963,,,310.0,,
7.0,,,4.143,0.266,,,54.0,,20.0,1
6.0,,1032.0,,0.294,,,303.0,936.0,,1
,17.0,85.0,3.4,0.471,,,,79.0,17.0,
15.0,1.0,,0.067,,,,15.0,15.0,,4
3.0,,,18.0,,0.519,8.43,59.0,,7.0,2
22.0,,1584.0,3.273,,0.856,,823.0,,82.0,1
8.0,,,9.5,,0.87,2.73,,,106.0,
,,1086.0,,,0.684,1.69,,743.0,,
,71.0,568.0,8.875,,,,231.0,513.0,,
8.0,,,9.0,,,2.25,230.0,,,1
10.0,,940.0,9.4,0.25,,,235.0,,,1
,71.0,781.0,,0.37,,2.41,,,120.0,
,,1080.0,10.8,,,,,897.0,,
,,,8.0,,,2.12,172.0,,81.0,
10.0,,330.0,,0.394,,3.25,130.0,213.0,40.0,1
,,,,,0.861,,327.0,909.0,178.0,1
15.0,,,3.6,0.323,,,262.0,,107.0,
14.0,,616.0,3.143,,0.766,,245.0,472.0,98.0,
5.0,99.0,,,0.356,,,,,117.0,1
,61.0,,,0.247,0.515,1.87,226.0,,121.0,
9.0,59.0,531.0,6.556,0.492,0.861,,,457.0,,1
,137.0,3836.0,4.893,0.265,,5.05,,,,
13.0,407.0,5291.0,31.308,,0.649,,1406.0,3435.0,,1
,408.0,,31.385,0.281,0.677,,,3591.0,579.0,1
14.0,,,29.286,,,,,,576.0,
,,860.0,8.6,,,,364.0,,,
,409.0,,,,,2.23,,,637.0,
,,3684.0,,0.29,0.771,2.41,1068.0,,,1
,,10250.0,,0.272,0.67,2.29,,6872.0,1218.0,
,,340.0,,0.426,0.656,,,,48.0,
,410.0,,10.789,,,2.4,3957.0,,1651.0,
,151.0,1963.0,11.615,0.302,0.726,2.59,593.0,,,
,,,,,,3.03,318.0,618.0,,1
,,,13.0,,0.947,2.48,,997.0,,
13.0,115.0,,8.846,0.314,0.695,2.62,469.0,1039.0,,1
12.0,,,8.583,0.353,,2.55,436.0,,171.0,1
,79.0,,,,0.179,,324.0,,44.0,
,,,,,0.842,2.24,112.0,250.0,,1
11.0,63.0,,5.727,0.332,,,,502.0,83.0,1
,,112.0,,,0.964,,,108.0,18.0,1
11.0,,,,,0.841,2.2,,,135.0,
10.0,,,,0.428,,2.28,,682.0,,
9.0,,963.0,,0.383,0.858,2.22,,,,
,114.0,684.0,,0.278,,1.76,,,108.0,
,39.0,195.0,7.8,,0.728,2.09,,142.0,,1
,,,16.286,0.253,0.741,,,,,
6.0,90.0,540.0,,0.298,,1.55,,416.0,,1
6.0,28.0,168.0,4.667,0.405,,,68.0,135.0,37.0,
,1.0,,,1.0,,,7.0,7.0,1.0,
,46.0,,5.75,0.266,,,98.0,326.0,,
8.0,,136.0,2.125,,0.824,,62.0,,,1
,28.0,196.0,4.0,0.337,0.99,,,194.0,31.0,1
7.0,,,25.0,0.337,,,413.0,1214.0,,
18.0,,3024.0,9.333,,0.73,2.34,564.0,2207.0,241.0,
,,,4.833,,0.803,3.85,,559.0,,1
22.0,,,3.227,,0.834,,,,75.0,
15.0,136.0,2040.0,9.067,0.24,,2.81,489.0,,174.0,1
,76.0,684.0,,,0.813,2.27,,,106.0,1
7.0,,,,0.316,,,400.0,,,1
,70.0,560.0,8.75,,0.911,1.7,208.0,510.0,122.0,
,,3038.0,15.5,0.268,0.632,,813.0,,,
,71.0,,,,0.958,,196.0,476.0,,
23.0,87.0,2001.0,,0.286,0.671,,572.0,,242.0,1
9.0,93.0,837.0,10.333,0.278,0.847,,,,,1
,107.0,,10.7,,,,,,161.0,1
8.0,62.0,,7.75,,0.968,1.79,177.0,,,
,,,9.333,0.407,0.878,2.75,,,,
8.0,,,,,0.825,1.78,,878.0,162.0,
,100.0,600.0,16.667,,,,207.0,477.0,123.0,
6.0,,,,0.294,,,90.0,237.0,,
,,,,,0.969,,,250.0,,1
