a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
,,0.32157,,12.212217,,,5.0,
,,,,,3.116184,0.494618,,P
-0.48368,0.41717,0.28607,,,1.52293,0.234286,7.0,
-0.104544,0.198066,,-0.380963,8.511229,0.372138,,,N
0.436496,0.03992,,,,,0.703865,7.0,
-0.467398,,,0.035125,5.826054,1.353846,0.450382,,
,,,0.173177,1.135711,3.21259,0.595937,5.0,
,0.077539,,-0.000397,4.533847,,0.751559,,P
,-0.146046,,,3.448031,1.389527,0.487262,,
-0.070622,-0.354102,,-0.175612,,0.279532,0.927776,5.0,P
-0.251365,0.203159,-0.472948,,,,,5.0,P
0.256723,,,,1.528885,4.165005,0.596284,5.0,P
0.448843,-0.330786,,-0.292165,0.324265,,,,
,0.485022,-0.168477,,,2.19079,0.394088,,
,0.376492,,,2.982516,,0.671921,,
,0.054813,-0.486796,,0.769587,,0.69213,,P
,,,,1.127232,,0.242024,,
,0.431731,0.06806,,,0.822126,0.894445,,
,-0.261805,-0.30331,-0.274643,,,0.689793,,
,0.088794,,0.306197,0.657545,,,5.0,
,,-0.126038,-0.116316,,1.65585,0.427303,8.0,
0.28695,,-0.109814,,2.349705,10.436528,,6.0,
,,0.311796,0.142215,,,0.282368,8.0,
,-0.140735,,,,1.97799,0.336371,,
-0.169355,,,,0.428107,,,,
,,,0.175829,,6.833809,0.227634,5.0,
-0.062953,,,0.080287,,5.426511,0.828898,,N
0.480982,,,-0.080797,,,0.76983,5.0,P
,0.019152,-0.395022,,,,0.726434,6.0,P
,,,0.122799,0.733203,0.679959,,,P
,,,,,,0.908367,,
,0.104188,,0.389564,,0.491002,,,P
0.362744,-0.216386,0.086687,,0.580322,,,,P
,,,,,,0.484478,,
-0.183859,,,-0.001238,1.38615,,0.762848,,
,,0.24351,0.307622,1.391126,2.551525,,7.0,
-0.279871,,-0.086551,0.41822,,8.127475,,,
,,0.244395,,,4.778569,,5.0,P
,,,,3.128015,1.459006,,,P
,0.060812,-0.073757,0.45834,1.057145,1.486217,,,
-0.488153,0.137635,0.237783,-0.248882,2.234886,1.090279,,,
,0.371121,0.031177,,3.123966,,0.184113,,P
,-0.258076,,,8.677639,,0.653011,,
,-0.227194,,,,0.312689,0.699797,8.0,
,-0.03296,,-0.422685,0.985603,6.258685,0.226649,7.0,
,,-0.472767,,1.447064,,,8.0,
-0.450096,-0.246784,,0.385706,,2.960852,,,
,,0.362574,0.456232,,2.946002,0.86205,,
,-0.450861,0.395239,-0.405601,,,,5.0,P
,,-0.115841,,1.212348,,0.604765,6.0,P
,,0.06217,,,,,,
0.41706,-0.062663,,-0.310525,,5.597193,,6.0,N
0.17878,-0.355959,,-0.192785,4.826293,1.930289,0.558912,8.0,N
,0.450288,,,,1.015403,,7.0,N
-0.113786,0.188943,-0.209332,,,8.526409,0.701963,7.0,N
,,-0.104654,,5.745795,,0.283684,,N
,,-0.338051,,,0.533817,0.823653,7.0,
0.358216,,,,,1.815545,,,
,,0.371992,-0.246711,0.420968,,,5.0,N
0.407071,,,,1.624543,,,8.0,
,-0.413762,0.096619,-0.260662,,1.324966,,,P
,,-0.124447,,3.647528,,,5.0,N
-0.240251,,,-0.231755,2.225656,,,,P
0.259749,,0.346094,,1.051863,3.493478,0.57343,,P
-0.168567,,0.139988,-0.313691,,0.741123,0.72789,,P
,,0.291927,,,9.087842,,5.0,N
0.353957,,-0.21306,,,7.082347,0.758879,7.0,N
-0.211255,0.416262,0.025388,,0.721887,,0.435021,,N
,,,,,,0.572676,,
,,-0.376758,0.073987,,6.442066,0.894435,,
-0.097241,0.121074,0.221198,0.232316,5.525552,,0.958702,,P
0.10266,,,0.302791,,,0.528917,,N
,,,,0.341776,,0.139699,,P
,0.443816,-0.39891,,2.304867,1.007913,,7.0,
,-0.171599,-0.412235,,1.365918,,,8.0,
0.401156,-0.056281,,,1.937333,1.369794,,,P
,-0.135663,,0.010316,11.580586,,,,
,-0.421042,0.481212,,5.773014,0.875521,,7.0,
-0.17101,-0.273403,,,,1.200401,0.680647,,P
0.223888,-0.38801,-0.066545,,,0.003189,0.272565,,P
0.301689,-0.262245,0.082394,-0.264938,,2.91405,,8.0,
,-0.396546,,,5.195519,,0.701881,,P
0.420719,-0.004974,,,0.177518,0.78601,0.653163,8.0,
,0.313397,-0.215692,-0.257786,,,0.438545,,
-0.26396,0.332876,,,,,0.564956,,
0.405817,-0.019645,0.287255,-0.255105,,1.260905,0.916376,5.0,P
,0.02317,,,6.794802,,,,
,,0.090039,,,4.792417,0.942802,,
,0.111112,-0.060043,,,5.953013,0.583034,7.0,
0.486563,-0.333064,,0.054701,,7.931642,,5.0,
0.414567,,,0.174812,6.298058,,,6.0,
,,-0.413067,-0.174035,,1.221444,,7.0,P
,,,0.156468,,,0.652356,,
-0.039451,,-0.113222,,,,,,
,0.436414,,,7.737996,,0.692539,6.0,
,-0.312707,0.155174,0.100762,,2.612886,,5.0,
-0.314308,,,,3.130626,,0.667502,,N
,,,-0.116993,,,0.727018,,
,0.291463,-0.145844,,,0.656044,,6.0,
,-0.0521,0.322724,,,,,5.0,P
,,,0.346622,1.482856,5.386532,0.83745,8.0,
,-0.388354,-0.286143,,,,0.213712,,P
0.331887,0.05986,,,,7.058147,0.617691,,
,,,,,,0.810755,,N
0.029568,,,0.2842,2.219371,,,6.0,P
,,,,5.473889,,0.755738,,N
0.394708,,-0.380573,-0.245349,,2.70818,0.545326,,N
-0.239193,-0.452816,-0.035975,0.182647,,,,,P
-0.447696,0.13767,,,,,0.733446,,P
,,-0.213145,,,3.764768,,,
,-0.200315,,,4.214212,7.533187,,,
,,,,,29.6811,0.220436,,
,,0.193076,,9.883444,,0.574763,,N
0.374568,,-0.302487,-0.002986,1.767259,2.346619,,5.0,P
,0.223047,-0.145514,,1.012421,2.532215,0.865113,,P
,,,,1.557426,0.864333,0.345729,6.0,P
0.44728,,,,0.803002,0.941304,0.551445,5.0,P
,0.123292,0.080468,-0.113824,2.735692,,0.819509,,
,0.214999,,-0.010972,0.551105,3.651709,,6.0,
,-0.493967,-0.25683,0.427539,,,0.622379,8.0,P
,-0.095757,,,3.64874,3.890062,,,N
0.204611,,0.385591,0.428055,,4.167332,,,P
-0.255894,,,0.173743,,2.625761,0.811239,,
0.156079,,-0.15161,,1.782918,0.751034,0.385976,,
0.477719,,,0.361256,,,0.790656,,
,0.313887,,,,,,8.0,
0.196783,0.398641,,0.202049,1.142389,,,,P
,0.212588,-0.267958,-0.159687,3.578962,0.828867,,,
0.179304,,,,1.973635,2.69874,0.740861,,
,,0.126802,,,0.124529,0.814665,7.0,P
0.452911,0.0771,-0.405492,,,0.481793,0.64151,,
,,,,6.60771,0.09918,0.479708,5.0,N
,-0.417136,,,,,,,
,0.196834,-0.248943,-0.15565,0.618022,,0.790974,,
,-0.350503,-0.362997,,,,0.381826,8.0,N
,,0.146245,0.419817,,,,,P
,,0.100845,0.173733,,0.177267,,,
-0.059019,,,-0.307714,,,,8.0,
0.234725,,,,1.554522,,0.595779,,N
0.001553,-0.439977,-0.249641,,4.510162,3.855024,0.729859,,N
-0.243648,0.464709,,,,,0.465389,,P
,-0.184575,-0.187512,0.044372,0.858202,1.125513,,,P
,,,,0.223043,,0.90882,,
-0.088917,,,,,2.156013,0.914361,,P
0.046127,,0.304672,,,2.948323,0.669159,6.0,
,,,-0.141165,0.309332,,0.709385,,N
,,-0.16349,0.014481,,2.781782,0.390629,,P
,0.090226,-0.183897,,,,,5.0,P
0.049229,,-0.117633,,,,,,P
,0.006529,0.031271,,1.542105,,0.433365,,
-0.361237,0.286267,0.410308,,,4.624301,0.865259,,N
0.460345,,,0.045054,,2.679503,,8.0,N
,,,,,1.754487,,7.0,P
,,-0.497502,,,9.784874,,,N
,0.218457,,0.068347,2.057402,1.219318,0.690984,,P
-0.031449,-0.353181,-0.113181,,,,0.208837,,
,,,,2.528712,,,7.0,
,-0.377249,,,,,0.878132,,
-0.02896,0.130651,,0.414095,2.569557,0.683554,,,P
,,,-0.337531,2.202118,1.355571,,,
,,0.309125,,6.05854,7.680607,0.206669,5.0,
,0.450258,,0.388009,,0.073253,,8.0,P
-0.231625,,,-0.028709,,,0.587773,,
,0.154548,,-0.428225,,,0.748268,,P
0.272698,,,-0.254639,,0.183742,0.295626,,N
0.037699,0.36033,0.281034,,,,,7.0,P
0.212174,0.115471,,,,3.245641,0.419244,,N
0.294902,,-0.257323,-0.088593,2.467137,7.757995,0.439726,,N
0.432296,-0.367041,,,2.507588,,,6.0,P
,,,,2.48209,,,,
,-0.242945,0.315829,0.036542,3.685528,,,8.0,
-0.066861,0.463494,0.087199,,0.65374,,,,P
-0.472123,0.197299,,,,5.957182,,8.0,
,0.253853,0.021726,0.04286,2.357332,,0.445515,8.0,
,0.103433,0.043644,-0.193996,0.510771,2.822312,0.885111,,P
,,,,1.76689,7.608485,0.743614,,N
,0.055617,,,,6.531517,,,N
,,-0.402278,0.46755,0.820069,0.149298,0.760665,,P
-0.338007,,-0.174166,-0.05167,,2.091888,0.668702,,
0.293285,,0.349493,-0.179767,,,0.954546,,
0.099488,0.03393,,,,,0.730548,,
,,-0.112102,0.040571,2.303837,,,7.0,
,-0.376947,0.28753,,,5.773374,,7.0,N
0.241052,0.376535,-0.478698,-0.462272,,5.12178,0.726911,,
,-0.244968,0.449798,0.343732,,0.324963,,,P
,-0.206993,,-0.223261,0.189851,,,7.0,N
0.173265,-0.420607,0.293369,,0.716187,,0.575838,,
-0.472768,,0.290618,,0.095953,,0.593794,6.0,N
,-0.448991,-0.115639,-0.358736,,3.328438,0.561998,7.0,N
,,,,,1.088141,,7.0,P
,,-0.274316,0.468558,,,0.887353,,P
-0.089418,,,0.272864,3.350722,1.969067,0.903586,5.0,
0.15476,-0.192676,,-0.425753,,0.302814,0.488103,,P
,0.236034,,-0.422198,9.38262,,,6.0,
-0.149368,-0.210209,-0.08497,,16.562407,2.104558,,,N
,-0.394498,-0.298901,,,1.161976,,,
-0.4659,-0.207301,0.411985,,,0.223122,0.853148,,P
0.326844,,-0.43284,,5.004374,,0.535039,,
,,-0.064591,-0.107463,0.60523,,,6.0,P
-0.209937,,-0.232131,-0.23806,2.190454,8.428437,0.802723,,
0.428351,,,0.19749,,3.34901,,5.0,N
-0.386197,,-0.085791,,3.781512,1.284777,0.669064,6.0,
,,,,,1.384672,0.433025,6.0,N
,0.114632,,,,,,,N
,,,,,,,,
0.321411,,,-0.254846,0.457375,0.013003,0.557471,,
0.436537,0.064272,,,0.128838,8.872678,,7.0,
0.240994,0.22131,0.485989,-0.077198,,4.554666,0.41069,,N
0.153202,,,,,2.144345,,,P
0.155349,-0.152364,-0.190066,,,,,5.0,
,,,-0.459339,0.48037,1.210848,0.789883,,
,-0.283675,,0.262544,,,,5.0,
0.251351,,,0.260213,,2.012602,0.407148,7.0,
-0.203282,-0.232813,0.267358,0.221214,,0.460944,,,P
0.203749,-0.434051,0.418419,-0.098318,3.696865,2.916633,0.485398,,
,-0.410314,-0.471517,0.001383,,1.899139,,7.0,N
,,,,,,,,P
-0.458696,0.496941,,,,0.819933,,,
,,,0.049034,,2.44539,,7.0,
,,,-0.45132,0.759264,,0.294276,,
,-0.089097,0.360273,0.065401,,2.816018,,,P
,-0.280575,-0.275263,,3.787538,,,5.0,
,,,,,,0.808329,5.0,
,,,,,,0.838028,,
,,-0.491282,0.238669,1.841572,0.701223,0.855329,6.0,
,0.271834,0.195825,-0.11275,,3.813734,0.632056,7.0,P
,0.010837,,,2.481438,,,8.0,P
,-0.059172,-0.094554,-0.133743,,10.050265,,5.0,N
-0.133422,0.376902,,0.108564,,,,5.0,
,0.208142,,-0.257306,3.094568,4.631267,0.53098,,
,,,,2.283238,,0.407793,6.0,
,,-0.459729,0.079884,,0.354052,0.469733,,
0.024171,,,,5.843295,,0.696479,,N
,-0.477493,0.190551,0.389863,,,0.722132,6.0,
,0.230494,,,,,0.260042,,
0.168201,,,,,2.409933,,,
0.041435,-0.058003,0.028447,0.48577,11.802866,,,,N
,-0.461096,-0.331942,-0.497076,3.344964,,0.73951,7.0,P
0.267576,0.189991,-0.146893,,1.13741,,,5.0,P
0.093799,0.31405,0.335062,,,1.578569,,,P
0.227285,,,-0.054108,,,,8.0,
,0.384565,-0.463803,,0.500914,6.596595,0.538872,6.0,N
-0.374755,0.083571,,0.086197,,,,5.0,P
-0.138647,,0.142662,0.416104,,1.095762,,,P
-0.06281,,-0.480622,-0.38779,6.84618,3.023997,,,N
0.069235,,,,,,0.555755,,P
,-0.493557,,0.037372,0.343533,11.515878,0.393165,7.0,
,,-0.159973,,,13.400787,,,N
,,0.127501,0.04034,,0.074749,0.725342,,
,,-0.250951,,,2.472554,,5.0,N
0.332401,0.038656,,-0.023819,0.436793,5.034583,0.796132,,P
,,,,0.617275,,,8.0,
,-0.406931,,,9.998137,1.846822,0.434671,5.0,
,0.258553,,-0.459599,7.814622,,0.672723,7.0,N
,-0.106873,0.049717,,0.646093,,,6.0,P
,0.164284,-0.452617,,,4.049362,,,N
,,-0.200084,-0.103792,,,0.563987,6.0,P
-0.350784,0.110465,0.438917,,,2.178416,,7.0,P
,,,,0.77094,,0.577257,7.0,
,0.429714,0.445755,,7.688761,,0.941746,,N
0.111151,-0.141251,-0.10423,0.266406,,,,8.0,P
,,0.254546,0.470143,,,0.785276,7.0,P
-0.174576,,,,4.493539,,0.694789,5.0,
-0.374834,0.221931,-0.391028,,,,0.805273,,N
0.036888,0.090355,,,3.140278,0.173582,0.482826,6.0,
0.458634,,-0.398052,-0.352038,,,,,
,-0.342043,,,2.569392,4.611306,0.49028,,N
,0.395411,-0.346766,,2.834179,0.392292,0.899369,,
,,-0.487576,,10.507082,3.453428,0.378496,8.0,
,-0.442716,,-0.346317,1.165134,1.18264,0.546205,7.0,P
,,,-0.2306,,,,5.0,P
0.098264,,-0.385962,,2.291374,,0.809236,,P
-0.360783,,,-0.214846,,,0.286471,,P
,-0.430109,0.396452,0.140136,4.640467,2.965666,0.61637,6.0,
,0.325027,,0.359344,,,,,
0.485577,0.431483,,,,5.506816,0.784531,6.0,
0.037846,-0.438142,,0.446097,,8.36751,,5.0,N
,0.076647,0.327366,,,,,,P
-0.161705,-0.035886,0.103248,,1.66336,1.805994,,8.0,
-0.125691,,0.44581,0.38491,,,,,P
0.3439,0.441741,,0.290802,,,,,P
,-0.457836,-0.469984,,,,0.581549,6.0,P
,,-0.372977,0.011578,0.004995,,0.623186,,P
-0.271494,,0.36188,-0.499607,,0.104403,0.732254,8.0,P
0.340975,,,-0.306107,5.540296,1.4743,0.717777,,P
,0.385421,,,,5.039548,,,
0.251212,-0.445441,0.267305,,,2.442953,,,
,0.126829,,,5.38704,,0.686338,,
,,-0.146505,,,0.841149,0.266714,8.0,P
,0.37744,,-0.225599,3.486448,0.590413,0.558155,,P
0.3278,,,-0.110563,5.869626,,0.296875,,N
,0.005832,,0.284884,5.119886,,,,P
0.130856,0.347241,0.227976,-0.32092,1.856555,,0.679083,5.0,P
0.443281,,,0.124175,,,0.699631,,N
,0.206318,,,,4.689025,0.437157,5.0,
,-0.420186,,,9.440385,,,5.0,N
0.087859,0.064241,,,13.106749,,,6.0,
,0.179984,,,,7.699649,,8.0,
0.332689,-0.236181,0.414228,,0.52436,,,,N
-0.310352,0.443241,0.193871,,,,0.521689,5.0,N
-0.370929,,,,,,0.497748,,N
,0.226788,0.105535,,2.85472,2.243292,0.780087,,P
,0.318513,,0.167871,4.803732,11.658121,0.471677,,N
,-0.445304,,,0.325078,5.360187,,8.0,N
-0.128329,0.415419,0.060378,0.005411,2.259531,0.162401,0.658696,8.0,P
0.103721,,-0.321677,,,,0.866456,,
,-0.305913,,0.380257,2.849792,,0.490264,,
-0.495101,-0.331506,-0.460325,0.41529,1.076913,1.271113,,6.0,
0.103879,,,,,,,8.0,
,-0.455529,,-0.304014,1.855838,1.94511,,6.0,
,,,-0.27017,,,0.67186,7.0,P
0.446167,-0.350753,0.08251,0.205339,0.197479,,0.797131,5.0,N
,,0.470861,0.01016,,,,8.0,
,,0.172449,0.400072,2.172693,1.413485,,7.0,
0.366905,0.360049,0.314684,,,,,6.0,P
0.428246,,0.143738,,,2.808129,,6.0,P
,-0.349827,0.392633,0.090112,,0.824132,,,P
,-0.321135,,,1.722458,0.13627,,,P
-0.030218,0.380895,,0.166318,,,,7.0,
0.124999,0.373487,,0.050873,3.400914,,0.282245,6.0,N
,,,-0.108215,,4.637429,0.809357,,P
,,-0.242809,,2.744876,,,,
,-0.398718,,0.145231,,,0.75451,,
-0.486715,0.21193,,,,,0.447466,,
,,,-0.382214,,,,8.0,
,,-0.354563,,,,,,
0.30772,0.357358,0.069036,0.055716,,,,6.0,N
,0.112292,,-0.418498,,,0.884142,,
,,0.011565,,10.64339,,0.234974,7.0,
0.222203,,0.391015,,0.186977,0.428752,,8.0,P
-0.37302,,-0.116724,,1.531228,,0.729841,,
-0.262134,,,0.010561,1.500368,,0.761886,,P
0.199956,,,0.139813,,,,,
-0.065111,,,,,,0.943676,5.0,N
,,0.193259,,,2.937237,,,N
-0.221522,-0.106707,0.324502,0.139961,0.836442,2.355436,0.796623,,
0.003837,0.096489,,0.445695,7.936408,,0.729378,6.0,N
-0.370332,,-0.196607,0.118338,1.804775,0.889174,,,
-0.488447,-0.102027,,-0.041639,0.696635,0.401066,0.682625,,
0.43479,,0.469856,,3.614384,0.845057,,8.0,
,-0.236022,,,,,0.910312,,
,,0.33227,,3.655409,1.239439,,,P
-0.311322,-0.077446,-0.08637,-0.093344,5.045351,,,7.0,
,,,,6.947931,,0.806298,,N
,-0.002761,,-0.101751,2.53993,5.01269,,7.0,N
-0.34746,0.084633,-0.40144,0.106343,,,0.248944,,
0.467625,0.171312,-0.025713,0.350083,0.643128,0.268275,0.64508,,P
,-0.391935,,-0.159214,2.361008,,,,
,-0.134881,-0.338159,,,3.191643,,,
,,0.047662,,,,0.536313,8.0,
,,0.29906,,3.703602,1.251725,0.307448,8.0,P
0.474758,0.314726,0.440561,0.397798,7.220796,4.258354,,7.0,
,0.352759,-0.179574,,1.869354,0.065585,,,
-0.242958,-0.394421,-0.482566,0.079935,0.975653,0.694871,,,P
,,-0.330877,-0.331327,2.557028,,0.613371,7.0,
-0.460935,0.465793,,-0.338608,,1.629399,,,P
-0.007356,,,,,5.860903,0.553644,,
0.379576,0.000609,0.013365,0.264727,,,0.625695,7.0,P
,,-0.104995,,9.280937,2.367794,0.709076,7.0,N
,,,,,0.911282,0.201964,7.0,P
0.469593,,0.359087,,2.998477,,,6.0,N
0.109765,-0.476459,0.032633,,,,0.775952,,N
,,,,,,,7.0,N
,0.42915,-0.104277,-0.154306,0.212648,0.64997,0.662574,,P
,,-0.091256,,1.0438,,0.84345,,
0.410067,,-0.230894,-0.011946,,2.278835,0.848284,7.0,P
,-0.172935,,,2.53557,,0.763709,8.0,
0.0876,-0.199299,,0.067011,,6.081938,0.416622,8.0,
0.281181,-0.315612,-0.496447,,,,0.404781,,N
0.498521,-0.137201,,0.01998,0.577879,6.183767,0.852558,5.0,N
0.277499,-0.266418,0.451331,0.12779,,,,7.0,
0.490756,,-0.122837,,,,,,N
,0.346326,-0.144274,-0.136547,1.197852,,,,P
0.062729,-0.337832,,-0.259616,,,0.674251,5.0,
-0.229348,-0.052271,-0.045597,-0.076743,,0.581261,0.405835,5.0,
,0.321471,,,,0.774838,,8.0,P
-0.176519,0.008834,,-0.191038,8.427583,,,5.0,N
0.149971,-0.461054,,0.382465,,,0.567006,6.0,
,,-0.024735,,,5.974269,,8.0,
,,-0.084665,,3.40839,0.378257,0.32544,8.0,
-0.190942,,-0.285594,0.048363,,,0.762201,5.0,
-0.426204,,,-0.169523,2.100415,,,5.0,N
,,,0.425825,1.150024,2.955654,0.400779,,P
-0.157602,,0.033931,-0.416453,,0.647978,,8.0,
0.091204,0.362848,,0.022757,,2.34675,0.295344,8.0,N
,0.329888,,,,,0.817723,6.0,P
-0.144833,0.486034,-0.243299,,0.217818,,0.206896,,
0.054774,0.308511,0.489111,,3.963127,1.374757,,8.0,P
,,0.002399,,,0.389422,,8.0,
0.149457,-0.367563,,0.355203,2.115609,,,,
,,,0.225391,,0.50541,0.883718,,
0.271161,,,,6.094719,,0.310418,,N
,,,0.123281,11.284327,,0.790787,,
0.466632,-0.354473,,,,3.762623,,,N
-0.001111,,-0.028389,,,,0.50293,,
0.152736,0.420811,,,,1.646375,0.70648,,P
0.218678,,,-0.327037,0.175802,,,5.0,P
,-0.33057,,,,0.178474,,5.0,P
-0.162428,,0.45272,-0.395148,2.691949,3.474152,0.446241,8.0,N
0.288501,,0.050516,0.447047,4.911952,,,6.0,N
0.077804,-0.473535,,-0.318326,0.169879,1.659769,0.480746,,P
-0.233,-0.073529,,,,1.139418,0.433666,,
-0.278717,0.416286,,,,0.363938,0.273154,,P
0.164733,,0.057905,,,,0.520119,5.0,
-0.163326,-0.440621,,-0.481891,,,,7.0,N
0.040762,,-0.163469,,,4.226676,0.805497,6.0,
,-0.336297,0.036216,,1.247593,2.332311,,,P
,,0.450663,,,5.486042,,5.0,
,,,0.288158,,7.458398,,5.0,N
,,,-0.478682,,4.77129,0.728312,,
,,0.182008,-0.060455,1.840478,3.298102,,8.0,P
-0.464933,0.343694,0.390474,,,2.957925,0.980692,5.0,P
-0.023284,-0.236489,,,2.014116,,,5.0,
-0.371727,-0.472663,,0.152143,2.5134,,0.454615,,P
,-0.32198,0.189155,,1.500022,,,5.0,P
,,,,1.643933,,0.764184,5.0,P
-0.448666,-0.42939,,0.464082,,9.161765,,7.0,
-0.276024,,0.055842,-0.084027,,,,6.0,N
-0.118845,-0.326446,,,1.29034,2.998155,0.701157,7.0,P
,,,,5.962919,0.317855,,,P
-0.003195,,,0.354637,2.022636,1.668462,,8.0,
,0.044206,0.222792,-0.192215,0.212442,2.385342,,,P
-0.094119,,-0.122099,0.091038,,3.201716,,8.0,N
,,,,,1.557183,,,P
,,,0.134618,3.05866,1.15117,0.764197,,
,,0.249689,0.323902,,,,,P
0.226249,0.027476,,-0.164171,7.839582,1.031911,0.487763,,N
-0.445339,,,-0.263818,1.563164,,0.656825,7.0,
,0.41927,-0.294084,-0.176782,,,0.191479,5.0,N
,0.181451,,0.449158,,1.125921,0.344388,,N
,-0.16392,,0.167324,3.847558,,0.732504,7.0,P
-0.40398,,,0.344229,,5.06831,0.482471,7.0,
,,0.058783,,4.456059,,,,N
,,,-0.493851,,1.463362,,,
-0.321787,-0.490441,0.453111,0.168085,5.589501,4.971633,,6.0,N
,0.325625,,,3.156103,,0.789727,5.0,P
0.298081,,,,,,,,P
0.131784,,,-0.172345,0.688439,,,,P
-0.138794,,,0.064905,3.09811,0.884673,,6.0,P
,,-0.004398,0.109634,,3.298922,0.592945,6.0,P
,,,,,,,6.0,
-0.434651,,,-0.425662,,0.351948,,,P
,,0.00618,0.318314,8.759827,1.710805,0.600039,,N
,-0.07975,,,4.136125,3.337514,,5.0,
-0.219619,-0.17541,-0.029811,,8.090283,,0.552367,6.0,
,-0.366306,-0.265298,0.078205,0.31929,0.995862,,5.0,P
0.103187,-0.471575,0.425869,,1.65243,,0.369983,5.0,N
,,,,,1.960289,0.751456,,
,0.487392,0.380864,-0.229037,,,0.834322,,
-0.48422,,,,0.889853,,,6.0,
,,0.482168,,3.667336,,,,P
0.406873,0.22719,,-0.308989,0.856476,,0.897021,8.0,P
-0.294294,,0.403278,,,1.06689,,7.0,
0.439546,-0.089984,-0.286606,0.199112,,,,7.0,
0.2152,,,-0.380302,,1.352043,,5.0,
-0.344919,-0.294545,,,,,,,P
-0.271605,-0.093492,,,5.47741,,,,
,,0.470408,0.203264,,,0.228257,,
,-0.410307,,-0.383167,2.848783,,0.640079,8.0,P
,-0.301822,,0.34029,,,0.502473,,N
-0.112127,,-0.144795,-0.326843,,,,,P
,,-0.069994,0.480077,10.783183,2.070451,0.830232,,
-0.016898,0.269789,0.129435,,,2.053964,,5.0,P
,,,,3.534262,,,6.0,P
,0.371369,0.38065,0.066356,4.200981,1.395582,,,
,,0.243618,,1.576402,,0.796675,8.0,P
0.161752,-0.237428,0.466885,,2.063231,,,8.0,
-0.380447,0.375298,,0.046834,,0.974621,,8.0,N
,0.398541,,,5.070458,2.737116,0.332866,,N
,0.373415,-0.452694,0.233341,5.848366,0.043672,,7.0,N
0.101256,,-0.222043,,0.143726,1.865139,0.631747,,
0.029419,0.344695,0.034231,,,7.297103,0.821315,5.0,N
0.125727,0.212422,0.257141,,,0.697318,,,P
,-0.034017,-0.003777,,2.449669,,,8.0,
-0.112248,,-0.087593,-0.191263,3.752156,,0.205555,7.0,
,,,,,,0.837663,7.0,
0.463154,,0.496899,,10.098138,1.775803,,5.0,N
-0.02214,0.037269,-0.377195,,3.066592,,,8.0,N
-0.458493,,-0.028926,0.348772,2.580912,1.176537,,8.0,P
-0.133024,0.438268,,-0.125455,0.358073,,0.482757,,P
0.116498,,-0.095969,0.477407,,,0.683699,8.0,P
,-0.127273,,,3.033781,,,,
,,,,,0.317389,0.558401,7.0,P
0.152007,0.188887,,-0.275723,,2.573641,0.933898,7.0,P
,0.140507,,0.04261,,2.198213,0.594778,,
-0.315067,,0.047537,,,5.877898,,,
,0.333486,,,2.633623,3.015358,,5.0,P
-0.170501,0.122071,0.434522,,4.748442,1.810226,,6.0,P
,0.075926,,,,,,,
,0.268069,0.076732,,,,,8.0,P
,,,,3.09691,,,8.0,
,0.208587,-0.32631,,1.482236,0.327037,,,P
,0.148571,0.430171,,0.369909,,,5.0,
0.498151,0.377831,,,,1.920469,0.616088,,
-0.324739,,,-0.362183,2.512572,0.227229,0.54172,5.0,
,0.042727,0.233024,,,5.086266,0.264684,,
,0.036311,-0.486749,-0.068224,4.503517,5.297852,0.904896,,N
0.270949,,,,1.640396,,,5.0,P
-0.457844,,,,,,,8.0,P
,,,0.164257,,5.270488,0.677037,7.0,
,-0.398117,-0.492632,,0.766985,,0.905357,,P
-0.160032,0.480604,-0.211605,,0.0356,1.331033,0.707629,,
,,-0.058884,0.245629,,2.04428,,,
,,,0.013103,,1.027108,0.580024,,
,0.083776,0.016851,,,3.451692,0.879704,,P
-0.160749,0.063935,0.220921,0.364721,9.705104,0.207629,,5.0,N
,,,0.339522,,,0.412019,6.0,
,,,,,3.173981,0.743413,,P
,,0.208051,,,,0.430088,,N
,0.072904,0.171869,,,,0.466282,7.0,
,0.133857,,-0.27762,,,,,N
-0.422753,,0.341985,,,2.076776,,,P
,-0.482293,,,,2.968221,,,
,,0.188775,0.317144,2.396972,2.630959,,8.0,
0.404414,-0.184301,,,2.621332,2.488439,,5.0,
,-0.103002,-0.226155,,,4.652532,0.742446,7.0,N
,,,,,0.519439,,8.0,P
,,-0.132586,0.308612,1.611248,,,7.0,P
,,,-0.314349,,,,6.0,
,-0.130011,-0.374475,,,,0.617524,6.0,N
-0.498963,-0.252602,,0.488672,0.500967,1.044072,,,P
-0.390521,0.130042,,,1.920808,,0.722187,8.0,P
0.143257,,-0.258103,,4.705755,0.120247,,7.0,
,,0.210401,,,2.114961,0.307552,,P
,,,0.253482,,2.057541,,6.0,
0.3487,0.435726,-0.0049,-0.425873,,,,,
-0.18114,,,,3.398283,1.366437,,6.0,
-0.447612,,,,4.333354,,0.528956,,N
0.125693,,,,,,,,N
,0.24338,0.117711,0.219709,,,,,
,-0.017155,-0.44255,,,1.689654,,,
0.095669,-0.186166,-0.321042,-0.289802,,0.190718,0.558623,7.0,
-0.0238,,,-0.121583,,,,,P
-0.013981,-0.446314,,-0.376847,0.08275,,0.250274,7.0,
,0.462474,,,,1.476074,,,
0.220642,,,,,,,,P
-0.024121,,,0.188335,5.8851,0.283507,,,
0.337823,,0.364524,,2.489549,10.566822,,,N
