V1,V2,V3,V4,V5,V6,V7,Class
,19.0,11.0,20.0,,,26.25,1
5.0,,,20.0,,,,
,,,0.0,13.0,13.0,27.46,1
1.0,,,15.0,,,27.46,1
2.0,0.0,,15.0,,,,1
3.0,0.0,,,23.0,10.44,27.46,1
,,10.0,3.0,,,,1
,,,,6.0,6.0,32.02,1
1.0,,,20.0,10.0,10.05,32.02,1
,,,20.0,10.0,,32.02,
3.0,,,1.0,,15.03,,
,20.0,10.0,,,15.13,32.02,1
,1.0,21.0,18.0,25.0,17.46,32.02,1
0.0,0.0,,0.0,,,,
,24.0,0.0,24.0,12.0,,35.38,1
2.0,,,24.0,,24.02,35.38,1
3.0,,,,,12.17,35.38,1
4.0,,,24.0,26.0,,,1
,2.0,,24.0,,22.2,35.38,
0.0,,0.0,0.0,,17.0,44.94,
,,,,20.0,20.1,,1
2.0,,17.0,,,,44.94,
,0.0,,,38.0,,,1
,,,1.0,38.0,29.21,,
0.0,,0.0,,,,49.24,1
,,,,,6.08,,1
,,25.0,22.0,6.0,29.07,49.24,
,,25.0,2.0,43.0,18.11,,
4.0,,6.0,24.0,,,,
5.0,2.0,,24.0,13.0,37.2,49.24,
0.0,,0.0,0.0,,,,
1.0,14.0,,14.0,,17.0,40.85,
,,,14.0,17.0,14.56,40.85,
3.0,,,2.0,,,40.85,1
,,,15.0,38.0,21.02,40.85,1
,,35.0,15.0,,13.34,,
0.0,,0.0,0.0,6.0,,36.62,
,,,21.0,,,36.62,
,0.0,,,,21.38,,
,0.0,,,12.0,,,1
4.0,,,,30.0,20.0,,1
,,,,30.0,,,
,0.0,,,13.0,,,
,,0.0,8.0,,15.03,30.08,1
,0.0,,8.0,15.0,,,1
,0.0,,,29.0,,,
4.0,8.0,15.0,2.0,,,30.08,
,0.0,,,,11.0,26.63,
,,0.0,15.0,14.0,,26.63,
2.0,,,,14.0,15.3,26.63,1
3.0,,,2.0,,,26.63,
4.0,15.0,,2.0,22.0,,,
,,0.0,0.0,,,21.19,
,,0.0,,12.0,12.04,21.19,
2.0,,,7.0,,7.28,21.19,1
3.0,,14.0,5.0,,,21.19,1
4.0,7.0,12.0,5.0,,,21.19,
0.0,0.0,,0.0,25.0,25.0,,1
,,,,6.0,,44.38,1
2.0,,,16.0,6.0,,44.38,
3.0,,,1.0,,,,1
,16.0,,,30.0,,,
,,,,30.0,,44.38,
0.0,0.0,0.0,,,,39.05,1
,22.0,0.0,24.0,10.0,10.2,39.05,1
2.0,,7.0,24.0,,24.19,,1
,0.0,,0.0,26.0,19.0,39.05,
4.0,,10.0,25.0,,14.04,39.05,
,0.0,,,30.0,,,1
,14.0,,25.0,,,39.05,1
0.0,0.0,,,22.0,22.0,,1
,,0.0,22.0,15.0,,,
2.0,0.0,,22.0,15.0,,,1
3.0,,,,,23.09,56.46,
,22.0,15.0,,36.0,,,1
,2.0,45.0,,,13.89,,1
,14.0,,,36.0,17.09,56.46,
0.0,,0.0,0.0,19.0,19.0,,
,,,7.0,24.0,,,1
,,19.0,7.0,24.0,8.6,37.66,
3.0,,,0.0,31.0,,,
4.0,7.0,24.0,,37.0,,,
5.0,,,5.0,,7.81,,
,,0.0,0.0,16.0,,47.17,
,25.0,0.0,,,18.0,,1
,0.0,16.0,,18.0,,,1
3.0,0.0,,0.0,33.0,,47.17,
4.0,,,,,,47.17,
,,33.0,,,,47.17,1
,1.0,,25.0,,25.0,,
0.0,,0.0,0.0,10.0,10.0,33.62,
1.0,,,17.0,14.0,14.04,,1
2.0,,,,,17.46,,1
,0.0,,2.0,23.0,13.15,,1
,,,,28.0,14.14,,1
5.0,,,13.0,29.0,12.53,33.62,1
6.0,13.0,29.0,,28.0,2.24,,1
,,,0.0,21.0,,44.94,
1.0,,,,,23.09,44.94,
,0.0,,,23.0,24.08,,1
3.0,,21.0,14.0,,22.02,44.94,1
4.0,24.0,23.0,14.0,,,44.94,
,0.0,,,17.0,17.0,,1
1.0,,,9.0,,,38.08,1
,0.0,17.0,9.0,,9.0,,
3.0,0.0,17.0,5.0,,,38.08,
4.0,9.0,,5.0,37.0,20.4,38.08,
0.0,,,0.0,24.0,,,1
1.0,,,6.0,13.0,13.0,,1
2.0,0.0,24.0,6.0,13.0,,30.59,1
,0.0,24.0,2.0,30.0,6.32,,1
4.0,6.0,13.0,2.0,,,,
,0.0,0.0,0.0,12.0,12.0,36.72,
1.0,17.0,,18.0,,12.04,36.72,1
,0.0,,,12.0,,36.72,1
3.0,,,,,24.41,36.72,
,,,14.0,,20.4,,1
0.0,0.0,0.0,0.0,,22.0,52.33,
,22.0,,23.0,,12.04,,
2.0,0.0,,23.0,,25.08,52.33,1
3.0,,22.0,,,,,1
,,,,,36.14,,
0.0,,0.0,,,17.0,,1
1.0,,,14.0,21.0,,29.53,
,0.0,17.0,14.0,,14.56,29.53,
,0.0,17.0,,26.0,10.82,,1
4.0,,21.0,6.0,26.0,,29.53,
,,,,,7.0,38.83,
,22.0,,,7.0,,,
,,7.0,,,,38.83,1
3.0,,,1.0,32.0,,,
4.0,,,22.0,,,38.83,
,1.0,32.0,,31.0,,38.83,1
0.0,,,0.0,18.0,18.0,43.68,
1.0,8.0,0.0,,16.0,,,1
,,18.0,10.0,,10.2,43.68,
,0.0,18.0,,37.0,19.1,43.68,1
4.0,,16.0,,,8.25,,
5.0,,37.0,10.0,42.0,9.43,,1
6.0,10.0,42.0,12.0,,,,1
0.0,0.0,0.0,0.0,19.0,,53.85,1
1.0,,,20.0,,,53.85,1
2.0,0.0,,20.0,15.0,,,1
,,,2.0,43.0,,53.85,1
4.0,,15.0,,40.0,,,1
,2.0,,,50.0,,,
6.0,,,20.0,40.0,,,
0.0,0.0,0.0,0.0,25.0,,55.9,1
1.0,8.0,0.0,10.0,,11.18,,1
2.0,,,10.0,11.0,17.2,55.9,
3.0,0.0,,2.0,46.0,21.1,55.9,
4.0,10.0,11.0,10.0,32.0,,,
5.0,,46.0,,55.0,,,
,4.0,,,,23.77,,1
,,0.0,,19.0,,38.95,
1.0,,,19.0,18.0,,38.95,1
2.0,,19.0,19.0,18.0,,38.95,
,,19.0,,27.0,8.06,,1
,,18.0,19.0,,,,1
,1.0,27.0,,34.0,19.31,38.95,
0.0,,,,,11.0,,1
,18.0,,,,13.04,,
2.0,,11.0,19.0,,,32.2,1
,0.0,,,,,32.2,1
4.0,19.0,13.0,17.0,26.0,13.15,32.2,
,1.0,18.0,,,10.0,,
6.0,,,17.0,,8.25,32.2,1
,,,,,11.0,,1
,21.0,0.0,,15.0,15.03,,1
,,,,15.0,22.36,40.22,
,,,,29.0,18.03,40.22,
4.0,,,,,,,
,,,23.0,,,40.22,1
,,0.0,,18.0,18.0,44.64,1
,11.0,0.0,,7.0,,,1
,0.0,18.0,12.0,7.0,16.28,44.64,1
3.0,0.0,,2.0,,,44.64,
,,,,21.0,14.0,44.64,
5.0,2.0,38.0,,43.0,5.83,44.64,1
,,43.0,12.0,21.0,23.09,44.64,
0.0,,,0.0,9.0,9.0,30.46,1
1.0,,,,,,,
2.0,0.0,9.0,10.0,,,,1
3.0,0.0,,,23.0,,,
4.0,10.0,7.0,12.0,28.0,21.1,30.46,
,,23.0,,,,30.46,1
6.0,,28.0,12.0,,,30.46,1
,,0.0,,8.0,,40.82,1
1.0,,0.0,21.0,12.0,12.04,40.82,1
,0.0,8.0,,,21.38,40.82,1
3.0,,,,17.0,,,
4.0,,,,35.0,,40.82,1
,1.0,17.0,,35.0,26.91,,
0.0,,0.0,,,,,
1.0,8.0,,8.0,,14.0,,
,0.0,14.0,8.0,14.0,,39.81,1
,,14.0,,39.0,25.18,,
4.0,8.0,,,39.0,,39.81,
,0.0,0.0,,21.0,21.0,53.31,
,20.0,0.0,,25.0,25.02,,1
2.0,,21.0,,,21.38,53.31,1
3.0,,21.0,2.0,31.0,,53.31,1
4.0,21.0,,,49.0,24.0,53.31,
,2.0,,21.0,49.0,26.17,53.31,
,,0.0,0.0,20.0,20.0,45.19,1
,,,,16.0,16.12,,1
2.0,,,18.0,,18.44,45.19,
3.0,0.0,20.0,1.0,34.0,,,1
4.0,,16.0,,,25.02,45.19,
,,34.0,,,19.31,,1
0.0,0.0,,,17.0,17.0,,1
1.0,13.0,0.0,15.0,17.0,17.12,38.08,
2.0,,,15.0,,,,1
3.0,0.0,17.0,1.0,28.0,11.05,,
4.0,15.0,17.0,15.0,24.0,7.0,,1
5.0,,28.0,3.0,35.0,7.28,,
,,35.0,15.0,,16.28,,
0.0,0.0,,,24.0,,33.24,1
,12.0,,12.0,,8.0,33.24,1
,,24.0,,,,,1
3.0,0.0,,,31.0,9.22,,
,12.0,8.0,,,,33.24,
0.0,0.0,,,,10.0,37.22,
,18.0,0.0,19.0,,,,
,0.0,,,8.0,,37.22,1
3.0,0.0,,,32.0,,37.22,1
4.0,19.0,,10.0,,25.63,37.22,
,,,,,,52.39,1
,20.0,,,,26.02,52.39,
,0.0,,21.0,26.0,,,
,,24.0,,41.0,17.03,,1
,,26.0,19.0,,14.14,52.39,
5.0,1.0,41.0,,,7.62,52.39,1
,4.0,48.0,19.0,40.0,,,1
,,,,,16.0,39.2,1
1.0,,,,,,,
,,,23.0,21.0,23.54,,
3.0,,16.0,1.0,24.0,,39.2,1
4.0,23.0,,24.0,31.0,10.05,39.2,1
,,24.0,24.0,24.0,23.0,,
,,24.0,24.0,,,,1
0.0,,0.0,0.0,14.0,14.0,33.24,1
1.0,7.0,0.0,,18.0,,,
2.0,0.0,,,,,,1
,,14.0,,,,33.24,1
,,18.0,,,14.04,33.24,
5.0,,,,32.0,,33.24,
,0.0,,0.0,24.0,,,1
1.0,,0.0,,,,,
2.0,,,23.0,27.0,,47.01,1
,,24.0,0.0,,,,
,23.0,,21.0,,14.14,47.01,
5.0,,33.0,21.0,41.0,,47.01,
0.0,0.0,,,,14.0,,1
1.0,15.0,0.0,,,16.0,38.08,1
2.0,,,15.0,16.0,15.13,38.08,
3.0,,,2.0,,,38.08,
4.0,15.0,16.0,2.0,,23.02,38.08,1
,,0.0,,14.0,,,1
1.0,,,9.0,18.0,18.03,,1
2.0,,,9.0,,9.85,,
3.0,,14.0,,33.0,19.92,,1
4.0,9.0,18.0,,33.0,15.3,34.21,1
0.0,,,0.0,,12.0,30.41,
,,,,,12.0,,
,0.0,12.0,,,14.0,,1
3.0,,,,,17.0,,1
4.0,14.0,,,27.0,16.16,,
,,,,,22.0,42.06,1
,18.0,,20.0,14.0,14.14,42.06,1
,,22.0,20.0,,21.54,42.06,1
,,22.0,,29.0,7.28,42.06,1
,,,,31.0,,42.06,
5.0,2.0,,4.0,,8.25,,
,,,19.0,,16.16,42.06,
,0.0,,0.0,,,47.07,1
1.0,10.0,0.0,10.0,21.0,21.0,47.07,1
,0.0,,,21.0,,,1
,0.0,,,,26.25,,
4.0,,,8.0,,25.08,47.07,
,0.0,0.0,,21.0,21.0,45.19,
1.0,,0.0,,25.0,25.02,45.19,1
2.0,,21.0,17.0,,,,1
3.0,,,,27.0,6.32,,
,17.0,,19.0,41.0,16.12,45.19,1
,2.0,27.0,19.0,41.0,,,1
,0.0,,0.0,,17.0,42.8,
1.0,24.0,,26.0,18.0,,42.8,1
,0.0,17.0,26.0,,,42.8,1
3.0,,17.0,0.0,34.0,17.0,,
4.0,26.0,18.0,26.0,30.0,,42.8,1
,0.0,,,,,,
0.0,0.0,,0.0,10.0,,,1
1.0,25.0,0.0,,13.0,,36.12,
2.0,,10.0,27.0,,,36.12,1
,,,,20.0,10.0,36.12,1
4.0,,13.0,27.0,,11.0,36.12,
,0.0,20.0,,24.0,,36.12,1
,,,,20.0,,,1
1.0,6.0,0.0,7.0,,,,
,,20.0,7.0,,,41.59,
3.0,0.0,,3.0,41.0,,,1
4.0,,,3.0,,19.42,41.59,1
0.0,0.0,,0.0,22.0,22.0,60.84,
,24.0,0.0,25.0,,9.06,,1
,0.0,22.0,25.0,,28.18,60.84,1
,0.0,,2.0,,24.08,60.84,
4.0,25.0,,,29.0,,60.84,1
,2.0,46.0,,,14.21,60.84,1
,13.0,,26.0,29.0,29.07,60.84,
0.0,,0.0,,,,,
1.0,9.0,0.0,,,12.17,,1
,0.0,,11.0,12.0,12.53,32.89,1
,,,7.0,31.0,,32.89,
4.0,11.0,12.0,7.0,,19.42,,
0.0,0.0,0.0,,,,,1
,,0.0,18.0,11.0,11.18,,
2.0,,,,,,34.99,1
3.0,0.0,7.0,,,15.13,34.99,1
4.0,18.0,,17.0,30.0,,34.99,1
,,,17.0,29.0,16.55,34.99,
6.0,17.0,,17.0,30.0,,34.99,1
,,0.0,0.0,,19.0,33.53,1
,,0.0,,,13.04,33.53,
2.0,,,,,,,1
,0.0,,0.0,,,,1
4.0,10.0,,10.0,,19.0,33.53,1
,,25.0,,,12.21,33.53,1
0.0,0.0,,,19.0,19.0,42.54,
1.0,17.0,,17.0,,,42.54,1
,0.0,,17.0,,,,
3.0,0.0,,2.0,39.0,20.1,42.54,
,,,17.0,,,,1
5.0,2.0,39.0,,,,,1
0.0,,,0.0,,11.0,40.46,
,,,26.0,11.0,11.05,40.46,
,,,,,,,
3.0,,11.0,14.0,31.0,,,
,,,14.0,31.0,23.32,40.46,
,,0.0,,13.0,13.0,35.9,1
,8.0,,,10.0,10.0,,
2.0,,,,,8.54,,1
,,,,,22.09,,1
4.0,8.0,,,,,,1
5.0,2.0,,7.0,24.0,,,1
0.0,,0.0,0.0,,24.0,,
1.0,,,,24.0,,,1
2.0,,,18.0,,,58.82,1
,,24.0,2.0,48.0,,,
4.0,,,,39.0,,58.82,
5.0,2.0,,,56.0,,,1
,8.0,56.0,16.0,,18.79,,
,,,,,15.0,,
,9.0,0.0,,,,25.5,1
2.0,,15.0,,,11.4,,
,0.0,15.0,1.0,23.0,8.06,25.5,
,11.0,18.0,,23.0,,,1
0.0,0.0,,0.0,,13.0,25.24,
,14.0,0.0,14.0,,12.0,25.24,
,,13.0,14.0,12.0,14.04,,
,,,0.0,,,25.24,
4.0,14.0,,0.0,21.0,,,
0.0,0.0,,,,16.0,,1
,,,10.0,,,32.57,
,,16.0,,,,32.57,1
3.0,0.0,,,,,,
,,,9.0,26.0,,,1
5.0,1.0,31.0,9.0,,9.43,,1
,0.0,,0.0,,10.0,,1
,,0.0,,,,,1
2.0,0.0,,24.0,14.0,,,
3.0,,,0.0,26.0,,,1
4.0,24.0,,23.0,,,45.79,
,,,,,26.42,,1
0.0,,0.0,0.0,24.0,24.0,52.39,1
,,0.0,20.0,16.0,,,
,0.0,24.0,,16.0,21.54,52.39,
,,24.0,,48.0,,,
,,16.0,,,24.02,52.39,1
,,,21.0,,,52.39,
0.0,,0.0,0.0,,,40.85,
1.0,,0.0,,12.0,12.17,,1
,,,,,,,
,0.0,20.0,8.0,,,,1
,15.0,12.0,,,,40.85,1
,,0.0,,7.0,7.0,,
,,,,,10.05,38.6,
2.0,0.0,7.0,23.0,,,38.6,
,,,,31.0,24.19,,
4.0,,,,31.0,29.0,,
0.0,0.0,,0.0,,,26.83,
,10.0,0.0,,,,,
2.0,0.0,,12.0,6.0,13.42,26.83,
3.0,0.0,12.0,2.0,19.0,,26.83,1
,,6.0,,,11.0,,
5.0,,,,,5.1,26.83,1
6.0,,24.0,,17.0,,,
,,0.0,0.0,11.0,11.0,35.38,
,,,,14.0,14.14,35.38,1
,,,,14.0,22.2,35.38,1
3.0,,,,26.0,15.0,,
4.0,,,24.0,,,,
5.0,0.0,26.0,,,,35.38,1
,,0.0,0.0,,,37.16,1
,12.0,0.0,13.0,,,37.16,1
2.0,0.0,,,11.0,13.15,37.16,
3.0,0.0,,,,,,1
4.0,13.0,,15.0,30.0,,37.16,
,,34.0,15.0,,,,
,0.0,,,10.0,10.0,,
,12.0,0.0,13.0,7.0,7.07,,1
2.0,0.0,10.0,,,,30.87,
3.0,,10.0,1.0,,12.04,,
,13.0,7.0,11.0,28.0,21.1,,
,1.0,22.0,11.0,28.0,11.66,,
0.0,,,0.0,,,,
,15.0,,,,24.0,,
2.0,,21.0,15.0,,,,1
3.0,0.0,,,,17.8,35.34,1
4.0,15.0,,14.0,32.0,,,1
,0.0,0.0,,18.0,,43.01,
,,,13.0,,12.17,,
2.0,,18.0,,,14.32,43.01,1
3.0,,18.0,,,,43.01,1
4.0,,,,,30.36,43.01,
,,,,17.0,17.0,,
1.0,23.0,,,,,53.34,
,0.0,,,10.0,,,1
3.0,,17.0,2.0,,20.1,,1
,,,27.0,18.0,,,
5.0,,37.0,,46.0,,53.34,
,,46.0,27.0,,28.64,53.34,1
,0.0,,,,,,1
1.0,,0.0,,,,41.34,1
,,,,,22.8,,1
,0.0,14.0,7.0,35.0,22.14,,1
,,8.0,7.0,35.0,30.89,,1
0.0,,,0.0,7.0,7.0,,1
1.0,,0.0,,,12.04,,1
2.0,0.0,7.0,,12.0,25.5,43.01,
3.0,,,2.0,,,43.01,1
,25.0,,,,,43.01,
5.0,2.0,,,35.0,18.44,43.01,
6.0,20.0,,,29.0,,,
,,,,,12.0,,
1.0,,0.0,14.0,,11.0,,
,,12.0,,11.0,,33.11,
3.0,,12.0,2.0,,17.12,33.11,1
,14.0,11.0,12.0,30.0,,,
5.0,,29.0,,,10.05,,
,,,,22.0,,51.79,1
1.0,8.0,0.0,,,,,
2.0,0.0,22.0,9.0,,15.81,,1
,,,0.0,46.0,24.0,,
,9.0,,,30.0,,51.79,1
,,,,,6.4,51.79,1
,,,,,21.38,,1
0.0,,,,,,41.76,
1.0,10.0,0.0,,,7.28,41.76,
2.0,0.0,,,,,,1
3.0,0.0,,1.0,,21.02,41.76,1
,,7.0,12.0,,14.0,41.76,1
,1.0,,,40.0,,,1
6.0,6.0,,12.0,,19.92,41.76,
0.0,22.0,0.0,7.0,,,,4
,7.0,6.0,0.0,,,42.19,
2.0,,,0.0,,12.0,,4
,,24.0,7.0,,,42.19,4
,,30.0,22.0,,,,
0.0,,,7.0,6.0,12.53,,
,7.0,6.0,0.0,12.0,9.22,40.25,4
,,,,24.0,12.0,40.25,
,,24.0,7.0,,,40.25,4
4.0,7.0,,,36.0,,,
,16.0,0.0,0.0,,,39.4,
1.0,0.0,12.0,,24.0,12.0,,
,0.0,24.0,,36.0,20.0,,4
,14.0,0.0,,7.0,,,
1.0,,7.0,0.0,14.0,,,4
2.0,0.0,14.0,,,,31.3,4
,2.0,,,28.0,13.89,31.3,4
,27.0,,,,,,
1.0,12.0,,,,,38.9,
,0.0,,,21.0,,,
3.0,,,27.0,28.0,,38.9,4
0.0,,0.0,,9.0,,35.0,4
,0.0,,0.0,,9.0,35.0,4
,,,,,,,
,,0.0,0.0,7.0,,27.59,4
1.0,0.0,,,14.0,,27.59,
,0.0,,19.0,20.0,,,4
0.0,,,0.0,10.0,29.73,41.04,
1.0,,,,,,41.04,
,0.0,,,,29.73,,
0.0,,0.0,12.0,5.0,,,4
,12.0,5.0,0.0,,13.0,,
,0.0,10.0,,21.0,11.0,,4
,,,12.0,,13.0,,4
,12.0,26.0,,32.0,10.82,,
0.0,,0.0,,11.0,,,
1.0,,11.0,0.0,,,36.77,4
2.0,0.0,22.0,14.0,,18.44,36.77,4
,17.0,,,,,38.01,
1.0,,,0.0,12.0,6.08,38.01,
,,12.0,,,,,4
,0.0,,,,,38.01,
,1.0,29.0,,,16.76,38.01,
,18.0,0.0,9.0,,,,4
1.0,,,0.0,,,,
2.0,0.0,,0.0,,12.0,40.25,
,,,,,10.82,,4
,,,,36.0,,40.25,4
0.0,19.0,0.0,5.0,,16.12,,
,5.0,,0.0,16.0,,,
2.0,,,,24.0,9.43,37.22,4
3.0,5.0,24.0,,,,37.22,4
,22.0,,0.0,11.0,24.6,,4
,0.0,,0.0,22.0,,,
,,,22.0,32.0,,,4
0.0,,0.0,9.0,,,32.25,4
,9.0,5.0,0.0,10.0,10.3,,4
,0.0,10.0,,,9.0,,
,,19.0,,24.0,,32.25,4
4.0,,24.0,,28.0,,,4
0.0,10.0,0.0,0.0,8.0,,26.0,4
,0.0,8.0,0.0,,,,4
2.0,,16.0,10.0,24.0,12.81,26.0,4
,34.0,0.0,,10.0,25.08,52.5,
1.0,11.0,10.0,0.0,20.0,14.87,52.5,
,,,,,,52.5,4
,,30.0,34.0,,25.08,,
0.0,26.0,0.0,,6.0,,42.8,
,,6.0,0.0,12.0,18.03,,4
,,12.0,0.0,23.0,11.0,,
,,23.0,,29.0,18.03,42.8,4
4.0,17.0,,,,10.3,42.8,4
0.0,,,,5.0,,35.78,4
,,5.0,,,,,4
2.0,,,,21.0,,,
,0.0,21.0,8.0,26.0,9.43,,
4.0,8.0,,,32.0,,,4
0.0,,0.0,,6.0,,26.83,
1.0,2.0,,,,,26.83,
,,,2.0,18.0,,26.83,
,,,,,11.66,26.83,4
,14.0,,2.0,,13.89,31.3,
,2.0,,,14.0,7.28,,4
,0.0,14.0,2.0,,,,
,2.0,21.0,14.0,,13.89,,
0.0,,,,9.0,22.85,,4
,0.0,,0.0,18.0,9.0,,
2.0,,,21.0,,,,4
0.0,,,,,35.11,,
1.0,0.0,12.0,,,,,
2.0,,,,36.0,,,4
0.0,,0.0,,4.0,18.44,29.73,
1.0,,,0.0,8.0,,,
,0.0,8.0,,,7.0,,
,0.0,15.0,2.0,19.0,4.47,,
,2.0,19.0,,22.0,,29.73,4
,34.0,,,12.0,,,
,0.0,,,24.0,,49.52,
,0.0,,34.0,36.0,,,4
0.0,,0.0,5.0,8.0,,38.83,4
1.0,,8.0,0.0,,9.43,38.83,
2.0,,16.0,5.0,,,38.83,
,,,22.0,32.0,,38.83,
,26.0,,,,13.89,,4
1.0,14.0,,0.0,,15.65,,
,,14.0,,21.0,15.65,38.21,
3.0,,21.0,26.0,28.0,13.89,38.21,
,12.0,,0.0,9.0,15.0,30.46,4
,,,,18.0,,,
,,,,28.0,,30.46,
,,0.0,,,18.36,40.25,
1.0,2.0,9.0,0.0,18.0,9.22,40.25,
2.0,,18.0,,,9.22,40.25,4
,2.0,,18.0,,,,
,,,,,,,
,0.0,12.0,0.0,,,,
2.0,,,,36.0,,45.61,
0.0,18.0,0.0,,6.0,10.82,40.25,4
,9.0,,0.0,,,40.25,4
2.0,,12.0,0.0,24.0,12.0,,
3.0,,,9.0,,10.82,40.25,
4.0,,,18.0,,,40.25,
0.0,,,0.0,,17.0,28.3,
,0.0,,,,,,4
,0.0,,,24.0,17.0,,4
,,,0.0,,20.0,39.4,
1.0,0.0,12.0,0.0,,,,4
,0.0,,16.0,,,39.4,4
0.0,,0.0,8.0,5.0,,,
1.0,,,0.0,,,,
,0.0,10.0,0.0,21.0,11.0,35.78,
,0.0,21.0,,26.0,,35.78,
4.0,,,,32.0,,,
,12.0,,,6.0,11.66,26.83,4
1.0,2.0,6.0,,,6.32,26.83,
,,,2.0,,,,
3.0,2.0,,12.0,24.0,,26.83,4
,15.0,0.0,,7.0,16.55,25.0,
1.0,0.0,7.0,,14.0,7.0,25.0,
,0.0,14.0,15.0,,16.16,,4
0.0,,0.0,15.0,7.0,,38.9,
,15.0,,,14.0,,,4
,,14.0,15.0,,16.55,,
3.0,15.0,21.0,27.0,28.0,13.89,,
,,,,,,,
,,,0.0,,,30.46,4
,0.0,,12.0,28.0,,,
0.0,14.0,0.0,2.0,5.0,,31.3,
1.0,2.0,,0.0,,,,4
2.0,0.0,,,19.0,,,4
3.0,0.0,19.0,,24.0,5.39,31.3,
,2.0,24.0,14.0,28.0,,31.3,
,16.0,0.0,,8.0,16.12,,4
,,8.0,0.0,,8.25,,4
2.0,,16.0,,,8.25,35.78,4
3.0,,,,,,35.78,
,,0.0,,9.0,18.36,40.25,
,2.0,,0.0,,9.22,40.25,4
2.0,,,2.0,27.0,9.22,,
,2.0,27.0,18.0,,18.36,40.25,4
0.0,19.0,0.0,,10.0,20.59,42.49,4
,1.0,10.0,,19.0,,42.49,
2.0,0.0,19.0,1.0,,10.05,,
,,29.0,19.0,,,42.49,
,,,5.0,7.0,,,
,,,0.0,,8.6,44.72,4
,0.0,,0.0,27.0,,,
3.0,,,,,,44.72,
4.0,5.0,,,,16.16,,
0.0,16.0,0.0,,5.0,9.43,,
1.0,,,,10.0,,35.78,4
,0.0,10.0,0.0,,,,
,0.0,21.0,,,,35.78,
4.0,8.0,,,,10.0,35.78,
,,0.0,23.0,,,,4
,,5.0,,,23.54,44.55,
2.0,,10.0,,,,44.55,4
,0.0,,23.0,26.0,23.54,,
4.0,23.0,,31.0,32.0,10.0,44.55,
0.0,12.0,0.0,,4.0,8.06,,
,5.0,,,,,,4
,0.0,,,,,26.83,4
,0.0,,5.0,,6.4,26.83,
,5.0,,12.0,,,,
,17.0,,0.0,8.0,,29.41,4
,,8.0,,16.0,,,4
2.0,0.0,,17.0,24.0,,,
,,,,,8.6,,
1.0,7.0,,,10.0,8.6,31.3,
2.0,0.0,,0.0,19.0,9.0,31.3,
,0.0,19.0,,24.0,8.6,,
4.0,,24.0,,,8.06,,
,,0.0,,,15.0,30.46,
1.0,,,,18.0,9.0,30.46,
,0.0,18.0,,,15.62,30.46,
,,,,,13.6,26.63,4
,2.0,,0.0,8.0,4.47,,
2.0,,,,,,26.63,4
3.0,0.0,15.0,2.0,,4.47,,4
,2.0,19.0,15.0,,,,4
,15.0,,,5.0,9.43,33.54,
1.0,,,,,,,4
2.0,0.0,10.0,,,,,
3.0,,20.0,,25.0,,,4
4.0,7.0,25.0,15.0,30.0,,,4
,,,,,,31.76,
1.0,0.0,9.0,0.0,,,,4
,,18.0,,28.0,18.03,31.76,4
,,0.0,,,17.09,,4
1.0,,,0.0,,,,
2.0,,,0.0,24.0,,40.25,4
3.0,,,2.0,,6.32,,4
4.0,,,18.0,36.0,,,
0.0,,,1.0,6.0,,42.49,4
,,6.0,0.0,,6.08,,4
,,12.0,,25.0,13.0,42.49,
3.0,,25.0,1.0,31.0,,42.49,
,,,,38.0,19.31,42.49,4
,,,0.0,11.0,17.8,,
,0.0,11.0,,,,,
2.0,0.0,22.0,,32.0,,,
0.0,,,9.0,5.0,,,4
,9.0,5.0,0.0,10.0,,,4
2.0,0.0,,0.0,21.0,,36.24,
,,21.0,9.0,,10.3,36.24,
4.0,9.0,,,,,,4
0.0,,0.0,,,15.23,,
1.0,,,0.0,,7.81,42.49,
2.0,0.0,12.0,,25.0,13.0,42.49,4
,0.0,25.0,,31.0,7.81,,4
4.0,,,19.0,38.0,,,4
0.0,12.0,,,,10.77,26.83,
1.0,,,,,4.47,26.83,4
2.0,0.0,,,,,,
,0.0,,,,4.47,26.83,
4.0,,,12.0,24.0,,26.83,4
,22.0,0.0,,,,32.56,4
1.0,0.0,8.0,,,,,
2.0,,16.0,,,23.41,,4
0.0,,0.0,,9.0,,,4
1.0,9.0,,,,12.73,,
,,18.0,9.0,,,46.86,4
3.0,,,,36.0,22.85,,
,,0.0,,12.0,20.0,39.4,4
,0.0,,,24.0,12.0,39.4,
,0.0,24.0,,36.0,,,4
,,0.0,2.0,,13.6,,
,2.0,4.0,,,,,
2.0,,8.0,0.0,16.0,,,
3.0,0.0,16.0,,,4.47,28.3,
,,,15.0,,,,
0.0,,0.0,3.0,,11.66,27.29,
1.0,3.0,6.0,,12.0,,,
2.0,0.0,12.0,,,6.71,27.29,4
3.0,,18.0,13.0,,,27.29,
,17.0,,6.0,,11.4,26.25,
1.0,,3.0,,6.0,,26.25,4
,,6.0,0.0,13.0,7.0,26.25,4
3.0,,,,16.0,,26.25,4
4.0,6.0,,,,,26.25,
,,,2.0,7.0,13.89,,
1.0,2.0,,,,7.28,,
,,14.0,2.0,21.0,,31.3,
,2.0,,14.0,,13.89,31.3,
0.0,,0.0,,7.0,,,
1.0,4.0,,,,,,
2.0,,14.0,4.0,21.0,,,
,4.0,21.0,16.0,28.0,,32.25,
0.0,,,,11.0,,34.93,
