V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
5.1,0.33,,,0.027,18.0,,0.9893,3.51,0.38,,5
5.0,0.17,0.56,,,,115.0,,3.48,,10.8,
,0.39,0.35,5.9,0.04,82.5,260.0,0.9941,3.12,0.66,10.1,3
6.7,0.21,0.32,5.4,0.047,29.0,140.0,0.995,3.39,0.46,9.7,4
7.0,0.3,0.38,14.9,0.032,,181.0,0.9983,3.18,0.61,9.3,5
7.0,,,,0.032,,181.0,,3.18,,9.3,5
6.5,,0.32,1.1,,,66.0,0.9916,3.1,0.46,10.6,3
6.1,0.55,0.15,9.8,0.031,,,,3.36,0.47,10.2,
7.3,0.24,,,0.021,20.0,69.0,,3.08,,12.2,4
,0.37,0.51,11.8,0.044,,,0.9976,3.19,,,3
6.8,,0.12,1.3,,87.0,168.0,,3.18,0.41,10.0,3
8.2,,0.42,1.8,0.031,,93.0,,,0.39,,
6.3,,0.4,,,,107.0,0.9917,3.46,0.5,,4
5.9,0.26,0.27,,,,168.0,,,0.44,9.4,3
,0.19,0.42,2.9,0.032,32.0,83.0,,3.3,,11.7,4
,0.2,0.4,1.5,,35.0,107.0,0.9917,,0.5,11.4,
6.8,,,11.8,0.044,62.0,163.0,0.9976,3.19,0.44,,3
,0.35,0.07,1.4,0.069,,108.0,0.9934,3.23,,9.2,
7.1,,,,0.046,55.0,252.0,1.0,3.07,0.56,8.7,3
6.8,0.22,0.31,6.3,0.035,33.0,,,3.24,0.66,12.6,
6.8,0.27,0.12,1.3,0.04,,,0.992,3.18,0.41,10.0,3
,0.28,0.34,,,,,,3.39,0.39,,
6.9,0.49,0.24,1.2,,13.0,125.0,0.9932,,0.51,,3
6.3,0.14,0.39,1.2,,,,,3.26,,10.3,
,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,3.09,0.39,11.4,
7.2,0.25,,18.95,0.038,,155.0,0.9999,2.97,0.47,9.0,4
,0.28,0.36,,0.04,,,,,0.79,9.6,4
7.2,0.19,0.39,1.2,,,85.0,0.9918,3.16,,10.5,3
7.2,0.19,0.39,,0.036,32.0,85.0,,3.16,0.5,10.5,3
7.2,0.25,0.39,18.95,0.038,42.0,,0.9999,2.97,,,4
7.3,0.28,0.36,12.7,0.04,,,0.998,3.3,0.79,9.6,
7.4,0.21,,,,,,0.9927,3.19,,,4
6.8,0.26,0.22,,0.047,,210.0,0.9959,3.1,,9.0,3
7.4,0.21,,1.2,0.041,27.0,99.0,0.9927,3.19,0.33,9.8,4
7.4,0.31,0.28,1.6,0.05,33.0,137.0,,3.31,0.56,10.5,4
7.0,0.22,0.31,2.7,,,136.0,0.9898,3.16,,12.7,
7.0,,,,0.045,,222.0,,3.25,0.54,,4
,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,,0.54,10.4,4
7.0,0.21,0.28,,0.045,37.0,221.0,,3.25,0.54,,4
6.9,,0.38,8.3,,47.0,,0.9954,3.34,0.52,,5
7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,3.25,0.54,10.4,
7.0,0.21,0.28,8.6,0.045,37.0,221.0,,3.25,0.54,10.4,
6.8,,0.5,13.3,,,194.0,0.9974,3.09,0.45,9.4,3
7.8,0.21,0.27,1.2,0.051,20.0,,,,0.46,9.1,
7.1,,0.47,13.6,0.056,54.0,,0.9978,,0.49,,3
,0.29,,13.3,,48.0,194.0,0.9974,3.09,0.45,9.4,3
,,,,0.048,19.0,,0.9927,3.21,,9.8,
,,0.34,,,73.5,214.0,0.9934,3.18,,9.9,
7.2,0.55,0.09,1.5,,16.0,151.0,0.9938,,0.57,9.2,
7.0,0.23,0.36,7.1,0.028,,,0.9922,3.35,0.47,12.1,6
6.9,0.2,0.37,6.2,0.027,24.0,97.0,,3.38,0.49,12.2,5
,0.28,0.32,2.5,0.042,23.0,218.5,0.9935,3.27,0.6,9.8,
6.6,,,1.4,0.035,49.0,,0.9906,3.35,0.64,12.4,6
7.4,0.155,0.34,2.3,0.045,,214.0,,3.18,0.61,9.9,5
6.2,0.35,0.04,1.2,,,108.0,0.9934,3.26,0.54,9.2,3
6.7,0.22,0.37,1.6,0.028,24.0,102.0,0.9913,,0.59,11.6,5
6.1,0.38,0.2,,0.033,25.0,137.0,,3.3,,,4
6.0,0.25,,2.2,0.026,,126.0,0.9898,,0.65,,6
6.6,0.52,,12.2,0.048,54.0,245.0,0.9975,3.26,0.54,9.3,4
6.9,,0.36,,0.031,40.0,139.0,0.9975,,0.33,11.0,
7.1,0.32,0.32,11.0,,,,0.9937,3.24,0.4,11.5,1
,0.28,0.27,,0.054,30.0,156.0,0.9914,3.53,0.42,12.4,3
6.5,0.41,0.24,14.0,0.048,,113.0,,,0.53,9.8,4
6.5,0.41,,14.0,0.048,,,0.9982,3.44,0.53,9.8,4
6.4,0.28,,1.6,0.052,34.0,127.0,0.9929,,0.56,,
,,0.2,9.9,0.07,,174.0,,,0.54,9.1,
,0.2,,1.2,0.038,34.0,128.0,0.9921,3.24,,10.1,3
5.9,0.46,,,0.042,,,0.9931,3.46,,,5
6.0,,0.27,1.6,0.046,32.0,113.0,0.9924,,0.51,10.5,5
6.4,0.28,0.29,1.6,0.052,34.0,127.0,,3.48,0.56,,5
6.4,,,14.0,0.048,24.0,113.0,,,0.53,9.8,4
6.3,0.23,0.31,,0.022,,,0.9892,3.3,0.4,12.9,5
7.1,0.21,0.27,8.6,0.056,26.0,111.0,,2.95,,9.5,
6.0,0.37,,,0.053,31.0,218.5,0.9924,3.29,0.72,,4
,,0.35,9.1,0.059,83.0,249.0,0.9971,,,,3
7.1,,0.27,,,26.0,,0.9956,2.95,0.52,9.5,3
7.0,,0.29,15.2,0.047,40.0,171.0,,3.22,0.45,9.3,3
5.9,0.25,0.19,12.4,0.047,50.0,,0.9973,,0.38,9.5,
6.8,0.32,,2.2,,15.0,,0.9932,3.17,0.39,9.4,4
7.2,,,11.0,0.047,66.0,,0.9976,,0.5,8.7,3
,0.21,0.58,10.0,0.081,34.0,126.0,0.9962,,0.46,8.9,3
7.0,0.14,,9.0,0.039,,,0.9956,3.22,0.43,,4
6.8,0.32,,2.2,,,,0.9932,,0.39,,
7.2,0.39,,,,,178.0,0.9976,3.16,0.5,8.7,3
7.2,,0.53,18.15,,59.0,182.0,0.9992,3.09,0.52,,3
8.6,0.37,0.7,,0.039,,158.0,,3.0,0.73,,4
,0.38,0.34,,0.036,34.0,,,3.14,0.76,10.0,3
6.6,0.24,0.29,2.0,0.023,,86.0,0.99,3.25,0.45,,4
7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,,0.48,9.6,5
,0.16,0.22,4.5,0.03,,,,3.24,0.36,9.4,4
7.0,0.24,0.51,11.0,,,227.0,0.9965,,0.61,,3
7.4,,0.36,,,42.0,,0.9893,2.99,0.39,12.4,5
7.0,0.22,,1.5,,29.0,115.0,0.9927,3.11,0.55,10.5,
,0.55,,1.7,0.073,21.0,165.0,0.994,,,9.2,4
,0.22,0.33,1.7,,,164.0,,3.32,0.56,10.4,4
6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6,9.2,3
,0.36,0.41,,0.047,45.0,104.0,0.9917,3.33,0.51,10.6,
5.8,,,13.3,0.044,,137.0,0.9972,,0.42,9.5,3
6.7,,0.34,,0.043,31.0,,0.9964,,0.6,9.2,3
,0.37,0.3,6.6,0.346,79.0,200.0,0.9954,,0.58,9.6,3
6.2,,0.38,1.5,0.028,36.0,117.0,0.993,3.47,0.54,9.7,
6.0,0.16,0.37,1.5,0.025,43.0,117.0,0.9928,,0.51,9.7,4
6.6,0.34,,1.3,,,,0.9916,3.1,0.42,10.7,4
7.4,0.29,,,0.045,53.0,180.0,,,0.68,10.5,4
7.4,,,7.6,,,,,3.13,0.45,8.9,4
7.0,0.28,0.36,1.0,,8.0,70.0,,3.09,0.46,,
,0.23,0.39,1.6,0.032,12.0,65.0,0.9898,,0.4,12.7,5
,0.19,0.26,8.9,,42.0,,0.996,3.18,0.46,9.9,4
6.3,0.19,,1.8,0.022,28.0,158.0,0.9907,,0.64,11.4,4
,0.2,0.38,,0.04,27.0,103.0,,3.37,0.58,10.7,4
,0.44,,,0.025,28.0,173.0,0.9913,,,12.5,4
,,0.62,,0.041,70.0,189.0,,,0.49,,2
6.8,,0.32,1.6,,43.0,147.0,,3.29,,12.5,4
5.7,0.335,0.34,1.0,0.04,13.0,,0.992,,0.66,10.0,3
7.2,0.4,0.62,10.8,0.041,70.0,,,3.08,0.49,,2
7.2,0.28,0.54,,0.045,54.0,200.0,0.999,,0.49,9.5,4
6.8,0.19,0.58,14.2,0.038,51.0,,0.9975,,0.48,9.6,4
,0.3,0.3,2.25,0.038,,,0.9937,3.2,,9.9,4
,,0.29,2.25,0.037,8.0,210.0,0.9937,3.19,0.62,9.9,
7.8,0.18,0.31,12.2,0.053,46.0,140.0,,,,,4
,,,12.2,0.053,46.0,,0.998,,0.53,,4
7.3,0.51,0.26,,0.09,7.0,,0.9944,,,8.8,3
6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,,0.54,10.0,5
5.9,,0.28,3.5,0.039,55.0,152.0,0.9907,3.44,0.44,12.0,4
,,0.27,,0.048,,170.0,,3.64,,10.0,
6.7,0.27,0.12,1.3,0.041,,138.0,0.9921,3.21,0.42,10.0,
7.8,,,1.8,,8.0,167.0,0.9908,3.11,,12.1,
7.3,0.26,0.36,,0.04,31.0,141.0,0.9931,3.16,0.59,,4
,0.36,,1.4,,27.0,,0.9915,,0.33,,
7.8,0.28,0.32,9.0,0.036,,,0.9952,3.17,0.39,,5
6.1,0.31,0.26,2.2,0.051,28.0,,0.9926,,0.47,,
,0.18,0.37,1.6,,,154.0,,3.08,0.45,9.1,3
7.4,0.15,0.42,,,49.0,,,3.0,,,4
5.9,,0.28,1.9,0.05,,78.0,0.9918,3.43,0.64,10.8,4
7.2,0.34,0.34,12.6,0.048,,41.0,0.9942,3.19,0.4,11.7,3
,0.19,,2.1,0.039,,143.0,0.9942,3.05,0.74,9.8,
,,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,,,
6.9,0.25,0.4,1.3,0.038,,,0.9901,,0.39,11.4,4
,0.36,0.32,,0.033,22.0,,0.9898,,0.38,11.2,4
5.6,,,,0.038,6.0,72.0,0.9902,3.37,,,3
,,0.39,3.3,0.114,24.0,140.0,0.9934,3.09,0.45,9.2,
7.2,0.31,,5.0,0.04,3.0,29.0,0.9906,3.04,0.53,12.5,2
6.1,,0.22,1.8,0.034,32.0,116.0,0.9898,,0.44,12.6,4
5.2,0.36,0.02,,,24.0,104.0,0.9896,3.44,,12.2,4
5.6,0.19,0.47,,0.03,19.0,112.0,0.9922,3.56,,11.2,
,0.1,0.35,,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,
,0.18,0.48,,,64.0,150.0,0.9945,,0.4,9.3,
7.4,,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,4
7.4,0.25,,13.2,0.067,,178.0,0.9976,,,9.0,4
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,4
,,,,0.047,,,0.9987,,,,3
7.9,,0.51,,,54.0,171.0,0.9987,,0.51,,3
,0.25,0.36,13.2,0.067,,,0.9976,3.01,0.48,9.0,
,,0.3,1.5,,,61.0,0.992,3.31,0.54,10.4,3
,,,,0.053,41.0,,0.9955,,0.67,9.5,
,0.31,0.31,9.9,,10.0,,,3.46,0.55,11.4,2
7.2,,0.65,10.4,,76.0,192.0,0.9976,3.16,0.42,8.7,3
5.5,0.35,0.35,1.1,,14.0,167.0,0.992,3.34,0.68,,4
6.7,,,8.7,0.036,29.0,,0.9952,3.22,0.62,,4
6.8,0.28,0.17,13.9,0.047,49.0,162.0,,3.21,0.51,9.0,4
6.4,,0.22,1.4,0.04,,,0.9933,,0.58,10.0,
6.3,0.26,,7.2,0.039,,172.0,0.9958,3.49,,9.7,4
7.7,0.22,,1.9,0.052,10.0,87.0,,,,11.8,4
6.5,0.18,0.31,1.7,0.044,,,0.9928,3.49,0.5,,5
7.2,0.46,0.65,,0.05,76.0,,0.9976,3.16,,8.7,3
7.0,0.3,0.51,,0.05,40.0,168.0,0.9976,3.07,,9.6,5
9.2,,0.34,1.2,,31.0,93.0,,2.93,,,
,0.28,,1.6,0.028,,118.0,0.9901,3.0,,12.1,
,,,,,40.0,168.0,0.9976,,,9.6,
,,0.34,,,32.0,118.0,,3.0,0.38,12.1,5
9.2,0.25,,1.2,0.026,31.0,93.0,,2.93,,,5
,0.35,0.71,12.2,0.046,22.0,,0.9982,2.98,0.65,9.4,3
6.1,0.41,0.24,1.6,0.049,16.0,137.0,,,,,
5.9,0.21,0.24,12.1,,,,0.9969,,0.39,9.5,
7.2,,0.44,4.2,,,144.0,0.991,3.01,,,4
6.7,0.21,0.42,9.1,0.049,31.0,150.0,,3.12,,9.9,
,,,1.6,0.057,39.0,,,3.24,0.48,10.1,3
7.7,0.34,0.27,8.8,0.063,39.0,184.0,,3.09,0.63,9.2,4
7.4,0.3,0.22,1.4,,,135.0,0.9928,3.08,,,5
6.8,,0.3,,0.066,38.0,165.0,0.9945,3.2,0.42,9.1,3
7.8,0.22,0.38,10.3,,28.0,,0.9967,3.12,0.47,10.0,4
7.2,0.35,,12.4,0.051,6.0,,,3.13,,11.5,4
6.0,0.26,0.5,2.2,0.048,,,0.9928,3.08,,,
6.1,,,2.2,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,4
6.5,0.28,0.27,5.2,0.04,44.0,179.0,,3.19,0.69,9.4,
,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,,,8.7,3
,0.28,0.29,2.7,0.038,26.0,,0.9912,,0.41,,
6.7,0.34,,16.3,,44.0,181.0,,3.04,0.56,8.8,3
7.2,,0.34,2.7,,49.0,151.0,0.99,,,12.7,
7.4,0.2,0.33,1.9,0.035,39.0,138.0,,,0.44,11.7,5
,,,1.8,,47.0,185.0,0.9933,3.13,0.5,10.2,4
,0.23,,,,,,0.9933,3.13,0.5,10.2,4
7.1,0.22,,2.8,,48.0,153.0,0.9899,3.15,,,
,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,
6.0,0.38,,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,,5
7.4,0.41,,,,,194.0,,3.05,,8.7,3
5.7,0.18,0.22,,,25.0,111.0,,3.35,,9.4,3
7.3,0.3,0.22,6.4,,44.0,,,,0.35,,4
7.4,0.24,0.22,,0.042,26.0,81.0,,2.86,0.36,9.7,4
,,0.3,,0.046,32.0,134.0,0.993,3.42,0.51,10.1,
,0.24,0.22,,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,4
,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,,
6.1,0.32,,,0.034,37.0,,,3.47,0.5,10.8,5
6.9,0.28,0.27,,0.036,,121.0,0.9926,,0.49,10.8,5
7.0,,,5.8,,25.0,136.0,0.995,3.19,,9.5,4
7.1,0.31,0.5,14.5,,6.0,148.0,,2.94,0.44,,3
,0.2,0.37,1.2,,48.0,,0.992,3.32,0.49,10.9,
6.9,0.41,,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,3
,0.45,0.07,,0.03,10.0,131.0,,2.97,0.28,10.8,3
,0.475,0.06,1.0,0.03,9.0,,,2.97,,10.8,3
6.3,0.27,0.38,,0.051,7.0,,0.9926,3.45,0.5,10.5,5
,0.41,,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,3
7.0,0.29,0.37,,0.034,,127.0,0.9928,3.17,0.44,,4
,0.27,0.29,11.4,,,115.0,,,0.48,10.5,6
6.9,0.19,,1.4,0.036,14.0,55.0,,3.08,0.68,11.5,5
6.7,,0.35,1.4,0.18,,,0.9937,3.11,,,
,,0.4,1.4,,,106.0,0.9914,2.88,,10.8,
6.4,0.45,0.07,,,10.0,,,2.97,0.28,,3
6.4,,0.06,,0.03,9.0,131.0,0.9904,2.97,,10.8,
6.3,0.26,0.49,1.5,,34.0,134.0,0.9924,,0.61,9.8,
6.3,0.26,,1.5,,,134.0,0.9924,2.99,0.61,9.8,
7.3,,,,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,
7.3,0.25,0.29,7.5,0.049,,158.0,0.9965,3.43,0.38,9.6,3
,0.28,0.25,17.75,,48.0,,0.9993,,0.48,9.5,
,0.37,0.35,5.7,0.061,12.0,94.0,0.9965,3.48,0.69,,4
6.5,0.36,0.28,,,29.0,119.0,,,,12.4,6
,0.24,0.4,4.3,0.032,,95.0,0.992,3.09,0.39,11.1,
7.5,0.23,0.68,11.0,,37.0,,0.9978,2.99,,8.8,3
7.5,0.21,,10.9,0.045,38.0,133.0,,,0.36,8.7,3
7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,,8.7,3
,0.23,0.68,,,37.0,133.0,,2.99,0.38,8.8,
7.8,,,2.4,0.037,,,,3.21,0.65,,5
7.8,0.26,,,0.051,,195.0,,3.23,0.5,10.9,
7.7,0.24,0.27,1.8,0.051,52.0,190.0,,,0.5,10.8,4
7.4,0.19,0.3,1.4,0.057,,135.0,0.993,3.12,0.5,,4
6.5,0.46,0.41,,0.084,,222.0,,3.18,,9.0,
6.5,,0.43,,0.083,50.0,,0.9965,2.85,0.5,9.0,
,,0.12,6.6,0.043,,,0.9937,,,10.4,4
7.2,0.24,0.34,1.1,,3.0,64.0,,3.23,0.51,11.4,3
,0.36,0.06,1.4,,27.0,,,3.26,,,
,,0.29,13.3,0.039,,,0.9952,3.33,0.46,11.0,6
7.6,,,10.4,0.096,22.0,177.0,,3.32,0.45,9.1,2
7.0,0.32,,,0.048,31.0,,0.9957,,0.62,,
,,,6.2,,,228.0,0.9957,3.23,0.62,9.4,4
5.8,,0.33,1.2,0.036,,99.0,0.9916,,0.6,10.5,
7.0,0.23,0.42,18.05,,35.0,144.0,0.9999,3.22,0.42,8.8,3
7.0,0.23,,18.05,,35.0,144.0,,,0.42,8.8,3
6.9,,0.33,4.8,,16.0,131.0,0.9936,3.26,,10.7,4
,0.29,0.2,12.6,,,187.0,0.9972,3.33,,9.5,3
6.1,,0.28,4.5,,,150.0,,,0.49,10.9,4
5.9,,0.25,4.5,,34.0,,0.9934,3.49,0.51,,
6.2,0.17,0.28,4.7,,39.0,,0.9931,3.41,0.46,10.8,5
,0.28,,11.9,0.053,,,,3.1,,9.2,
5.6,0.35,,5.0,0.046,,198.0,0.9937,3.3,,10.3,3
5.8,0.335,0.14,,0.046,,197.0,,,0.71,10.3,3
5.6,0.235,0.29,,0.047,,127.0,0.991,,0.5,,
6.1,0.28,0.25,12.9,,,,0.9979,3.25,0.43,9.0,2
6.3,0.21,0.33,13.9,0.046,68.0,179.0,0.9971,3.36,0.5,,
6.4,,,,0.05,34.0,,0.9969,3.31,0.45,9.5,3
,0.24,0.29,11.4,0.051,32.0,,0.9968,3.31,,,
,0.26,0.25,7.8,,,,0.9961,3.24,0.41,,3
6.5,,0.72,1.1,0.061,7.0,151.0,,,0.57,9.5,2
7.4,0.105,,12.2,,,,0.9973,3.16,0.37,,4
6.0,,0.12,5.9,,34.0,190.0,,,,,3
7.1,0.26,,14.4,0.067,35.0,189.0,0.9986,,,9.1,
,0.26,,14.4,,,189.0,,3.07,0.53,9.1,
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,,,5
,0.26,,,,35.0,,0.9986,3.07,,9.1,5
5.9,0.24,,,0.053,,134.0,0.9972,3.34,,9.5,4
6.5,0.21,,2.5,0.048,70.0,138.0,0.9917,3.33,0.75,11.4,5
7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,,0.42,,4
9.0,0.27,0.35,4.9,0.028,,,0.9932,3.04,0.4,,4
7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936,3.25,0.44,,3
6.6,0.27,,3.1,,41.0,188.0,0.9915,3.24,0.4,,
,0.29,,,,122.5,,,3.15,0.47,,2
7.1,0.28,0.26,,0.049,,86.0,0.9934,3.15,,9.4,3
,0.25,0.34,14.0,0.032,47.0,,,3.37,0.5,,
7.0,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,,0.47,9.2,
7.1,0.28,0.26,,0.049,12.0,86.0,,3.15,0.38,9.4,3
7.1,0.17,,7.4,0.052,49.0,182.0,0.9958,,0.52,9.6,
7.8,0.28,,1.4,0.056,24.0,130.0,0.9944,3.28,0.48,9.5,
,0.22,,,0.036,38.0,195.0,,3.35,0.72,12.5,4
7.1,0.17,,7.4,0.052,,182.0,0.9958,3.35,0.52,9.6,
,0.14,0.25,1.3,0.047,,173.0,0.9925,3.35,0.46,,
6.4,0.24,0.5,11.6,0.047,60.0,211.0,0.9966,3.18,0.57,,3
7.8,0.42,,9.2,0.058,34.0,199.0,,3.14,0.55,9.3,4
,0.28,0.36,1.7,0.038,22.0,101.0,0.9912,,0.57,11.6,4
7.1,0.32,,14.5,0.039,46.0,150.0,0.995,3.38,0.5,12.5,6
6.7,,0.3,2.1,0.038,18.0,,0.9928,3.36,0.63,10.6,4
,0.32,,10.7,0.047,57.0,206.0,0.9968,,,9.4,3
,0.28,,,0.056,,,0.9955,3.19,0.4,,4
5.9,0.29,,,,48.0,224.0,0.9981,3.23,0.41,9.0,4
,0.32,0.38,4.75,0.033,23.0,,0.991,3.42,,11.8,
5.8,0.32,0.38,4.75,,23.0,,0.991,3.42,0.42,11.8,5
5.7,0.32,,,,23.0,,0.991,,0.42,11.8,5
6.7,,0.14,,0.043,,159.0,0.992,,0.39,10.0,3
6.8,,,,0.058,12.0,,0.9931,3.06,0.47,,
5.9,,0.25,11.3,0.052,,165.0,0.997,,0.44,,4
6.4,0.27,0.32,4.5,0.24,61.0,174.0,,,0.48,,3
8.1,0.46,0.31,1.7,0.052,50.0,,0.9923,3.03,0.42,11.2,3
6.2,0.36,0.26,13.2,0.051,54.0,201.0,0.9976,3.25,0.46,9.0,3
6.8,0.22,0.35,5.5,,,,0.9938,,0.53,10.7,5
6.8,0.67,,,0.29,22.0,193.0,0.9984,,0.67,9.0,2
,,0.3,10.7,0.044,61.0,222.0,0.9972,3.14,,9.1,4
6.7,0.17,,2.0,0.039,34.0,,0.9922,3.26,,,
6.9,0.2,0.34,,0.043,25.0,136.0,0.9935,3.31,,,2
6.1,,0.16,,,36.0,198.0,0.9944,,0.62,,4
,0.36,,6.3,,36.0,,0.9942,,0.62,9.8,
5.9,0.37,,,,34.0,185.0,0.9944,3.17,0.63,,
,0.29,,17.5,0.041,,225.0,0.9997,3.16,,9.5,4
,,0.28,14.7,0.047,49.0,198.0,0.9977,3.23,0.46,9.5,3
6.7,0.19,0.34,1.0,0.022,22.0,,0.9912,3.23,0.57,11.1,4
7.5,,,,0.039,62.0,204.0,0.9982,3.06,,9.5,3
7.5,0.31,,14.8,,62.0,,,,0.6,9.5,
7.4,0.31,0.48,,0.042,,204.0,0.9983,,,9.4,3
8.4,0.4,0.7,13.1,,29.0,,0.998,,0.64,,3
5.9,0.34,0.22,2.4,,,,,3.41,0.78,13.9,5
6.6,0.38,0.18,,,20.0,84.0,0.9927,3.22,0.45,10.1,2
6.4,0.33,0.28,1.1,0.038,30.0,,0.9917,3.12,,10.5,4
5.6,,0.26,,,,115.0,0.9904,3.42,,12.6,
,0.27,0.46,6.1,0.032,13.0,,0.993,2.89,0.34,10.9,
,0.31,0.21,6.3,0.041,,,,3.15,0.6,,3
,0.18,0.45,4.4,,57.0,166.0,0.9943,,0.62,,4
7.7,0.2,0.44,13.9,0.05,,,0.99855,3.11,0.48,,4
,0.47,,,0.044,13.0,98.0,,3.14,0.46,9.2,3
6.1,0.25,0.24,12.1,,,172.0,0.998,,0.45,9.5,
8.2,0.27,,,0.035,,128.0,,,,12.3,4
,0.27,0.43,1.6,0.035,31.0,,0.9916,,0.5,12.3,
6.4,0.31,0.39,7.5,,,213.0,,,0.43,10.0,3
,,0.26,2.7,0.038,39.0,187.0,,3.41,0.5,10.8,4
,,0.27,,,41.0,150.0,,3.49,,,
7.7,0.42,0.31,,0.048,,221.0,0.9969,3.06,0.61,9.2,4
,0.27,0.41,18.75,0.042,,157.0,1.0002,,0.5,,
6.2,0.21,,1.7,0.038,,150.0,0.9933,3.49,,10.5,5
7.4,,0.5,,0.042,35.0,127.0,,,,10.2,5
,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,,8.9,3
6.0,0.3,0.44,1.5,,15.0,,0.99455,3.5,0.52,10.4,3
6.9,0.31,,,0.032,,128.0,,3.37,,11.7,4
6.6,0.33,,,0.02,29.0,,,,,,6
7.8,,0.4,1.8,,23.0,,0.9914,3.14,,10.9,5
6.4,,,,,,136.0,0.99225,,0.46,10.2,3
6.4,0.24,0.31,2.8,0.038,41.0,114.0,,,0.66,11.7,
7.0,,0.34,8.0,0.057,19.0,101.0,,2.99,0.59,9.4,
6.4,,0.31,5.3,0.043,42.0,,,,0.47,10.5,
6.0,0.33,0.27,0.8,0.185,12.0,,0.9924,,0.62,9.4,3
6.5,,0.33,,,25.0,,,3.35,0.56,,4
6.2,0.25,,10.0,,78.0,240.0,,,,9.5,
8.8,0.28,,6.0,0.022,,,0.9934,,,11.1,
,,0.3,14.4,,40.0,183.0,0.998,,0.5,9.1,4
,,0.25,,,,191.0,0.9971,3.28,0.61,9.2,3
6.4,0.25,,5.5,,,129.0,0.9948,,0.49,,
,0.25,,14.4,0.052,40.0,183.0,,,0.5,9.1,
,0.38,,9.8,0.04,28.0,191.0,,,0.61,9.2,
7.1,,0.31,3.8,,40.0,,,3.17,0.39,10.8,5
6.4,,0.3,,,15.0,129.0,0.9948,,0.49,9.6,4
6.9,,0.4,,0.022,,19.0,,3.31,0.37,,1
,0.2,0.3,1.5,0.031,21.0,,0.99115,,0.55,11.0,
7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,,
,0.26,0.25,12.5,0.034,38.0,,0.9977,3.33,0.43,,
7.4,0.38,0.27,7.5,0.041,,,0.99535,3.17,0.43,,3
7.4,0.2,,2.1,,34.0,113.0,,3.26,0.55,12.2,
7.0,0.21,0.34,8.5,,31.0,253.0,0.9953,3.22,,,
,0.29,0.4,7.6,0.024,,,,3.04,,,4
,0.18,,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,4
7.3,,,,,51.0,,0.9928,,0.32,11.4,
7.2,0.29,0.4,,,56.0,,,3.04,0.32,11.5,4
,0.2,,,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,4
,,0.42,14.0,,,160.0,,3.16,0.5,9.4,
7.0,0.21,0.34,8.5,0.033,,253.0,0.9953,3.22,,10.5,4
5.9,0.35,0.47,,0.11,14.0,138.0,0.9932,3.09,0.5,9.1,3
7.1,0.28,0.44,,,,107.0,0.9907,3.25,,12.2,5
,,0.28,,0.056,45.0,175.0,0.99755,,0.43,9.5,3
6.8,,0.37,15.2,,68.0,178.0,0.99935,3.4,0.85,,4
7.1,0.14,0.4,,0.051,55.0,,0.9932,3.3,0.96,9.8,5
,0.13,0.4,1.2,0.047,54.0,,0.9932,3.3,0.97,9.8,5
6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,,9.8,
7.0,0.2,,,,,173.0,,,,9.8,4
6.8,,0.49,,0.057,,247.0,1.00055,,0.56,,3
,0.44,,18.6,0.039,38.0,128.0,0.9985,3.37,0.57,10.2,4
6.3,0.3,0.28,5.0,,36.0,168.0,0.99505,3.22,,9.5,4
,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,,11.0,4
6.7,0.5,,13.4,,81.0,,0.9988,,0.44,9.2,
6.8,0.2,0.36,1.6,,7.0,,0.99175,,,10.9,4
,,0.34,8.8,0.043,41.0,113.0,,3.42,0.4,,
