V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
,,,18.3,0.046,40.0,142.0,1.0,3.3,0.41,,3
6.8,,0.31,18.3,,,142.0,,,0.41,,
6.8,0.35,,,,,,0.9952,3.14,,9.5,3
7.9,,,10.3,,73.0,,0.9969,,,9.5,4
7.5,0.29,,,,,,,,,,4
7.5,,0.67,8.1,,,,0.9966,2.9,0.41,8.9,4
,,,8.6,0.053,15.0,89.0,0.9976,,,9.9,4
,,,,,41.0,,0.99,3.29,0.62,,5
,0.23,,14.1,0.033,,166.0,0.9988,2.72,0.43,9.7,4
,,0.3,7.9,,,118.0,0.9942,,0.34,,3
,0.23,,,,26.0,183.0,,2.93,0.49,,4
,,,,,25.0,106.0,0.9932,,0.55,10.4,
,,,10.3,,73.0,,0.9969,,,9.5,
7.5,,0.67,8.1,0.037,,,,,0.41,,
6.0,0.28,0.35,,0.037,,,0.9933,3.16,,,3
,,,2.7,,,,0.9916,3.12,0.59,12.0,
,,0.36,,,26.0,98.0,,2.93,0.59,,
7.6,,,,,,,,3.21,,,
6.6,0.25,,8.1,,,,,,,,3
,0.18,0.26,,,,71.0,,,0.74,9.9,
,,0.27,8.5,,,,0.9939,2.96,0.46,11.7,
8.3,0.23,,2.1,0.049,21.0,,,,0.5,9.6,4
,0.43,,,,27.0,,0.9906,3.0,0.37,,
,0.36,0.36,,0.038,,,,2.93,,12.5,
6.6,0.25,,8.1,,,180.0,,,,9.2,3
,,0.26,,,,,,,0.74,9.9,4
6.6,0.35,0.29,,0.044,,177.0,0.9991,,,,
7.3,0.22,,13.7,0.049,56.0,,0.9994,,,9.0,
,,0.33,11.1,0.052,,,0.9976,3.03,0.49,,5
,,,9.3,0.062,,,0.9966,,,,
,,,,,27.0,,,,0.41,9.4,3
,,,,0.028,10.0,,0.9923,,,,
7.6,,,,,,106.0,,,,10.4,
6.3,0.2,,1.4,0.204,,,,3.16,,10.0,
6.3,0.22,0.57,,0.208,14.0,,0.9932,,0.43,,4
7.1,0.25,0.28,1.6,,,,0.9926,,,,
7.0,0.27,0.32,,,,,0.9938,3.23,,11.4,
,0.34,0.33,,,46.0,172.0,0.9966,,,,
9.2,0.27,,10.5,,,,,,,,
7.1,0.49,,,,146.5,307.5,,3.24,0.37,11.0,1
,0.71,0.23,,0.042,15.0,,0.9948,2.89,,,
,0.47,,,,,182.0,0.9964,,,,3
,0.28,0.36,,,,87.0,0.9924,3.23,0.66,10.3,
,,0.33,9.7,0.036,46.0,172.0,0.9966,,,10.2,
9.2,0.27,0.34,10.5,,,228.0,0.9974,,,,4
7.3,,0.27,4.6,0.08,,172.0,,3.23,,11.1,5
,,,,0.031,27.0,84.0,0.9928,,0.34,9.9,3
6.8,,0.32,,0.052,,,0.9959,,,9.0,
8.3,,0.57,,,35.0,256.0,,2.93,,,
6.8,,0.32,,0.052,35.0,143.0,,,,,3
8.3,0.36,,15.0,,35.0,,1.0001,,0.64,8.6,3
,,,,0.041,,195.0,0.9968,3.18,,9.5,3
6.0,,,1.1,,61.0,197.0,,3.02,,,
,0.26,0.3,7.8,0.049,39.0,152.0,,,0.58,,4
6.4,,,,,,,,3.6,,9.0,4
,,0.42,,,,197.0,,,,,
7.2,,0.31,1.4,0.046,37.0,135.0,,3.34,0.57,10.2,5
,0.31,,,0.054,29.0,,0.9952,3.04,,9.6,3
,0.25,,,,,219.0,0.9996,2.96,,9.7,
9.9,1.005,0.46,,,,,,3.02,0.49,10.2,
,0.31,0.36,,0.028,29.0,142.0,,,0.34,,
8.1,0.24,,4.3,0.044,49.0,,0.996,3.37,0.74,,
8.0,,0.13,17.2,0.036,49.0,,,,0.46,9.7,
,,,11.1,0.063,,,0.9973,,,,3
7.2,0.15,,,,,63.0,0.9937,3.37,,,3
7.0,,0.32,7.2,0.058,,89.0,0.9966,,,,4
,,,16.6,0.056,53.0,,1.0017,2.96,0.58,,
8.5,,0.31,1.0,,13.0,91.0,0.993,,0.37,10.1,3
8.5,0.17,,1.0,0.024,13.0,,,2.79,,,
9.5,0.21,0.47,1.3,0.039,,123.0,,,,,
8.2,,0.48,,0.041,,,0.9958,3.17,0.57,,
,,,,0.056,,,1.0017,,,,
6.8,0.31,,,0.046,,,,3.19,0.46,,3
,,0.28,13.3,0.076,,163.0,0.9979,3.03,,8.6,4
,0.21,0.3,8.1,0.047,,114.0,,3.12,,10.5,4
,,,,,,186.0,,3.09,,9.5,
,,0.31,1.4,0.047,,,0.9934,3.43,0.53,,
,,0.3,,,49.0,164.0,,3.53,,,5
8.3,0.49,,,,32.0,,,,,,
6.3,,,,0.03,,164.0,0.9927,3.53,0.79,11.7,5
,,,,0.086,37.0,,0.9963,,0.42,,
,,0.26,,0.084,,139.0,,,,,
,,0.26,,0.084,33.0,139.0,,3.17,0.39,,3
,0.27,0.35,7.8,0.048,76.0,197.0,,,0.43,9.5,4
,,0.37,7.0,,35.0,,0.9973,3.57,,,
,,0.27,6.3,0.048,,143.0,,,,,4
,,,,0.044,23.0,,,,,10.5,4
,,,12.8,,,184.0,0.9984,,,,
,,0.3,14.2,,53.0,,,,,,
7.6,0.2,0.3,,0.056,,,0.999,3.14,,8.9,
,0.2,0.3,14.2,,53.0,212.5,,,0.46,,6
,0.2,,,0.056,,212.5,,3.14,0.46,,
,0.2,,,,,,,3.14,,,
,0.19,,16.65,,,,1.0006,3.2,,,4
,0.16,0.41,1.9,,,151.0,,,0.53,10.1,
,0.22,,7.7,,57.0,,,3.12,,10.0,3
,0.22,0.32,,,,,,3.11,0.53,,4
,0.33,,3.3,,30.0,,,3.08,,,5
6.4,,0.27,1.1,0.054,,,,3.24,,9.1,2
7.6,0.2,0.3,14.2,0.056,,212.5,0.999,3.14,0.46,,
,,,6.3,,,103.0,,3.5,0.44,,3
7.4,0.3,0.22,5.25,,,180.0,,,,11.6,
,0.28,0.33,14.6,,47.0,,0.9994,3.34,,,
8.4,0.2,,11.8,0.055,,170.0,,,,,4
,0.28,0.33,,0.043,,,0.9994,,,,4
,,,,,51.0,170.0,,3.34,0.82,,
8.4,,0.38,,,,,,3.34,0.82,8.9,
7.3,0.18,0.31,17.3,0.055,32.0,,,,,,4
6.8,0.31,,1.4,0.04,56.0,,,,0.46,,3
6.7,,,,0.038,,147.0,,3.18,,10.0,3
7.6,0.17,,1.6,,43.0,,,3.36,,,
,0.3,0.22,,,33.0,180.0,0.9926,,,,
,,0.31,2.4,0.043,58.0,,0.9941,3.42,,10.6,4
,,,,0.043,47.0,,0.9994,3.34,,8.8,
8.4,,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,,,
5.6,,,,,,84.0,,3.34,0.58,,
,0.15,0.39,,,,159.0,0.9948,3.52,,10.0,3
8.0,,,,,27.0,,,,,,
7.0,0.25,0.56,,,20.0,,,,0.53,,4
7.2,,,1.8,,21.0,,0.9948,3.52,,,
,0.18,,1.4,,37.0,160.0,,3.37,0.45,11.1,
,,,16.7,0.046,,133.0,0.9979,,,,
9.0,0.55,,8.1,,,71.0,0.993,,,,
6.9,,0.39,,0.028,,84.0,,,0.66,,4
6.3,0.41,0.33,,0.023,28.0,,0.991,,0.38,12.5,5
,0.55,,,,14.0,71.0,0.993,,0.36,11.8,3
7.0,0.2,0.34,2.1,0.049,,,,3.25,0.46,,
6.6,,,16.7,,38.0,,0.9979,3.22,,,
7.7,0.26,,,,36.0,,0.9937,3.19,,,4
,0.21,,,,46.0,,0.9928,3.23,,10.1,4
,,0.39,,,45.0,,,3.11,0.53,,
,,0.28,,,,,0.9928,3.23,,,
8.0,,0.4,12.4,0.168,,190.0,,3.07,,9.2,3
,0.3,,1.3,,44.0,,,3.08,0.42,,
6.4,0.26,,1.7,,,,,,0.54,10.1,3
,,0.15,8.1,,51.0,180.0,0.9958,3.13,,8.9,
,,,,,33.0,,,,0.45,,
7.6,,,,,,,0.9965,,0.53,9.2,4
,,0.41,2.3,,,145.0,0.9951,,,,4
,0.29,0.26,6.5,,,,0.9944,,0.47,10.7,3
,,,,0.024,29.0,,,3.24,0.54,,
,0.23,0.33,12.7,0.049,,183.0,0.9987,3.41,,,3
7.9,0.35,0.36,,,,124.0,0.9928,3.25,0.48,11.0,3
8.8,,0.28,1.1,,,,0.9926,,,,
5.7,0.27,,,0.046,20.0,,,,,,4
7.6,0.29,,,0.042,,,0.9944,,0.47,,3
,,,,0.029,22.0,104.0,,,0.44,,3
8.7,0.24,0.35,,,11.0,,,,,10.6,
,0.3,0.45,,0.032,,212.0,0.997,,0.59,9.5,4
,,,4.6,,,,,,,,3
5.6,,0.27,,0.028,,104.0,,3.34,0.45,9.2,4
7.4,0.18,0.34,,0.03,30.0,107.0,0.992,2.97,,,4
,,,12.6,0.034,,115.0,,3.28,0.63,9.9,
,0.24,,,0.042,,,,,0.38,10.6,3
8.3,,0.43,9.2,,,126.0,0.9982,,0.47,9.3,
,0.34,0.44,,0.052,28.0,,,,,,
6.8,,,7.0,,,155.0,,,0.42,,3
,,0.24,8.45,,,172.0,0.9958,3.39,,,5
,0.23,,,,,123.0,,,,9.7,1
,,0.27,,0.042,,,,3.3,,,3
6.8,,,18.15,,41.0,146.0,1.0001,,0.36,,3
8.6,,,,0.026,,,0.9918,3.01,,,3
8.6,,,,0.026,19.0,101.0,,3.01,,,3
7.3,,,,0.029,,,0.9931,3.07,0.26,,4
,,0.27,18.15,,41.0,146.0,1.0001,,0.36,8.7,3
,,0.31,,,,,,3.36,,,
,0.29,,,0.044,45.0,,0.9966,3.12,0.47,9.0,3
5.7,0.46,,,0.04,31.0,,0.9932,,0.47,8.8,
,,,,,58.0,223.0,,3.22,,,3
6.7,0.23,0.33,,0.036,,,0.9925,3.32,,10.8,
6.9,0.17,,,,,132.0,,,,11.4,
,,,,0.049,,,,,,10.3,
6.6,,0.28,4.9,,,,0.9952,,0.75,,4
7.8,,0.28,1.8,,,127.0,,,,9.9,3
7.7,0.28,0.29,,,25.0,142.0,,3.16,,10.2,
7.6,0.29,0.29,4.4,,,146.0,,3.16,0.39,10.2,3
,0.32,0.18,1.4,,,,0.9906,,,,
7.1,0.33,,1.6,0.03,25.0,,,,0.34,,5
7.3,0.34,0.3,,,,,,3.26,0.51,,
6.5,0.19,,5.2,0.04,31.0,140.0,0.995,,,,
,0.23,,5.6,,,,,3.27,,9.5,3
6.6,,0.29,5.3,,57.0,,0.9953,,0.79,,3
6.6,,0.28,,,51.0,,,,0.75,,
,0.18,,,0.049,,123.0,,,,,
6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,,3
,,0.39,2.1,,,198.0,,3.52,,,4
5.9,,0.3,,0.042,,,,3.68,,10.5,
7.4,0.45,,,,17.0,117.0,0.9962,3.32,0.41,,2
6.8,0.36,0.32,,0.039,10.0,124.0,0.9948,,,,3
,,,10.7,,18.0,95.0,,,0.33,,
,,0.32,11.1,,25.0,119.0,,3.15,0.34,,
,,0.32,10.7,,14.0,,,2.85,,,3
,,,,,,150.0,0.9948,,,9.6,
,,0.32,1.6,,47.0,150.0,,3.29,0.76,,4
,0.17,,1.5,,17.0,101.0,0.994,3.14,,9.5,
,0.17,,1.5,0.049,48.0,153.0,0.9942,,0.58,9.4,4
,0.15,0.3,,0.046,,,,3.22,0.38,,
,,0.32,1.6,,,150.0,,3.29,0.76,,4
7.2,0.25,0.19,,,,,0.9964,3.16,,,
7.2,0.24,,,0.045,53.0,176.0,,3.17,,9.5,3
,,,2.7,0.043,,93.0,0.9932,,0.38,9.2,
,,,15.1,0.052,,136.0,0.9986,,0.35,,3
6.6,0.22,,15.1,0.052,22.0,136.0,0.9986,2.94,,9.4,
,0.28,0.4,,,,,,,0.46,,
,,,6.0,,,,,,,9.1,3
,0.24,0.33,,,,,,,0.4,9.5,
,,0.36,,0.056,,163.0,1.0,3.42,,,
6.0,,0.3,6.7,0.043,43.0,153.0,,3.63,0.46,,3
6.7,,,,0.046,31.0,,0.9983,3.36,0.4,,
,,,2.3,0.042,16.0,85.0,0.9906,3.19,,12.4,4
,0.34,0.3,,0.047,,,0.9981,3.18,0.49,,
,,0.15,,,,128.0,0.9936,,,,3
6.0,0.16,,6.7,,,153.0,,,,,
6.8,,,6.0,,5.0,,,3.19,0.4,9.1,3
,,0.47,,,40.0,234.0,,,,,
,0.24,,,0.048,,141.0,0.9972,3.16,0.48,10.3,4
7.4,0.18,,13.1,,,163.0,1.0,,0.35,,
,,,,0.038,59.0,186.0,0.9969,3.12,,,
,0.22,0.25,17.1,,,,1.0001,3.3,0.37,8.8,3
,,,,,44.0,138.0,,3.3,0.37,,
6.5,,0.25,,0.05,44.0,138.0,,3.3,0.37,8.8,
5.7,,0.15,,,,93.0,0.9934,,0.62,9.9,
,0.23,0.31,,,,,0.9969,3.12,0.55,,
6.5,0.22,0.25,,0.05,,138.0,,,0.37,8.8,
6.8,,0.27,,,19.0,68.0,0.9902,3.14,0.37,,
7.7,0.26,,,0.04,,,0.993,3.21,,10.8,3
,0.2,0.32,3.1,0.041,18.0,126.0,0.9914,3.43,0.42,12.0,
,0.16,,,,,,0.9941,3.2,0.39,10.3,2
6.8,,0.27,,,,,,,,,
,,0.28,4.9,,36.0,109.0,,,0.58,12.2,
,,0.33,,,59.0,,0.998,,0.38,,
,0.25,,,0.076,,,,,0.38,,
,,0.28,,,36.0,109.0,,3.19,,,5
,,,12.15,,,163.0,,3.2,,10.1,3
,,0.28,12.0,,23.0,174.0,,3.31,0.55,,3
9.1,,,1.7,0.062,50.5,,,,,,
5.9,,0.05,,0.054,36.0,,,3.43,,,
6.8,,0.39,1.4,,,115.0,0.9918,,0.72,11.7,3
,,0.24,,0.04,,,0.9923,,,11.0,3
,0.22,0.32,16.9,,,,0.9998,3.37,,,4
,0.22,,,,49.0,,,3.37,,9.6,
,,,2.1,,22.0,,0.9914,2.99,0.68,,
6.8,,,,0.041,,,,,,10.8,
7.2,0.16,,,,,224.0,0.9966,,,,3
7.9,0.18,0.36,,,31.0,,0.995,,,,4
,,,,0.054,,224.0,0.9966,3.38,,,
5.5,,0.32,,0.06,,102.0,,3.27,,,3
7.1,,0.64,13.2,0.056,,105.0,,,,9.2,
,,0.35,15.3,,,117.0,,,,,3
,0.28,,,,,117.0,,3.27,,,
,0.26,,,,64.0,179.0,0.9982,3.1,0.46,9.0,
,0.14,0.32,,0.037,18.0,89.0,0.9924,,,11.5,5
,0.21,,,0.053,53.0,,,3.17,,10.2,
7.2,,0.31,,,,165.0,0.997,,0.42,,4
,0.115,0.3,,,,,0.9954,3.44,0.4,9.6,
,,,15.6,0.04,,,0.9962,,,10.6,
7.1,,0.64,13.2,,,,,3.05,0.39,9.2,3
6.8,0.24,0.34,5.1,0.038,,,0.9921,3.24,0.46,11.8,
7.0,,,3.0,,36.0,,,,0.43,,
,,0.35,,0.056,31.0,117.0,,3.27,0.5,,
,0.22,0.33,2.1,0.052,,,0.993,,,10.6,4
7.5,,0.39,1.9,,,,0.9941,,0.45,10.3,4
,0.93,0.45,,0.052,34.0,187.0,,,,10.2,2
,,0.33,,,33.0,,0.9962,3.11,,,
7.9,,,,,9.0,76.0,0.992,,0.31,,2
,,0.27,4.7,0.031,,,,3.01,0.33,12.0,4
,0.18,0.27,1.3,,,,0.994,,,10.6,
,,,,,6.0,,,,0.34,12.2,2
,0.33,0.38,9.7,0.04,29.0,124.0,,3.47,0.48,11.0,4
,,,,0.03,29.0,,,,,12.4,
,,,,,19.0,115.0,,2.77,,9.4,
,0.25,,,0.031,31.0,,,3.01,0.33,12.0,
8.4,,0.28,,,,130.0,,,0.35,11.6,3
7.0,,,1.8,0.069,15.0,162.0,,3.18,0.47,,
7.0,0.35,,,,,162.0,,,,9.4,3
,,0.3,,,48.5,229.0,,,0.49,,5
7.4,0.19,0.3,12.8,,48.5,229.0,0.9986,,0.49,9.1,5
,,,,,,,0.9986,3.14,0.49,9.1,
7.4,,0.3,,,48.5,,0.9986,,0.49,,5
,0.19,,12.8,,48.5,229.0,0.9986,,,,
6.9,,,,0.042,,117.0,,,0.37,,3
,0.32,,,,43.0,163.0,,3.15,0.54,,3
,0.19,,12.8,0.053,48.5,229.0,0.9986,,,9.1,
,,,,,48.5,,,3.14,,9.1,
,0.32,0.13,,,11.0,,0.996,,,9.2,3
,,,,0.06,,,,,,9.0,5
,0.32,,,,43.0,163.0,0.9999,,0.54,9.2,3
,,,,0.047,33.0,,,,,10.8,
,,,10.1,,29.0,146.0,,3.4,,,4
,0.29,0.25,3.8,0.044,30.0,,0.992,,,,
,0.32,,,0.041,37.0,146.0,0.9963,3.24,,,3
,0.3,,,,,,0.995,3.22,,,3
6.4,0.33,0.24,,,29.0,109.0,0.9956,,0.47,,
,0.18,,11.7,,,,0.997,3.19,0.44,,5
6.5,,0.81,1.2,0.217,,74.0,,3.08,0.53,,3
6.8,,,,0.056,13.0,137.0,,,0.42,,
6.4,0.18,,9.6,0.052,,90.0,0.9963,3.35,0.49,,4
7.1,,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,,9.4,
,0.27,0.42,2.6,0.044,,110.0,0.9912,,,,4
9.2,0.23,0.35,,,,145.0,,3.09,0.32,9.7,
,0.28,,4.9,0.058,,,,,,,4
7.1,0.18,0.32,12.2,0.048,36.0,125.0,,2.92,0.54,9.4,
,,0.32,,0.052,,,0.9963,3.35,0.49,,4
,0.25,0.18,,0.056,13.0,137.0,0.9935,,,9.5,
,,0.26,1.1,0.037,20.0,,,,0.38,11.7,
,0.18,0.29,,0.036,26.0,101.0,0.99,3.09,0.37,11.7,
,0.26,,,0.051,53.0,,0.996,3.16,,9.7,
6.6,,0.42,,,,,,,0.52,,4
6.4,,0.23,,0.069,,,0.9962,3.25,0.53,,
6.0,0.28,0.27,2.3,0.051,,147.0,,3.23,0.67,10.3,4
7.1,0.26,,,0.051,,,0.996,3.16,,9.7,
7.8,,,,0.058,,167.0,,3.21,0.55,9.9,3
,,0.33,2.0,,19.0,,,3.22,0.56,9.9,3
,0.39,0.34,10.0,0.056,35.0,178.0,,3.26,0.6,,3
8.9,0.24,0.33,,,,132.0,0.996,3.0,,,4
6.6,,,3.9,,,138.0,0.9922,,,,5
7.1,,0.3,2.0,0.031,,128.0,0.9917,3.19,0.49,11.4,
7.0,0.32,0.35,1.5,0.039,24.0,,,,0.64,,
,0.24,0.26,,,,150.0,0.9936,3.18,,9.9,
6.9,0.21,,1.4,,,136.0,0.9938,3.63,,,4
7.0,0.32,0.35,1.5,0.039,,,0.9918,3.17,0.64,12.2,4
7.4,,0.29,1.4,0.047,,107.0,0.9939,3.52,,10.4,
,0.26,,2.0,0.031,,,0.9917,,0.49,11.4,3
,0.28,0.34,13.8,0.041,,,0.9981,3.13,0.4,,4
,,0.37,1.3,,16.0,,0.9941,3.32,,,3
8.1,,0.38,3.8,0.051,18.0,129.0,0.9928,,,,4
7.7,,0.29,,0.041,,,0.9952,,,,
6.5,0.24,,2.2,0.027,36.0,134.0,,3.28,,,5
7.0,0.22,,1.6,0.045,40.0,120.0,0.9914,2.98,,10.5,
,0.28,0.34,,,,161.0,,,0.4,9.9,4
8.0,,,10.8,,25.0,157.0,,,,,
,0.23,,,,44.0,,0.998,,,9.8,4
,0.45,,10.8,,,157.0,,,,11.4,
7.6,0.23,0.26,15.3,,32.0,166.0,,,,9.2,2
7.7,,,,0.046,,,,3.08,,8.9,
,,0.61,,,,179.0,,,0.46,8.9,
,0.2,,,,,,,,,9.5,
6.9,0.25,0.35,,,,,,3.21,0.36,11.5,4
7.1,0.2,0.36,11.6,0.042,45.0,,,,,9.5,5
6.9,,0.35,9.2,0.034,,150.0,,,0.36,,4
8.4,,0.31,,0.054,,,,2.96,,,4
,0.39,,,,10.0,,,3.35,0.51,9.7,
,,0.38,6.1,0.067,,,,,,9.7,3
,0.44,0.42,8.5,,10.0,,0.9974,3.32,0.46,,
,,,,0.04,48.0,,0.99579,,,9.4,3
,,,14.9,,37.0,162.0,,,0.45,,
6.1,0.15,,6.2,0.046,39.0,,0.99471,,,,
,,,8.5,0.048,,,,3.32,0.46,,
7.2,0.29,0.18,8.2,0.042,41.0,,,3.16,0.49,9.1,
,,,7.8,,48.0,,,,,9.4,3
,0.23,,,0.094,49.0,169.0,0.99699,3.05,0.54,8.8,3
,,,,0.047,,,,3.54,0.74,,3
7.0,0.36,,,,35.0,228.0,0.9977,,0.51,,
,,,7.1,0.031,28.0,141.0,0.99397,3.16,,,
,,0.2,,0.06,,162.0,0.9983,,,9.0,
6.1,0.15,0.29,6.2,,39.0,151.0,,3.6,,,4
7.4,,,,0.047,,100.0,,3.28,0.45,,
,,,,,,,0.9962,3.23,0.47,,3
,,,17.3,0.06,,235.0,,3.08,0.61,8.8,4
7.4,,,1.4,,34.0,101.0,0.99384,,0.6,10.5,
,,,7.7,,51.0,174.0,,3.16,,,
,,0.18,7.7,0.048,45.0,,0.9962,,0.47,,3
,0.26,0.19,,0.049,47.0,172.0,0.9924,3.14,,10.4,4
,0.21,,,0.046,35.0,,0.99466,3.38,,10.0,4
7.1,0.14,,,,,,,,0.68,10.4,
7.2,0.39,,,0.157,34.0,132.0,,3.11,0.53,9.0,4
,0.48,,10.4,0.049,57.0,205.0,0.99748,,,9.3,
,0.39,0.54,,,34.0,,0.99449,,0.53,,4
,,,,0.049,,205.0,0.99748,,,,3
6.5,,0.31,4.1,0.061,20.0,134.0,,3.18,0.45,,
,0.25,0.31,,0.032,11.0,,,,,,
6.9,0.3,0.21,15.7,0.056,,,,3.11,0.48,9.0,
,,0.43,,0.045,,154.0,,3.52,0.77,10.4,
,0.3,0.21,15.7,0.056,49.0,,0.99827,3.11,0.48,,
9.4,0.42,0.32,6.5,,20.0,,0.99479,,,10.6,3
,,0.43,10.9,,,154.0,0.99752,,0.77,10.4,4
,0.2,0.3,,0.034,35.0,,0.99642,,0.4,8.5,
8.5,,0.56,17.3,0.055,47.0,169.0,1.00047,3.07,0.67,,
7.3,0.19,,1.4,0.051,41.0,,,3.53,0.66,10.5,5
6.7,0.25,,13.5,,50.0,,0.99784,3.39,,9.9,
,0.25,0.28,8.5,,,,0.99486,,0.42,,4
,,,,0.053,,94.0,0.99537,,,,3
7.3,,0.25,1.4,0.051,,107.0,,,0.66,10.5,
7.5,0.29,,14.95,,47.0,178.0,,3.04,,9.2,2
,0.31,0.18,,,,,0.99566,3.17,,9.4,4
7.4,0.14,0.3,,,25.0,91.0,,,0.39,,4
,,,7.7,,57.0,200.0,0.99566,3.17,0.44,,
,,,,,45.0,,,3.08,0.56,8.7,
,,0.25,1.3,,20.0,77.0,,,0.54,,4
,0.16,0.22,1.3,,,66.0,,3.61,0.55,10.3,
,,,15.6,,67.0,210.0,,3.06,,,
,0.33,0.26,,,,210.0,,,,9.5,
7.4,0.33,0.26,15.6,,67.0,,0.99907,3.06,0.68,,
,0.33,,,0.049,67.0,210.0,0.99907,3.06,,9.5,3
,0.41,0.24,4.9,0.158,,,,,,9.4,3
6.7,,,5.0,0.157,,145.0,,,,,
,,0.26,,,,210.0,0.99907,3.06,,,3
,,,,0.037,,,,3.16,,12.6,
7.4,0.18,,,0.047,21.0,,,,0.64,,
8.6,0.17,,,0.047,,,0.99365,,0.56,10.8,
6.5,0.32,,,0.054,39.0,208.0,,3.18,0.46,9.9,4
7.3,0.4,0.28,,,26.0,97.0,,,0.58,12.6,
,0.32,0.31,,,,,,,,,
,0.42,,6.9,0.041,,150.0,0.99508,3.23,,10.0,
6.9,0.28,0.31,7.2,,,168.0,,,0.57,,
6.5,,0.42,10.6,0.042,66.0,,,,0.53,,4
,,,3.5,0.027,,109.0,0.99018,3.34,0.54,12.8,6
7.0,0.32,0.31,,,,115.0,,,0.58,,
,0.3,,,0.043,,125.0,,3.34,,12.6,5
6.6,0.22,,,0.058,25.0,125.0,,3.45,0.45,9.4,3
6.0,,0.18,,0.055,,194.0,0.99591,3.21,,9.0,
,0.44,0.18,11.8,0.051,26.0,,,,0.48,9.1,3
7.5,0.42,0.2,,,,168.0,,,0.4,,
,,,5.0,,40.0,143.0,,3.33,0.42,12.2,
,0.295,,2.2,0.049,,134.0,0.99378,3.21,,,3
,0.21,,14.6,,34.0,,,,,,
,0.28,,1.6,0.045,,139.0,,3.11,,,3
8.1,,,1.3,,,,0.99232,,0.5,9.8,4
6.8,0.21,,14.6,0.053,,,,,,9.2,
,0.22,0.26,2.8,,,,0.99078,,0.41,,
9.4,0.28,0.3,1.6,,36.0,,0.99534,,0.49,,
6.8,,0.3,,,15.0,,0.99061,3.33,0.63,12.6,
,,0.33,6.3,0.032,42.0,,,3.31,,12.2,
,0.42,,,,,,,3.4,,,
7.4,0.2,0.31,,,34.0,,,3.25,0.39,12.0,5
7.5,0.24,0.62,10.6,,,153.0,,,,8.8,3
7.5,,,,,58.0,164.0,,,0.46,,2
,0.4,,1.7,,39.0,,,3.59,,,5
,,,,0.037,,,0.99379,3.1,,11.8,4
4.6,0.445,,,0.053,,,0.99426,3.79,0.55,10.2,
6.1,,,1.3,0.036,23.0,,,3.24,0.61,,4
,,,,,42.0,,0.99335,3.35,,,
6.9,0.3,0.21,,,54.0,190.0,,,,9.4,3
7.0,0.35,,1.1,,7.0,,0.99297,,,9.7,
6.9,,0.55,,0.038,,,,,0.29,,3
,,0.17,,,,,,,,9.7,4
6.9,,0.55,,,22.0,,,3.11,0.29,,3
7.6,,0.4,,0.054,29.0,175.0,0.99445,3.19,0.53,,
7.5,0.38,0.29,12.7,,25.0,209.0,,,,9.3,
7.5,,,,,31.0,,0.99154,,,,3
6.3,0.4,,10.6,,38.0,,,,,,
,0.37,0.28,,0.024,,106.0,0.98993,,,,6
,,,17.8,0.058,128.0,212.0,1.00241,3.44,0.43,8.9,3
,,,10.2,,,,,3.18,0.51,10.3,
6.8,0.26,,4.8,0.041,110.0,,,3.29,0.67,,
,0.28,,9.8,,61.0,,,,0.57,9.0,2
,0.34,0.3,,0.051,,167.0,,3.48,0.62,,
7.0,0.23,0.26,7.2,0.041,21.0,90.0,,3.22,0.55,9.5,4
7.7,0.29,0.29,,0.06,27.0,156.0,,,0.59,10.3,
,0.34,,8.4,0.051,,,,3.48,,9.7,3
7.7,0.4,,4.5,0.034,,95.0,,3.21,0.59,,
6.7,0.17,,,0.032,,149.0,,3.4,,10.5,
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,,0.55,9.5,
8.1,,0.26,,,,,0.99676,3.11,,,4
,0.28,,11.1,,,,0.9979,3.08,,,2
7.5,,,,0.031,24.0,,0.99194,3.0,,,
8.3,0.26,,2.0,0.029,,,,,,,4
7.9,,0.4,10.1,0.168,,,0.99782,3.06,0.62,,3
,0.31,0.22,,0.048,46.0,,0.99942,,,,3
7.9,0.25,,,,,202.0,0.99708,,,,
,0.28,,1.3,,,126.0,,,0.46,,4
,,0.26,1.4,,,,0.99256,,,10.7,5
,0.21,0.28,1.4,,,66.0,0.99199,,,,4
,,0.33,7.0,0.024,,,0.9918,,,,5
,,,2.0,,,,0.99354,,0.5,10.4,
,0.21,0.37,1.2,,20.0,93.0,,,,,
7.4,,0.27,,,,,0.99831,,,9.4,
6.0,,0.27,,0.157,,129.0,0.99396,3.03,,,3
8.1,,,10.1,,30.0,121.0,0.99724,3.17,,,4
8.2,0.25,,,,,,0.99524,3.28,0.58,,3
6.5,0.18,,1.7,0.035,39.0,144.0,0.9927,3.49,,,
6.7,0.24,,,0.053,,182.0,0.99802,,0.42,,
,,,,,42.5,204.0,,3.59,,9.2,3
,,,1.6,0.092,,,,3.19,,9.8,
7.4,0.33,0.44,7.6,0.05,,,0.99679,3.12,,,
,0.3,,8.1,0.05,,,0.99652,,0.49,9.1,4
,0.34,,,,,169.0,0.99698,,,,4
,0.16,,,,29.0,144.0,0.99474,,0.46,,
6.3,0.1,,6.0,,25.0,,,3.59,,10.5,
