speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
1,,4.0,0.800297,0.302975,,-0.33177,-0.270319,,,-0.049145,0.018432,,,
1,12.0,5.0,0.732117,0.311745,0.273789,-0.363404,-0.15062,-0.21675,0.154201,-0.031906,,-0.246001,-0.087859,0.144529
1,12.0,6.0,,,0.3412,-0.366434,-0.093734,-0.167931,0.077928,,-0.016295,,-0.111269,
1,,,0.9481,0.09246,0.350522,,,-0.176385,,-0.154875,,-0.339176,-0.044317,0.241843
1,12.0,8.0,0.994979,,0.330657,-0.193302,0.094676,,,,-0.092747,-0.332451,,0.260521
,12.0,9.0,0.958847,-0.030636,,-0.009465,,-0.061053,-0.064116,-0.403978,,,0.026298,0.232154
1,,10.0,0.910412,-0.060027,0.349972,0.14695,0.143977,-0.029119,-0.129842,-0.456497,0.014726,-0.303288,,0.143797
1,12.0,,0.7937,-0.173967,,0.327683,0.282067,-0.076451,,,-0.040127,-0.290624,0.044375,
,,,,,,0.359372,0.349473,-0.133246,-0.112612,-0.371102,-0.057638,-0.292711,0.045088,0.078585
1,,13.0,0.730497,,,,0.338389,,-0.100266,-0.383961,-0.031715,-0.337306,0.032935,
1,12.0,14.0,,-0.247226,0.440944,,0.335469,,-0.151398,,0.009328,-0.400983,,0.087633
1,12.0,15.0,0.658688,-0.234403,0.556802,0.349818,0.267389,,-0.203088,-0.271299,,-0.432495,0.054131,0.023707
1,,1.0,,-0.019954,0.289778,-0.31196,-0.119883,-0.408652,,0.423848,0.043656,-0.126077,0.068359,0.047961
1,13.0,,1.507315,-0.095101,0.345358,-0.356143,-0.013246,,-0.153393,0.432324,0.008269,,0.052687,0.027237
1,13.0,3.0,,-0.100629,,-0.388427,-0.053732,,-0.156549,0.385444,,-0.184289,0.098103,
1,13.0,,1.504845,-0.171158,,,0.013635,-0.27002,-0.134805,0.289466,-0.03917,-0.176536,0.077733,
1,13.0,5.0,1.508556,-0.291514,0.43243,-0.402846,,,,,-0.029452,-0.220182,-0.019951,
,,6.0,1.610055,,0.327806,-0.30613,0.115126,-0.138801,-0.160862,0.175678,-0.014439,-0.252518,,0.167189
1,13.0,,,-0.206247,0.072986,-0.175824,,,-0.103123,0.097908,,,-0.103201,0.205124
1,13.0,8.0,1.450007,-0.178937,,-0.136031,,0.010888,-0.135866,0.077924,-0.091754,-0.435766,-0.100893,0.186682
,,9.0,1.714003,-0.392106,,,0.267123,0.05949,,0.050761,-0.19096,,-0.104726,
1,13.0,,1.5727,,,,,0.028644,,-0.139401,,-0.202364,-0.056542,
1,13.0,11.0,1.521947,-0.416731,,0.111857,,-0.034514,-0.160957,,-0.235644,-0.218637,-0.007582,0.149372
,,,,-0.464098,0.394296,,0.434347,-0.088104,-0.260313,-0.052081,-0.268762,,0.076081,
1,,,1.248918,,,,,-0.152953,-0.283755,-0.042731,-0.256534,-0.150737,0.093485,-0.006013
1,,,1.148231,,,,0.532861,-0.158411,-0.3316,-0.06189,,,0.0665,0.012181
1,13.0,15.0,1.26504,-0.553742,,0.253473,0.453579,-0.130459,,-0.093914,-0.161738,,0.055871,
1,,16.0,1.269335,-0.541318,,0.310146,,-0.129198,-0.361661,-0.05467,,-0.244854,0.081507,-0.065942
,13.0,17.0,,,0.64117,,0.423832,-0.082105,,-0.019413,-0.238557,-0.251735,0.11619,
1,14.0,1.0,0.909315,,0.749605,-0.536469,,-0.330685,-0.097017,0.368622,-0.110583,-0.107461,,0.017513
1,14.0,2.0,0.93,,0.72618,-0.439735,-0.133005,-0.286941,-0.084586,,-0.160981,-0.206677,0.12716,0.016802
1,14.0,3.0,1.037476,,0.455088,-0.293697,-0.079974,,-0.06634,0.316656,-0.152178,-0.255779,0.125279,
1,,,1.201256,-0.176348,0.365536,-0.335663,-0.002864,-0.283062,,0.329369,,,0.080274,0.118111
1,,5.0,,-0.322722,0.398362,-0.309866,0.034961,,-0.01917,0.328989,-0.246587,-0.321986,0.054446,
,,6.0,1.204281,-0.259559,0.351681,-0.235486,0.011143,,0.012537,,-0.204994,,-0.004666,
,14.0,,1.277014,-0.320963,,,,-0.268478,-0.019691,0.214039,-0.235899,,,0.229524
1,14.0,8.0,1.274289,,0.468077,-0.20373,0.260138,-0.20492,-0.145586,0.149549,,-0.228173,0.025656,
,14.0,9.0,1.167247,-0.493665,,-0.189601,,-0.123073,-0.210232,,,-0.239818,0.06439,0.224012
,,10.0,1.101487,-0.507149,0.595837,-0.089892,,,-0.213016,0.090453,-0.255947,-0.217798,0.093615,0.168525
1,14.0,11.0,,,0.659134,-0.004112,,-0.120977,,0.005822,-0.2409,-0.194197,0.07218,0.142007
1,14.0,12.0,1.011749,-0.425444,,-0.045285,0.44411,-0.150515,-0.24194,0.013706,-0.253425,-0.228807,0.057901,0.161323
1,14.0,13.0,1.013762,-0.419543,,0.027499,,-0.163705,,-0.001422,-0.257699,-0.212858,,0.109053
1,14.0,14.0,0.871575,-0.392858,0.761589,0.066469,0.461942,-0.016615,,-0.040181,-0.28855,-0.200807,0.107939,
1,15.0,1.0,1.150639,-0.190578,,-0.146862,-0.402289,-0.385894,,-0.04772,-0.122438,,-0.094095,0.158405
1,15.0,,1.24706,,0.501268,-0.159556,-0.332923,-0.332207,0.276059,-0.071612,-0.081193,-0.098538,-0.126867,0.194833
1,,3.0,1.269098,-0.086498,0.29563,-0.095281,,,0.233744,-0.015973,-0.041817,-0.216096,-0.142268,
,15.0,4.0,,,0.326296,-0.132531,-0.173697,-0.248582,0.160253,0.023721,-0.030337,-0.275098,-0.23664,
1,15.0,,,-0.326087,0.490548,-0.278633,,-0.207796,,-0.004327,-0.033625,-0.277367,-0.345757,
1,15.0,6.0,1.456287,-0.398315,0.505372,-0.232021,0.158393,-0.196216,-0.080687,-0.118531,,-0.231234,-0.35541,0.335051
,15.0,,1.420686,-0.390584,,,0.234225,-0.124958,-0.1373,-0.211044,-0.047506,-0.192806,,0.286742
1,15.0,8.0,1.252209,,,,,-0.081013,-0.133184,-0.351726,0.003008,-0.265167,,0.319441
1,,9.0,1.062246,-0.248442,,0.142428,0.325677,-0.087827,-0.043432,,-0.007272,-0.267961,-0.161362,
,,10.0,0.988805,-0.289113,0.431559,,0.421833,-0.028105,,-0.423628,-0.011217,-0.240974,,0.227469
1,15.0,,0.997912,,0.459435,0.148502,0.453039,0.018902,,-0.452155,,,,
1,15.0,12.0,0.953197,-0.280671,0.419334,0.278504,0.420468,-0.035079,-0.077954,,-0.053173,-0.182767,-0.164439,0.092432
,15.0,13.0,0.856577,-0.183545,0.432902,0.300241,,-0.138838,-0.057541,,-0.078646,-0.222391,-0.095005,0.052156
,15.0,14.0,,-0.268284,,0.181007,0.399796,,-0.207869,-0.285421,-0.075059,-0.25867,-0.073679,0.021505
,,1.0,1.13164,,0.739673,-0.310325,-0.020386,-0.524192,-0.214623,0.168158,-0.178383,-0.121794,,0.112257
1,16.0,2.0,,-0.101263,0.502163,-0.377089,,-0.446904,,0.242711,-0.159733,,,0.097888
1,16.0,3.0,,,0.4302,-0.424655,-0.020797,-0.442189,-0.184192,0.272168,-0.106583,-0.249256,-0.01316,
,16.0,4.0,1.318292,,0.527553,-0.438854,,,,0.275488,-0.080575,-0.288183,0.047822,
,16.0,5.0,,0.063008,,-0.54266,,-0.263247,-0.128327,0.205839,-0.131185,,-0.021589,0.064058
1,16.0,6.0,1.57544,-0.033412,,,,-0.206306,-0.110903,,-0.120511,-0.423546,-0.077252,
,16.0,7.0,1.578925,-0.195205,0.179115,-0.236086,-0.042108,-0.122591,-0.165205,0.277252,-0.129835,-0.432228,-0.139707,0.018108
,,,1.460078,-0.219225,,-0.257044,0.059286,-0.093446,-0.199549,0.13368,-0.099538,-0.393757,-0.177242,0.030802
1,,9.0,1.569074,-0.312195,0.288262,-0.291316,,,-0.200125,0.009694,-0.129985,,,
,16.0,10.0,1.52871,-0.338273,0.400085,-0.273319,,,,0.030743,,,-0.160303,
,16.0,11.0,,,,-0.221032,0.410149,,-0.459872,,,-0.316971,-0.047551,-0.001591
1,16.0,12.0,,-0.4341,0.456064,-0.12495,,-0.027037,-0.403813,,-0.232845,-0.274758,,0.01146
,,13.0,,-0.382374,0.421054,-0.043783,0.486485,,-0.342631,-0.103734,-0.25765,-0.292643,0.043742,
,,14.0,1.164661,-0.399961,,,,,,,-0.221528,-0.334659,0.056923,0.017084
,,,,-0.429497,,0.123055,0.461943,,,-0.099275,-0.168386,-0.355327,0.055851,
1,17.0,,1.399128,-0.343207,0.716811,-0.585551,-0.131684,-0.253698,-0.259544,,,-0.274924,0.113393,0.099427
1,17.0,2.0,1.267651,-0.531646,0.698621,-0.607688,,-0.115771,-0.253289,0.398088,,,0.08051,
1,17.0,3.0,1.515121,-0.538119,,,-0.044264,,-0.320668,0.380823,0.00385,-0.401387,0.012239,
1,,4.0,1.667603,-0.455854,0.444622,-0.422037,,-0.08312,-0.220889,0.281283,,-0.388253,-0.049455,0.117501
1,,,1.601337,-0.52825,0.371762,-0.320158,0.05635,,,,,,-0.103421,0.070863
1,17.0,6.0,1.731402,-0.689267,0.407254,-0.267094,0.125183,-0.082639,-0.191287,,-0.12852,,,0.064776
,17.0,7.0,,-0.54403,0.40283,-0.252764,0.247749,-0.066841,-0.265544,0.050346,-0.128226,-0.356956,-0.156405,0.172157
1,,8.0,,-0.48322,,-0.208832,,-0.056029,-0.338618,-0.028148,,-0.29438,,0.152167
1,17.0,9.0,,-0.567497,,-0.126332,,,,-0.052608,,-0.221438,,0.076085
1,17.0,10.0,,-0.337721,,0.033412,0.53827,-0.095636,-0.332692,-0.122268,-0.214874,-0.247947,,0.066338
1,17.0,,0.25604,-0.015887,0.360707,-0.000276,,-0.100101,,-0.189323,,-0.207469,0.019726,0.059951
1,17.0,12.0,0.072195,-0.013866,,,0.547263,-0.09718,-0.146265,-0.16858,-0.315835,-0.195759,0.004896,
1,,13.0,0.590603,-0.317955,,,0.547286,-0.157872,-0.143011,-0.164173,-0.299377,-0.200045,-0.007571,0.081564
1,,,1.205052,,0.775015,,,-0.027278,,,-0.297116,-0.322778,,0.009165
1,,15.0,1.375627,-0.792459,0.978507,-0.015287,0.422981,0.025122,-0.515855,0.014642,-0.269192,-0.363116,,-0.054855
,18.0,1.0,1.534764,,,-0.231267,-0.387495,-0.423325,-0.169507,0.07916,0.139475,,,
1,18.0,2.0,1.534597,,0.598688,,,,-0.11927,0.102404,0.128827,-0.072071,-0.187969,0.199355
1,,3.0,1.663754,-0.325568,0.510932,-0.234888,-0.323128,-0.467327,-0.056795,0.077065,0.103187,-0.042543,-0.222141,0.160647
,18.0,4.0,1.575393,-0.572963,,,,-0.235987,-0.225425,,0.139739,-0.176076,-0.154424,0.163818
1,18.0,5.0,1.291198,-0.52998,0.587566,-0.084848,-0.325938,-0.234877,,,0.133549,-0.190451,,
1,18.0,,1.362346,,0.504349,-0.242083,-0.144744,-0.278956,-0.149766,,0.11506,-0.1995,-0.268329,0.226013
1,,7.0,1.365495,-0.280327,0.416021,-0.280696,-0.06286,-0.257479,,0.065243,0.118959,-0.281476,-0.311725,
1,18.0,,1.317975,,,,-0.11229,-0.170785,-0.036539,,0.078879,-0.361484,,0.271559
,18.0,,,,0.534851,-0.255311,,-0.062876,-0.057025,,,-0.341362,-0.09613,
1,18.0,10.0,,-0.377045,0.709652,,,,,,-0.143997,-0.245385,-0.070859,
,18.0,11.0,,-0.448322,0.642123,-0.161898,,0.043746,,,-0.15533,,-0.095504,
1,18.0,12.0,1.151756,,,-0.037542,,0.043313,,-0.304092,-0.150802,-0.1744,-0.106673,0.20205
,18.0,13.0,1.083681,-0.535234,0.695113,,0.260558,,-0.124814,-0.314721,-0.257629,-0.113459,-0.031813,0.159526
1,18.0,,,-0.567144,0.642623,0.023376,0.385305,-0.014452,-0.120071,-0.226206,-0.353491,-0.11955,-0.006784,0.120687
1,18.0,15.0,,-0.567866,,,0.481967,-0.033109,-0.188238,,-0.234989,-0.179231,-0.08904,
1,,16.0,1.167572,-0.550867,0.538803,0.085081,0.533662,-0.004658,-0.245956,,-0.252776,-0.159056,-0.072906,0.068453
1,18.0,17.0,1.028805,,0.536727,0.096939,0.558503,-0.054245,,-0.190706,-0.289209,-0.118297,-0.069364,0.009944
1,18.0,,0.93788,,0.562021,0.15628,,-0.013178,-0.204695,-0.262375,,,,0.032376
,18.0,19.0,0.948668,-0.50171,0.629602,0.104472,0.524328,-0.018305,-0.249413,-0.240205,-0.245911,-0.118478,,-0.005528
,18.0,20.0,,-0.52456,0.708061,0.122145,,,-0.196691,-0.276497,-0.274327,,-0.09246,-0.035072
1,18.0,21.0,0.870623,-0.492641,,,,-0.081129,,,,-0.078972,-0.119568,
,19.0,1.0,1.088468,,0.650128,-0.539392,-0.223628,-0.421568,-0.07936,0.275351,0.001684,-0.144648,0.148221,
1,,2.0,,-0.003066,0.631543,-0.564313,-0.122728,-0.299133,,,,-0.188468,0.071057,0.118375
1,,3.0,,-0.157215,0.6309,-0.485817,,-0.211835,-0.211373,,,-0.270212,0.037612,0.132213
1,19.0,,1.121062,-0.258559,0.575491,-0.394771,,-0.156514,-0.224537,0.307288,0.026883,,,0.194243
1,19.0,5.0,,-0.312835,0.569161,,0.103559,-0.148069,-0.176889,0.353185,-0.06788,,-0.029996,
1,19.0,6.0,1.310379,-0.373949,,-0.437805,0.139653,-0.089183,-0.207204,,,,-0.088258,0.136884
1,19.0,,,-0.269567,0.446169,-0.358876,,-0.037222,-0.193452,0.149636,,,-0.203661,0.182205
,,8.0,,-0.207899,0.396295,,0.240008,0.005079,-0.231156,0.026193,-0.052768,-0.459757,-0.109811,0.200211
1,19.0,9.0,1.184272,,0.350293,-0.16251,0.334065,,-0.25678,-0.037471,-0.087406,,-0.05861,
1,,10.0,,-0.40727,,-0.17461,0.397306,,-0.281453,,-0.162091,,,
1,,11.0,1.098663,-0.471676,,-0.159013,0.387425,0.037219,-0.330942,-0.041723,-0.181212,-0.363392,0.024452,
1,19.0,,1.166,,0.505194,-0.081563,,,-0.28532,-0.152142,-0.203256,-0.314196,0.071793,0.13122
,,13.0,,,,,0.360159,0.039451,,,,,0.039837,0.163704
,19.0,14.0,,-0.349137,0.395489,,,,-0.308796,,-0.104054,-0.366124,0.066262,
,19.0,15.0,1.105063,-0.361028,0.399507,0.142749,0.442067,0.020123,-0.328473,,,-0.371956,0.083743,0.12826
,19.0,16.0,1.1198,,,0.126501,0.415173,0.023207,-0.348506,-0.224027,,,,0.081224
1,20.0,1.0,0.91504,,0.491946,-0.38262,,-0.401453,,0.232774,,-0.287493,,0.082329
,20.0,2.0,0.924537,,0.538392,,-0.084152,-0.321994,-0.057905,,-0.171668,,0.012397,0.112309
1,20.0,3.0,,,,,-0.014802,-0.240863,-0.062075,0.252849,-0.182443,,,
1,20.0,4.0,1.216242,-0.453245,0.591269,,,-0.092234,-0.244966,0.219629,-0.055705,-0.399568,,0.171011
,,5.0,,,0.604433,-0.471978,-0.043074,-0.010171,-0.287954,,-0.014779,-0.475696,-0.098344,0.184223
,20.0,6.0,1.518447,-0.238606,0.308892,-0.393895,0.16396,-0.125613,,0.173784,,,-0.155159,0.219508
1,20.0,7.0,,-0.356073,,,0.189414,-0.111391,,0.065817,,-0.336337,-0.249153,0.200252
,20.0,,1.369999,-0.464169,0.592619,-0.294615,0.177478,,-0.30201,0.050336,-0.095241,,-0.102435,
,20.0,,1.268603,-0.447585,,-0.200142,0.122722,0.23682,,-0.002441,,-0.437068,-0.068108,0.107189
,20.0,10.0,,-0.562113,0.719667,-0.079853,,,-0.319965,-0.057332,,,0.006639,
1,20.0,11.0,1.437891,-0.376128,0.793687,,0.305722,0.06801,-0.216893,-0.09879,,-0.355722,,0.15971
,20.0,12.0,1.190354,-0.262023,,-0.035795,,0.042817,-0.103527,-0.121428,-0.291596,,0.083276,
1,20.0,13.0,1.074075,-0.324455,,0.192233,0.379001,0.061323,-0.198993,-0.134687,-0.188781,-0.325608,,
1,,14.0,,-0.468314,0.702418,0.247441,0.438957,,-0.312265,-0.073044,,-0.330688,,
1,20.0,,1.346689,-0.646863,0.903277,,,0.044648,-0.379189,0.037663,,-0.349021,0.02236,0.011441
1,21.0,,1.230617,-0.140656,0.238559,-0.280207,,,,,-0.146384,,-0.093334,0.144191
1,,2.0,1.46916,-0.201954,0.236249,-0.205359,0.061638,,-0.018498,0.23112,-0.230229,,,
1,,3.0,1.562526,-0.264775,0.292792,-0.138323,0.101545,-0.172869,-0.016827,0.245201,,-0.405827,-0.08189,0.115108
1,21.0,,1.588722,-0.427712,,-0.069397,0.133441,-0.146921,-0.001989,0.181681,-0.356906,-0.362688,,0.073382
,,5.0,1.423469,-0.360519,,-0.082119,0.159725,-0.099565,-0.004533,0.052599,-0.378598,-0.345641,-0.052398,
1,21.0,,1.179826,-0.165594,,-0.061234,0.285824,,-0.030273,-0.032882,-0.3906,-0.381579,,0.175163
1,21.0,7.0,1.120673,-0.241489,,-0.012443,0.283661,-0.023545,-0.088167,,-0.419675,-0.229739,,
1,,,1.133405,,,,0.324537,-0.03774,-0.135525,-0.091112,-0.417587,-0.133617,0.124115,-0.027507
1,21.0,,1.200804,-0.559037,0.588483,0.083772,,-0.073251,,,,-0.157471,0.069475,
,21.0,,1.327589,,0.466603,,,,-0.115675,-0.147757,,-0.138454,0.078771,
1,21.0,11.0,1.228057,-0.539057,0.35947,0.266059,0.402594,,,-0.14176,-0.383335,-0.124231,0.107468,-0.069945
1,21.0,12.0,1.034251,,0.371854,0.3276,0.435587,,-0.162761,,-0.358492,-0.115245,0.065643,-0.069674
1,,13.0,0.956642,-0.580854,,0.393265,0.419488,-0.067009,,-0.167305,-0.342095,-0.131351,0.050857,
1,21.0,14.0,0.937792,-0.566178,0.525134,,0.3627,0.003613,-0.220809,-0.122701,,,0.085078,-0.113304
,21.0,,,-0.63776,0.579964,0.309014,0.277109,0.062199,-0.237463,-0.099908,-0.370466,-0.201949,,-0.150938
1,,,,-0.318667,0.513474,0.022197,-0.250185,,-0.373807,0.19965,0.002386,-0.224626,-0.083509,
1,22.0,2.0,,-0.565097,0.63397,,-0.173276,,,0.08308,,,,
,22.0,3.0,1.522698,-0.322337,0.320559,0.037669,-0.268206,-0.341012,-0.323087,,,-0.196352,-0.142561,0.058604
,22.0,4.0,1.585777,,0.336066,0.068958,-0.248636,-0.290405,,0.052597,0.066125,-0.206246,-0.149652,0.058394
,22.0,,1.587498,-0.414379,0.335013,0.059101,-0.168013,,-0.438571,0.003845,0.101638,,,
1,22.0,6.0,1.645961,-0.426125,0.389522,,-0.12224,,-0.41219,,,-0.219153,-0.228055,0.045524
1,22.0,7.0,1.721178,-0.49102,0.353279,,-0.032529,,,,0.062469,-0.22184,-0.233767,0.068984
,22.0,8.0,,-0.467732,,0.027277,,,,,0.077631,-0.318319,-0.253165,0.148
1,22.0,,1.641534,,0.375885,,0.070076,,,-0.098312,,-0.397491,,0.228186
,22.0,10.0,1.578874,,0.514297,-0.145325,0.110138,0.064871,-0.297971,-0.090508,-0.159668,-0.39647,,0.217674
1,22.0,11.0,,-0.613781,,-0.149296,0.099846,0.152436,,,-0.19712,,0.018541,0.222384
1,22.0,12.0,1.582196,-0.649904,0.58265,,0.169295,0.177887,-0.329396,-0.109132,-0.176068,,0.033788,0.216312
1,,13.0,1.383592,,0.480819,,0.131241,,-0.324225,-0.085282,,-0.438868,,0.209703
1,22.0,,,-0.56287,0.555253,-0.04839,0.189035,0.05741,-0.310338,-0.069051,,-0.455682,0.029274,0.228166
1,,,,-0.683364,0.744781,-0.043529,0.184797,,-0.395377,,-0.167693,-0.405062,0.045713,0.133254
1,22.0,,1.205342,,0.64021,0.120904,,0.000662,,-0.083611,,,0.025272,0.088531
1,,17.0,1.273914,-0.651803,0.598146,0.130473,0.305919,-0.140706,-0.450778,,-0.106193,,-0.032208,0.05962
1,22.0,18.0,1.271859,-0.618895,0.52888,,0.228445,-0.163184,,-0.069892,-0.140584,,-0.035943,
1,22.0,19.0,1.35755,-0.768087,,0.209641,,-0.177469,-0.364945,-0.065887,-0.190302,-0.305244,-0.028387,
1,,1.0,,-0.127693,,,0.092442,-0.37617,-0.241978,,-0.068874,-0.251354,0.048273,0.175041
1,23.0,,,,0.595265,-0.555282,0.070723,-0.310653,,0.311664,,,0.063763,
1,23.0,,1.688864,,,-0.510661,,-0.252368,,0.26639,,-0.255721,0.041852,
1,,,1.5382,,0.386523,-0.440751,,-0.207275,-0.228632,0.189813,-0.023845,-0.249312,,
1,23.0,5.0,1.722443,-0.435315,,-0.500181,,-0.166427,-0.283635,0.121679,-0.068607,,,
1,,6.0,1.504405,,0.242224,,0.095371,-0.099243,-0.306751,,0.02354,,,0.110563
1,,,1.599441,,0.248472,-0.395904,,-0.066641,,0.056126,0.03483,,,
1,23.0,8.0,,-0.582957,0.302541,,0.138931,-0.028856,-0.388867,,0.010154,-0.412716,,0.195018
1,,9.0,1.666701,,0.305233,-0.371992,0.136361,0.011064,-0.322129,0.092682,-0.052213,-0.503843,-0.129599,0.216571
,23.0,10.0,1.65246,-0.566995,0.272566,,0.118564,,-0.283701,0.005436,,-0.480537,,0.208979
,23.0,11.0,1.563245,,0.293437,-0.293655,0.188841,0.113857,-0.324984,-0.066962,,-0.431775,-0.200763,
1,23.0,12.0,1.438363,,0.336562,,,,-0.343054,-0.08939,-0.090629,-0.391145,-0.174276,
,23.0,13.0,1.413373,-0.538387,0.281989,-0.264613,0.20559,0.074992,-0.340169,-0.114297,-0.111277,-0.402992,-0.122177,0.180601
,,14.0,1.409852,-0.586699,0.25726,,0.209703,0.093715,-0.402253,-0.111243,,-0.426665,,0.180087
1,23.0,,1.437613,-0.68942,0.320577,-0.227823,,,-0.44867,-0.07369,-0.105041,,-0.038743,0.171652
1,23.0,,1.324031,-0.65479,,-0.22144,0.333581,-0.03566,-0.464159,,,-0.360836,-0.001696,0.164659
1,23.0,17.0,,-0.681539,0.457142,-0.170065,0.378403,-0.065305,-0.465995,-0.12624,-0.141783,-0.286624,0.004233,0.162993
1,23.0,18.0,1.139082,-0.704588,0.462714,-0.113362,,,-0.387387,-0.159148,-0.183447,-0.257295,0.019106,0.160221
1,,19.0,,-0.686937,,-0.055738,,-0.091167,-0.353093,-0.178858,-0.183552,,0.024194,0.154328
1,,20.0,,-0.637351,0.424515,,0.398479,-0.153523,-0.289792,-0.211751,,-0.211769,-0.001042,0.14924
1,23.0,21.0,0.704187,-0.569231,0.342379,0.169821,0.379983,-0.190654,,,-0.229464,,-0.026383,0.10156
,23.0,,,,,,,-0.22353,,-0.331514,-0.236417,-0.131977,-0.04027,
,,,1.814525,-0.081445,0.406462,,,,-0.11607,,0.094531,-0.125119,-0.098098,0.192558
1,24.0,2.0,1.913461,,,0.028427,-0.638446,-0.338539,-0.069063,-0.11171,,-0.10744,,0.139456
1,,3.0,1.643941,-0.090529,0.335565,0.053616,-0.574465,-0.278628,-0.009622,,,-0.109197,,0.090854
,,,1.848799,-0.266479,0.34824,0.075756,,-0.250879,,,,-0.137999,-0.2004,0.129727
,24.0,5.0,1.839051,-0.161169,0.16193,0.102184,-0.371271,-0.245521,-0.045897,-0.163659,0.076132,-0.246382,-0.216415,
1,24.0,6.0,1.92841,-0.192537,0.143783,0.072931,-0.37755,,0.006237,-0.154306,,-0.305294,-0.254281,0.171682
1,24.0,7.0,1.695766,-0.239186,0.142268,0.105714,-0.294308,-0.096023,-0.054203,-0.110442,,-0.30539,,0.175607
1,24.0,8.0,2.003249,-0.463823,0.301816,0.065488,-0.276633,,,-0.158421,-0.02043,-0.292361,-0.252227,
,,9.0,1.787962,,0.131328,,-0.208698,,-0.142945,-0.255093,0.022933,,-0.245443,0.163375
1,24.0,10.0,1.999333,,,,,-0.019116,-0.21379,-0.255627,,-0.245159,-0.229979,0.148459
,24.0,11.0,2.081855,-0.600221,,0.166957,-0.094964,0.000211,-0.223099,-0.251368,-0.089013,-0.253617,-0.17696,0.167603
1,24.0,12.0,2.203141,,0.630121,,0.007602,0.012993,-0.272979,-0.203719,-0.17098,-0.287737,-0.152599,0.173302
1,,13.0,1.905346,-0.718912,0.538112,0.018139,0.095584,,,-0.212216,,,-0.10774,0.238413
1,24.0,14.0,,-0.703326,0.565267,0.05121,0.086255,0.147812,,-0.268684,-0.141655,,,
,,15.0,1.661347,-0.663582,0.476801,0.231483,,0.17961,-0.298297,-0.28303,-0.125028,,-0.019564,0.211774
,24.0,,1.671889,-0.761271,0.603038,0.218876,0.065373,0.145413,,-0.28924,-0.126376,-0.255087,,0.175033
1,,17.0,1.803776,,0.795638,0.15709,0.133068,,-0.333668,-0.265803,-0.153147,,-0.011869,0.128706
1,,18.0,,,,0.141706,0.194975,0.062342,,-0.220422,,,0.032937,0.071721
1,,,1.893222,-1.030526,0.882958,0.158179,0.194945,0.083371,,-0.199824,-0.185917,-0.247347,0.080544,0.059579
1,,,1.772602,-1.017697,,0.150642,,,-0.421517,-0.168739,-0.171756,-0.264767,,0.032363
,25.0,1.0,,-0.121124,,,-0.323343,-0.315735,-0.312388,0.203715,,,0.13477,
1,25.0,,,-0.07632,0.962219,-0.432658,-0.265439,,,0.244361,-0.036079,-0.229,0.119863,0.155059
1,25.0,3.0,1.192486,-0.159693,0.976259,-0.366494,-0.266392,-0.305959,,0.201852,-0.044513,,0.107773,0.139908
,25.0,4.0,1.026753,,0.86374,-0.179242,-0.247755,-0.271258,-0.384739,0.149977,,,0.075688,0.124648
1,25.0,5.0,1.194319,,0.879784,-0.276508,-0.174887,,-0.343256,0.174233,-0.042906,-0.32113,0.023484,0.071208
1,,6.0,,,0.828522,-0.317516,,-0.005424,,,-0.050732,-0.391653,-0.031934,0.077595
1,25.0,7.0,1.13148,,0.777036,-0.261941,0.035569,,-0.395585,,-0.056545,-0.41671,-0.056627,0.104608
,25.0,,1.291878,-0.457769,,-0.269479,0.024801,0.136982,-0.374851,,-0.056241,-0.424745,-0.032307,0.099417
1,25.0,9.0,1.520352,,,,0.081336,0.213987,-0.410641,0.018488,,-0.432263,,0.115136
1,25.0,,1.294939,,0.969647,,0.087413,0.232494,-0.364976,-0.010124,,-0.408032,,0.102502
1,,11.0,1.29037,-0.648581,,-0.14707,0.17843,,-0.376823,-0.048229,,-0.36287,0.102153,0.070595
1,25.0,12.0,1.369264,,1.019784,-0.127393,,0.160525,-0.411419,-0.071578,,-0.300732,0.101616,
1,25.0,13.0,1.374749,-0.748448,1.170514,-0.073911,0.184912,0.087235,,-0.036571,-0.107916,,,
1,25.0,14.0,1.292487,,,-0.023419,,,,-0.053582,,-0.347681,,-0.039019
1,25.0,15.0,,,0.885656,0.065933,,,,,-0.068096,-0.312012,-0.023187,-0.061607
,25.0,16.0,1.25305,-0.451441,0.855144,,0.270107,0.062905,-0.403772,-0.135968,,-0.303593,,-0.062068
,25.0,17.0,1.406211,,,,,,-0.446484,-0.119747,-0.231711,,0.123634,-0.048014
,,1.0,1.304824,0.106494,0.673842,,-0.012318,-0.463848,-0.203192,,0.041553,,,
,26.0,,,0.068295,0.661429,-0.459121,-0.023317,-0.413008,-0.138002,0.312054,-0.043612,-0.198387,0.02456,0.117289
,26.0,3.0,1.393211,0.045274,0.673677,-0.431509,,-0.361994,-0.146737,0.2238,-0.077534,-0.173089,,0.144424
1,26.0,4.0,1.355873,-0.098561,0.609594,-0.392927,0.219053,-0.272311,,0.204978,-0.017939,-0.158494,,0.128406
,26.0,5.0,1.437055,,,-0.3707,,-0.224883,,0.208402,-0.046987,-0.179136,,0.08432
1,26.0,6.0,1.406065,,0.581883,-0.418838,,-0.141871,-0.16148,0.151355,-0.085562,,,
,26.0,,1.248447,-0.199289,,,,-0.172977,-0.172354,0.087761,-0.080004,,,0.095468
